,pr_many____ev_prob0_action1,pr_many____ev_prob0_action0,pr_many____ev_rwd0_action1,pr_many____ev_rwd0_action0,sr_many____ev_prob0_action1,sr_many____ev_prob0_action0,sr_many____ev_rwd0_action1,sr_many____ev_rwd0_action0,pr_many____ev_prob1_action1,pr_many____ev_prob1_action0,pr_many____ev_rwd1_action1,pr_many____ev_rwd1_action0,sr_many____ev_prob1_action1,sr_many____ev_prob1_action0,sr_many____ev_rwd1_action1,sr_many____ev_rwd1_action0,pr_many____ev_prob2_action1,pr_many____ev_prob2_action0,pr_many____ev_rwd2_action1,pr_many____ev_rwd2_action0,sr_many____ev_prob2_action1,sr_many____ev_prob2_action0,sr_many____ev_rwd2_action1,sr_many____ev_rwd2_action0,pr_many____ev_prob3_action1,pr_many____ev_prob3_action0,pr_many____ev_rwd3_action1,pr_many____ev_rwd3_action0,sr_many____ev_prob3_action1,sr_many____ev_prob3_action0,sr_many____ev_rwd3_action1,sr_many____ev_rwd3_action0,pr_one____prob_prob0_action1,pr_one____prob_prob0_action0,pr_one____prob_rwd0_action1,pr_one____prob_rwd0_action0,sr_one____prob_prob0_action1,sr_one____prob_prob0_action0,sr_one____prob_rwd0_action1,sr_one____prob_rwd0_action0,pr_one____prob_prob1_action1,pr_one____prob_prob1_action0,pr_one____prob_rwd1_action1,pr_one____prob_rwd1_action0,sr_one____prob_prob1_action1,sr_one____prob_prob1_action0,sr_one____prob_rwd1_action1,sr_one____prob_rwd1_action0,pr_one____prob_prob2_action1,pr_one____prob_prob2_action0,pr_one____prob_rwd2_action1,pr_one____prob_rwd2_action0,sr_one____prob_prob2_action1,sr_one____prob_prob2_action0,sr_one____prob_rwd2_action1,sr_one____prob_rwd2_action0,pr_one____prob_prob3_action1,pr_one____prob_prob3_action0,pr_one____prob_rwd3_action1,pr_one____prob_rwd3_action0,sr_one____prob_prob3_action1,sr_one____prob_prob3_action0,sr_one____prob_rwd3_action1,sr_one____prob_rwd3_action0,sub_num,choices
268,0.95,0.05,5.5,5.5,0.47,0.05,11,11,0.38,0.62,65.0,65.0,0.08,0.28,130,130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,11.0,130.0,0.47,0.28,11,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.0
269,0.1,0.9,2.5,2.5,0.03,0.45,10,10,0.83,0.17,31.5,31.5,0.28,0.11,126,126,0.83,0.17,0.25,0.25,0.28,0.11,1,1,0.1,0.9,0.25,0.25,0.03,0.45,1,1,0.83,0.9,1.0,1.0,0.28,0.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.0
270,0.95,0.05,5.5,5.5,0.47,0.05,11,11,0.38,0.62,65.0,65.0,0.08,0.28,130,130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,11.0,130.0,0.47,0.28,11,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.0
271,0.1,0.9,25.0,25.0,0.03,0.45,50,50,0.83,0.17,2.0,2.0,0.28,0.11,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.83,0.9,4.0,50.0,0.28,0.45,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.0
272,0.83,0.17,100.0,100.0,0.28,0.11,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.83,0.17,100.0,100.0,0.28,0.11,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.0
273,0.38,0.62,100.0,100.0,0.08,0.28,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.38,0.62,100.0,100.0,0.08,0.28,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.0
274,0.15,0.85,100.0,100.0,0.01,0.11,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.15,0.85,100.0,100.0,0.01,0.11,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.0
275,1.0,0.0,100.0,100.0,0.12,0.0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,100.0,100.0,0.12,0.0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.0
276,0.1,0.9,25.0,25.0,0.03,0.45,50,50,0.83,0.17,2.0,2.0,0.28,0.11,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.83,0.9,4.0,50.0,0.28,0.45,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.0
277,0.95,0.05,5.5,5.5,0.47,0.05,11,11,0.38,0.62,65.0,65.0,0.08,0.28,130,130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,11.0,130.0,0.47,0.28,11,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1.0
278,0.95,0.05,24.0,24.0,0.47,0.05,48,48,0.15,0.85,2.0,2.0,0.01,0.11,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.85,48.0,4.0,0.47,0.11,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.0
279,0.95,0.05,5.5,5.5,0.47,0.05,11,11,0.38,0.62,65.0,65.0,0.08,0.28,130,130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,11.0,130.0,0.47,0.28,11,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1.0
280,0.1,0.9,2.5,2.5,0.03,0.45,10,10,0.83,0.17,31.5,31.5,0.28,0.11,126,126,0.83,0.17,0.25,0.25,0.28,0.11,1,1,0.1,0.9,0.25,0.25,0.03,0.45,1,1,0.83,0.9,1.0,1.0,0.28,0.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.0
281,0.1,0.9,25.0,25.0,0.03,0.45,50,50,0.83,0.17,2.0,2.0,0.28,0.11,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.83,0.9,4.0,50.0,0.28,0.45,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.0
282,0.1,0.9,2.5,2.5,0.03,0.45,10,10,0.83,0.17,31.5,31.5,0.28,0.11,126,126,0.83,0.17,0.25,0.25,0.28,0.11,1,1,0.1,0.9,0.25,0.25,0.03,0.45,1,1,0.83,0.9,126.0,10.0,0.28,0.45,126,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.0
283,0.95,0.05,24.0,24.0,0.47,0.05,48,48,1.0,0.0,2.0,2.0,0.12,0.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.05,48.0,48.0,0.47,0.05,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.0
284,1.0,0.0,100.0,100.0,0.12,0.0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,100.0,100.0,0.12,0.0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.0
285,0.38,0.62,100.0,100.0,0.08,0.28,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.38,0.62,100.0,100.0,0.08,0.28,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1.0
286,0.83,0.17,100.0,100.0,0.28,0.11,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.83,0.17,100.0,100.0,0.28,0.11,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.0
287,0.15,0.85,100.0,100.0,0.01,0.11,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.15,0.85,100.0,100.0,0.01,0.11,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1.0
288,0.1,0.9,2.5,2.5,0.03,0.45,10,10,0.83,0.17,31.5,31.5,0.28,0.11,126,126,0.83,0.17,0.25,0.25,0.28,0.11,1,1,0.1,0.9,0.25,0.25,0.03,0.45,1,1,0.83,0.9,1.0,1.0,0.28,0.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1.0
289,0.95,0.05,5.5,5.5,0.47,0.05,11,11,0.38,0.62,65.0,65.0,0.08,0.28,130,130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,11.0,130.0,0.47,0.28,11,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0
290,0.95,0.05,5.5,5.5,0.47,0.05,11,11,0.38,0.62,65.0,65.0,0.08,0.28,130,130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,11.0,130.0,0.47,0.28,11,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1.0
291,0.95,0.05,24.0,24.0,0.47,0.05,48,48,1.0,0.0,2.0,2.0,0.12,0.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.05,48.0,48.0,0.47,0.05,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0
292,0.1,0.9,2.5,2.5,0.03,0.45,10,10,0.83,0.17,31.5,31.5,0.28,0.11,126,126,0.83,0.17,0.25,0.25,0.28,0.11,1,1,0.1,0.9,0.25,0.25,0.03,0.45,1,1,0.83,0.9,126.0,10.0,0.28,0.45,126,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1.0
293,0.1,0.9,25.0,25.0,0.03,0.45,50,50,0.83,0.17,2.0,2.0,0.28,0.11,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.83,0.9,4.0,50.0,0.28,0.45,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1.0
294,0.95,0.05,24.0,24.0,0.47,0.05,48,48,0.15,0.85,2.0,2.0,0.01,0.11,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.85,48.0,4.0,0.47,0.11,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0
295,0.1,0.9,25.0,25.0,0.03,0.45,50,50,0.83,0.17,2.0,2.0,0.28,0.11,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.83,0.9,4.0,50.0,0.28,0.45,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1.0
296,0.38,0.62,100.0,100.0,0.08,0.28,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.38,0.62,100.0,100.0,0.08,0.28,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1.0
297,0.83,0.17,100.0,100.0,0.28,0.11,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.83,0.17,100.0,100.0,0.28,0.11,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0
298,0.15,0.85,100.0,100.0,0.01,0.11,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.15,0.85,100.0,100.0,0.01,0.11,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1.0
299,1.0,0.0,100.0,100.0,0.12,0.0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,100.0,100.0,0.12,0.0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0
300,0.1,0.9,25.0,25.0,0.03,0.45,50,50,0.83,0.17,2.0,2.0,0.28,0.11,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.83,0.9,4.0,50.0,0.28,0.45,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1.0
301,0.95,0.05,24.0,24.0,0.47,0.05,48,48,0.15,0.85,2.0,2.0,0.01,0.11,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.85,48.0,4.0,0.47,0.11,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0
302,0.95,0.05,5.5,5.5,0.47,0.05,11,11,0.38,0.62,65.0,65.0,0.08,0.28,130,130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,11.0,130.0,0.47,0.28,11,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1.0
303,0.1,0.9,2.5,2.5,0.03,0.45,10,10,0.83,0.17,31.5,31.5,0.28,0.11,126,126,0.83,0.17,0.25,0.25,0.28,0.11,1,1,0.1,0.9,0.25,0.25,0.03,0.45,1,1,0.83,0.9,1.0,1.0,0.28,0.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0
304,0.1,0.9,2.5,2.5,0.03,0.45,10,10,0.83,0.17,31.5,31.5,0.28,0.11,126,126,0.83,0.17,0.25,0.25,0.28,0.11,1,1,0.1,0.9,0.25,0.25,0.03,0.45,1,1,0.83,0.9,126.0,10.0,0.28,0.45,126,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0
305,0.95,0.05,24.0,24.0,0.47,0.05,48,48,1.0,0.0,2.0,2.0,0.12,0.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.05,48.0,48.0,0.47,0.05,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0
306,0.95,0.05,5.5,5.5,0.47,0.05,11,11,0.38,0.62,65.0,65.0,0.08,0.28,130,130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,11.0,130.0,0.47,0.28,11,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1.0
307,0.1,0.9,25.0,25.0,0.03,0.45,50,50,0.83,0.17,2.0,2.0,0.28,0.11,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.83,0.9,4.0,50.0,0.28,0.45,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1.0
308,0.83,0.17,100.0,100.0,0.28,0.11,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.83,0.17,100.0,100.0,0.28,0.11,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0
309,1.0,0.0,100.0,100.0,0.12,0.0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,100.0,100.0,0.12,0.0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0
310,0.38,0.62,100.0,100.0,0.08,0.28,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.38,0.62,100.0,100.0,0.08,0.28,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1.0
311,0.15,0.85,100.0,100.0,0.01,0.11,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.15,0.85,100.0,100.0,0.01,0.11,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1.0
312,0.1,0.9,25.0,25.0,0.03,0.45,50,50,0.83,0.17,2.0,2.0,0.28,0.11,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.83,0.9,4.0,50.0,0.28,0.45,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1.0
313,0.95,0.05,24.0,24.0,0.47,0.05,48,48,1.0,0.0,2.0,2.0,0.12,0.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.05,48.0,48.0,0.47,0.05,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1.0
314,0.1,0.9,25.0,25.0,0.03,0.45,50,50,0.83,0.17,2.0,2.0,0.28,0.11,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.83,0.9,4.0,50.0,0.28,0.45,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1.0
315,0.1,0.9,2.5,2.5,0.03,0.45,10,10,0.83,0.17,31.5,31.5,0.28,0.11,126,126,0.83,0.17,0.25,0.25,0.28,0.11,1,1,0.1,0.9,0.25,0.25,0.03,0.45,1,1,0.83,0.9,1.0,1.0,0.28,0.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0
316,0.95,0.05,5.5,5.5,0.47,0.05,11,11,0.38,0.62,65.0,65.0,0.08,0.28,130,130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,11.0,130.0,0.47,0.28,11,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1.0
317,0.1,0.9,2.5,2.5,0.03,0.45,10,10,0.83,0.17,31.5,31.5,0.28,0.11,126,126,0.83,0.17,0.25,0.25,0.28,0.11,1,1,0.1,0.9,0.25,0.25,0.03,0.45,1,1,0.83,0.9,126.0,10.0,0.28,0.45,126,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0
318,0.95,0.05,24.0,24.0,0.47,0.05,48,48,0.15,0.85,2.0,2.0,0.01,0.11,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.85,48.0,4.0,0.47,0.11,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0
319,0.95,0.05,5.5,5.5,0.47,0.05,11,11,0.38,0.62,65.0,65.0,0.08,0.28,130,130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,11.0,130.0,0.47,0.28,11,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1.0
320,0.15,0.85,100.0,100.0,0.01,0.11,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.15,0.85,100.0,100.0,0.01,0.11,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1.0
321,1.0,0.0,100.0,100.0,0.12,0.0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,100.0,100.0,0.12,0.0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0
322,0.38,0.62,100.0,100.0,0.08,0.28,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.38,0.62,100.0,100.0,0.08,0.28,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1.0
323,0.83,0.17,100.0,100.0,0.28,0.11,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.83,0.17,100.0,100.0,0.28,0.11,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0
324,0.95,0.05,5.5,5.5,0.47,0.05,11,11,0.38,0.62,65.0,65.0,0.08,0.28,130,130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,11.0,130.0,0.47,0.28,11,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0
325,0.1,0.9,2.5,2.5,0.03,0.45,10,10,0.83,0.17,31.5,31.5,0.28,0.11,126,126,0.83,0.17,0.25,0.25,0.28,0.11,1,1,0.1,0.9,0.25,0.25,0.03,0.45,1,1,0.83,0.9,1.0,1.0,0.28,0.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0
326,0.95,0.05,5.5,5.5,0.47,0.05,11,11,0.38,0.62,65.0,65.0,0.08,0.28,130,130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,11.0,130.0,0.47,0.28,11,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1.0
327,0.95,0.05,24.0,24.0,0.47,0.05,48,48,1.0,0.0,2.0,2.0,0.12,0.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.05,48.0,48.0,0.47,0.05,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0
328,0.1,0.9,25.0,25.0,0.03,0.45,50,50,0.83,0.17,2.0,2.0,0.28,0.11,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.83,0.9,4.0,50.0,0.28,0.45,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0
329,0.1,0.9,2.5,2.5,0.03,0.45,10,10,0.83,0.17,31.5,31.5,0.28,0.11,126,126,0.83,0.17,0.25,0.25,0.28,0.11,1,1,0.1,0.9,0.25,0.25,0.03,0.45,1,1,0.83,0.9,126.0,10.0,0.28,0.45,126,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0
330,0.1,0.9,25.0,25.0,0.03,0.45,50,50,0.83,0.17,2.0,2.0,0.28,0.11,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.83,0.9,4.0,50.0,0.28,0.45,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0
331,0.95,0.05,24.0,24.0,0.47,0.05,48,48,0.15,0.85,2.0,2.0,0.01,0.11,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.85,48.0,4.0,0.47,0.11,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1.0
332,0.15,0.85,100.0,100.0,0.01,0.11,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.15,0.85,100.0,100.0,0.01,0.11,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1.0
333,0.38,0.62,100.0,100.0,0.08,0.28,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.38,0.62,100.0,100.0,0.08,0.28,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1.0
