consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,click_action.rt,click_action_2.keys,click_action_2.corr,click_action_2.rt,resp4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,action2,resp4.rt,resp4_3.keys,resp4_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,image1,image2,key_resp_3.keys,key_resp_3.rt,key_resp_12.keys,key_resp_12.rt,key_resp_15.keys,key_resp_15.rt,key_resp_24.keys,key_resp_24.rt,key_resp_25.keys,key_resp_25.rt,key_resp_36.keys,key_resp_36.rt,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,r4_num,r5,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_8.keys,key_resp_8.rt,key_resp_29.keys,key_resp_29.rt,transition_reval_choice.keys,transition_reval_choice.rt,transition_reval_choice_2.keys,transition_reval_choice_2.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.9108,,0,76,76,76,1,trident.png,tree.png,north.png,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0.9308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1.0409,,0,77,77,77,1,trident.png,fox.png,apple.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,3.486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.9979,,0,78,78,78,1,trident.png,bell.png,tophat.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0.9208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.8291,,0,79,79,79,1,trident.png,fox.png,apple.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,0,0,0,1,1.1614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.1013,,0,80,80,80,1,planet.png,watch.png,houses.png,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,1.7001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1.7272,,0,81,81,81,1,trident.png,fox.png,apple.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0.7016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1.1026,,0,82,82,82,1,trident.png,fox.png,apple.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0.7266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.8614,9,0,83,83,83,1,trident.png,bell.png,tophat.png,1,8,5.0879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,4.0512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1.517,,0,84,84,84,1,trident.png,fox.png,apple.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0.6661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.7529,,0,85,85,85,1,trident.png,fox.png,apple.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0.5602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.6584,,0,86,86,86,1,trident.png,fox.png,apple.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0.6155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.832,,0,87,87,87,1,trident.png,fox.png,hammer.png,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,1.9112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1.1844,,0,88,88,88,1,trident.png,fox.png,apple.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2.4917,,0,89,89,89,1,trident.png,bell.png,train.png,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,0,0,0,1,1.5504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,2.486,,0,90,90,90,1,planet.png,tree.png,snorkel.png,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,1.0264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.8464,,0,91,91,91,1,trident.png,tree.png,snorkel.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,0,0,0,1,2.0246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1.1614,,0,92,92,92,1,planet.png,tree.png,snorkel.png,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,1.4713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.921,,0,93,93,93,1,trident.png,tree.png,north.png,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0.6239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.7789,,0,94,94,94,1,trident.png,fox.png,apple.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,0,0,0,1,1.3024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.0947,,0,95,95,95,1,planet.png,tree.png,north.png,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,1.2832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.2517,,0,96,96,96,1,trident.png,fox.png,hammer.png,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0.8924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.4559,,0,97,97,97,1,trident.png,bell.png,train.png,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0.6859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.8493,,0,98,98,98,1,trident.png,tree.png,north.png,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0.9028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.9841,,0,99,99,99,1,trident.png,bell.png,tophat.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,1.2822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.9371,,0,100,100,100,1,trident.png,fox.png,hammer.png,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,0,0,0,1,0.8045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.6461,,0,101,101,101,1,planet.png,tree.png,north.png,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d46ac9623a1260018201bf8,001,2023-06-20_09h49.57.134,study5_pr_2,2022.2.5,MacIntel,120.0048002,5d46ac9623a1260018201bf8,64914e7f1a93034d46bc574b,64915a0b89449db9d62d1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,1.2583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
