"X","sub","pr_raw","bias_highbaserate","pre_map_change","post_map_change","rt_planning_pr","median_RT_actionselection","trial_num","planning_q","PR_individual_answers","experiment","log_rt_planning","PR"
291,"5PARTICIPANT_study2_2022-11-23_09h52.22.659.csv",0.333333333,-2.441435368,1,1,0.4045,0.5063,3.103834391,1,1,1,-0.224477642,-0.975675776701678
292,"5PARTICIPANT_study2_2022-11-23_09h52.22.659.csv",0.333333333,-2.441435368,1,1,0.3661,0.5063,5.103834391,1,0,1,-0.324222859,-0.975675776701678
293,"5PARTICIPANT_study2_2022-11-23_09h52.22.659.csv",0.333333333,-2.441435368,1,1,1.4528,0.5063,7.103834391,1,0,1,1.054118629,-0.975675776701678
294,"5de42a01a7cb2401ccc682c3_study2_2022-11-23_11h28.58.420.csv",0.5,-2.441435368,1,1,0.998,1.017,-0.896165609,1,0,1,-0.01885912,-0.353938839889073
295,"5de42a01a7cb2401ccc682c3_study2_2022-11-23_11h28.58.420.csv",0.5,-2.441435368,1,1,0.641,1.017,2.103834391,1,0,1,-0.461582939,-0.353938839889073
296,"5de42a01a7cb2401ccc682c3_study2_2022-11-23_11h28.58.420.csv",0.5,-2.441435368,1,1,0.7265,1.017,3.103834391,1,1,1,-0.336373913,-0.353938839889073
297,"5de42a01a7cb2401ccc682c3_study2_2022-11-23_11h28.58.420.csv",0.5,-2.441435368,1,1,1.8112,1.017,4.103834391,1,1,1,0.577132492,-0.353938839889073
298,"5de42a01a7cb2401ccc682c3_study2_2022-11-23_11h28.58.420.csv",0.5,-2.441435368,1,1,0.5612,1.017,7.103834391,1,0,1,-0.594535048,-0.353938839889073
299,"5de42a01a7cb2401ccc682c3_study2_2022-11-23_11h28.58.420.csv",0.5,-2.441435368,1,1,0.4854,1.017,8.103834391,1,1,1,-0.739639103,-0.353938839889073
300,"55b2d3f2fdf99b525bc839aa_study6_2023-08-14_11h59.05.301.csv",0.333333333,-2.691435368,0,0,14.3636,0.8801,0.103834391,5,0,4,2.79241697,-0.975675776701678
301,"55b2d3f2fdf99b525bc839aa_study6_2023-08-14_11h59.05.301.csv",0.333333333,-2.691435368,0,0,13.8355,0.8801,2.103834391,2,1,4,2.754957494,-0.975675776701678
302,"55b2d3f2fdf99b525bc839aa_study6_2023-08-14_11h59.05.301.csv",0.333333333,-2.691435368,0,0,8.5645,0.8801,3.103834391,6,1,4,2.275345495,-0.975675776701678
303,"63eae4994d8e22b28bccb864_study6_2023-08-18_01h08.41.365.csv",0.666666667,-2.441435368,0.5,0.25,0.642,1.115,0.103834391,6,1,4,-0.55202138,0.267798096923532
304,"63eae4994d8e22b28bccb864_study6_2023-08-18_01h08.41.365.csv",0.666666667,-2.441435368,0.5,0.25,0.502,1.115,1.103834391,2,1,4,-0.798009564,0.267798096923532
305,"63eae4994d8e22b28bccb864_study6_2023-08-18_01h08.41.365.csv",0.666666667,-2.441435368,0.5,0.25,0.367,1.115,3.103834391,0,1,4,-1.111247836,0.267798096923532
306,"63eae4994d8e22b28bccb864_study6_2023-08-18_01h08.41.365.csv",0.666666667,-2.441435368,0.5,0.25,0.653,1.115,4.103834391,4,1,4,-0.535032555,0.267798096923532
307,"5eb32b8adc8fc511560fca82_study6_2023-08-17_20h08.36.015.csv",0.333333333,-2.941435368,0.25,0,1.7091,0.8571,1.103834391,5,1,4,0.690167597,-0.975675776701678
308,"5eb32b8adc8fc511560fca82_study6_2023-08-17_20h08.36.015.csv",0.333333333,-2.941435368,0.25,0,2.1683,0.8571,2.103834391,4,0,4,0.928144131,-0.975675776701678
309,"5eb32b8adc8fc511560fca82_study6_2023-08-17_20h08.36.015.csv",0.333333333,-2.941435368,0.25,0,0.9334,0.8571,4.103834391,0,1,4,0.085279236,-0.975675776701678
310,"5eb32b8adc8fc511560fca82_study6_2023-08-17_20h08.36.015.csv",0.333333333,-2.941435368,0.25,0,0.1341,0.8571,5.103834391,3,0,4,-1.854968808,-0.975675776701678
311,"5edeea354d54cb1a825aa8f9_study6_2023-08-18_01h08.35.051.csv",0.5,-2.441435368,0.5,0,3.707,1.117,-0.896165609,1,0,4,1.199576404,-0.353938839889073
312,"5edeea354d54cb1a825aa8f9_study6_2023-08-18_01h08.35.051.csv",0.5,-2.441435368,0.5,0,2.592,1.117,0.103834391,0,1,4,0.841783258,-0.353938839889073
313,"5edeea354d54cb1a825aa8f9_study6_2023-08-18_01h08.35.051.csv",0.5,-2.441435368,0.5,0,1.24,1.117,3.103834391,7,1,4,0.10446486,-0.353938839889073
314,"5edeea354d54cb1a825aa8f9_study6_2023-08-18_01h08.35.051.csv",0.5,-2.441435368,0.5,0,1.27,1.117,4.103834391,5,1,4,0.12837038,-0.353938839889073
315,"64139d773ac9a0278d479b1c_study6_2023-08-14_15h13.26.605.csv",0.666666667,-2.441435368,0.5,0.25,2.6572,0.9356,0.103834391,7,1,4,1.043840181,0.267798096923532
316,"64139d773ac9a0278d479b1c_study6_2023-08-14_15h13.26.605.csv",0.666666667,-2.441435368,0.5,0.25,1.5713,0.9356,1.103834391,1,1,4,0.518470546,0.267798096923532
317,"64139d773ac9a0278d479b1c_study6_2023-08-14_15h13.26.605.csv",0.666666667,-2.441435368,0.5,0.25,4.0775,0.9356,5.103834391,3,1,4,1.4720513,0.267798096923532
318,"64139d773ac9a0278d479b1c_study6_2023-08-14_15h13.26.605.csv",0.666666667,-2.441435368,0.5,0.25,3.677,0.9356,6.103834391,4,1,4,1.368664447,0.267798096923532
319,"5f280d1533b5cf085a06e2ad_study6_2023-08-14_15h17.07.536.csv",0.666666667,-2.441435368,0.5,0.25,0.7916,0.8542,1.103834391,7,1,4,-0.076109145,0.267798096923532
320,"5f280d1533b5cf085a06e2ad_study6_2023-08-14_15h17.07.536.csv",0.666666667,-2.441435368,0.5,0.25,0.8778,0.8542,3.103834391,6,1,4,0.027253419,0.267798096923532
321,"5f280d1533b5cf085a06e2ad_study6_2023-08-14_15h17.07.536.csv",0.666666667,-2.441435368,0.5,0.25,0.7677,0.8542,4.103834391,2,1,4,-0.106766327,0.267798096923532
322,"5f280d1533b5cf085a06e2ad_study6_2023-08-14_15h17.07.536.csv",0.666666667,-2.441435368,0.5,0.25,0.8846,0.8542,6.103834391,5,1,4,0.034970207,0.267798096923532
323,"609140cea1442672dd2141d7_study6_2023-08-14_17h33.29.125.csv",0.333333333,-2.691435368,0.5,0,1.5837,1.0084,1.103834391,5,1,4,0.451398965,-0.975675776701678
324,"609140cea1442672dd2141d7_study6_2023-08-14_17h33.29.125.csv",0.333333333,-2.691435368,0.5,0,1.1564,1.0084,2.103834391,7,0,4,0.136946815,-0.975675776701678
325,"609140cea1442672dd2141d7_study6_2023-08-14_17h33.29.125.csv",0.333333333,-2.691435368,0.5,0,1.2258,1.0084,3.103834391,2,1,4,0.195228776,-0.975675776701678
326,"609140cea1442672dd2141d7_study6_2023-08-14_17h33.29.125.csv",0.333333333,-2.691435368,0.5,0,0.9889,1.0084,5.103834391,3,0,4,-0.019526981,-0.975675776701678
327,"5aafd9eff69e940001d88bf4_study6_2023-08-14_15h17.37.738.csv",0.666666667,-2.441435368,0.5,0.25,3.9869,1.08605,-0.896165609,1,1,4,1.300466726,0.267798096923532
328,"5aafd9eff69e940001d88bf4_study6_2023-08-14_15h17.37.738.csv",0.666666667,-2.441435368,0.5,0.25,0.6682,1.08605,2.103834391,4,1,4,-0.48571501,0.267798096923532
329,"5aafd9eff69e940001d88bf4_study6_2023-08-14_15h17.37.738.csv",0.666666667,-2.441435368,0.5,0.25,0.384,1.08605,3.103834391,5,1,4,-1.039659987,0.267798096923532
330,"5aafd9eff69e940001d88bf4_study6_2023-08-14_15h17.37.738.csv",0.666666667,-2.441435368,0.5,0.25,1.1516,1.08605,4.103834391,0,1,4,0.058605019,0.267798096923532
331,"5b648251bd56550001bf31fd_study6_2023-08-14_16h13.15.663.csv",0.5,-2.191435368,0.25,0,7.315,0.9107,-0.896165609,0,1,4,2.083468779,-0.353938839889073
332,"5b648251bd56550001bf31fd_study6_2023-08-14_16h13.15.663.csv",0.5,-2.191435368,0.25,0,6.4153,0.9107,1.103834391,7,1,4,1.952227507,-0.353938839889073
333,"5b648251bd56550001bf31fd_study6_2023-08-14_16h13.15.663.csv",0.5,-2.191435368,0.25,0,6.2298,0.9107,3.103834391,2,1,4,1.922885974,-0.353938839889073
335,"5study6_2023-08-14_17h35.30.229.csv",0.166666667,-2.941435368,0.25,0,0.8193,0.919,1.103834391,5,0,4,-0.114835805,-1.59741270978386
336,"5study6_2023-08-14_17h35.30.229.csv",0.166666667,-2.941435368,0.25,0,1.0001,0.919,2.103834391,2,0,4,0.084569152,-1.59741270978386
337,"5study6_2023-08-14_17h35.30.229.csv",0.166666667,-2.941435368,0.25,0,1.015,0.919,4.103834391,0,1,4,0.099357769,-1.59741270978386
338,"5study6_2023-08-14_18h25.13.383.csv",0,-2.191435368,0.25,0,4.4551,0.8338,-0.896165609,1,0,4,1.675811221,-2.21914964659647
339,"5study6_2023-08-14_18h25.13.383.csv",0,-2.191435368,0.25,0,0.8714,0.8338,1.103834391,6,0,4,0.044107548,-2.21914964659647
340,"5study6_2023-08-14_18h25.13.383.csv",0,-2.191435368,0.25,0,0.9723,0.8338,2.103834391,0,0,4,0.153670833,-2.21914964659647
341,"5study6_2023-08-14_18h25.13.383.csv",0,-2.191435368,0.25,0,0.4846,0.8338,3.103834391,2,0,4,-0.542669757,-2.21914964659647
342,"63ed27349738654dde4655ae_study6_2023-08-14_17h33.35.679.csv",0.666666667,-2.441435368,0.5,0.25,0.6073,0.6834,0.103834391,4,1,4,-0.118057437,0.267798096923532
343,"63ed27349738654dde4655ae_study6_2023-08-14_17h33.35.679.csv",0.666666667,-2.441435368,0.5,0.25,0.2845,0.6834,4.103834391,1,1,4,-0.876347086,0.267798096923532
344,"63ed27349738654dde4655ae_study6_2023-08-14_17h33.35.679.csv",0.666666667,-2.441435368,0.5,0.25,0.3414,0.6834,5.103834391,5,1,4,-0.694025529,0.267798096923532
345,"63ed27349738654dde4655ae_study6_2023-08-14_17h33.35.679.csv",0.666666667,-2.441435368,0.5,0.25,0.3768,0.6834,6.103834391,7,1,4,-0.595365797,0.267798096923532
346,"614e2446523bb49af662fb62_study6_2023-08-14_12h09.04.866.csv",0.5,-2.941435368,0.25,0.25,5.323,0.7292,2.103834391,5,0,4,1.98784429,-0.353938839889073
347,"614e2446523bb49af662fb62_study6_2023-08-14_12h09.04.866.csv",0.5,-2.941435368,0.25,0.25,0.4862,0.7292,4.103834391,6,1,4,-0.405327981,-0.353938839889073
348,"614e2446523bb49af662fb62_study6_2023-08-14_12h09.04.866.csv",0.5,-2.941435368,0.25,0.25,2.3757,0.7292,5.103834391,7,1,4,1.181099367,-0.353938839889073
349,"614e2446523bb49af662fb62_study6_2023-08-14_12h09.04.866.csv",0.5,-2.941435368,0.25,0.25,1.8615,0.7292,6.103834391,0,1,4,0.937189851,-0.353938839889073
350,"5study6_2023-08-14_16h13.23.056.csv",0.666666667,-2.441435368,0.5,0.25,1.5071,0.76845,1.103834391,7,1,4,0.673567054,0.267798096923532
351,"5study6_2023-08-14_16h13.23.056.csv",0.666666667,-2.441435368,0.5,0.25,0.4757,0.76845,2.103834391,4,1,4,-0.479588096,0.267798096923532
352,"5study6_2023-08-14_16h13.23.056.csv",0.666666667,-2.441435368,0.5,0.25,0.6513,0.76845,4.103834391,2,1,4,-0.165405134,0.267798096923532
353,"5study6_2023-08-14_16h13.23.056.csv",0.666666667,-2.441435368,0.5,0.25,1.185,0.76845,5.103834391,3,1,4,0.433122555,0.267798096923532
354,"63d196c147d1f420690e5b87_study6_2023-08-18_01h08.31.061.csv",0.333333333,-2.691435368,0.25,0,4.2667,0.8573,-0.896165609,3,1,4,1.604808058,-0.975675776701678
355,"63d196c147d1f420690e5b87_study6_2023-08-18_01h08.31.061.csv",0.333333333,-2.691435368,0.25,0,1.9854,0.8573,1.103834391,7,0,4,0.839787768,-0.975675776701678
356,"63d196c147d1f420690e5b87_study6_2023-08-18_01h08.31.061.csv",0.333333333,-2.691435368,0.25,0,0.8003,0.8573,4.103834391,2,1,4,-0.068801258,-0.975675776701678
357,"63d196c147d1f420690e5b87_study6_2023-08-18_01h08.31.061.csv",0.333333333,-2.691435368,0.25,0,1.5026,0.8573,5.103834391,4,0,4,0.561164304,-0.975675776701678
358,"62f3b543dce069211e8e982c_study6_2023-08-14_17h41.48.779.csv",0.333333333,-2.441435368,0.25,0,1.1419,0.9003,0.103834391,5,0,4,0.23772078,-0.975675776701678
359,"62f3b543dce069211e8e982c_study6_2023-08-14_17h41.48.779.csv",0.333333333,-2.441435368,0.25,0,0.7707,0.9003,3.103834391,3,0,4,-0.155428848,-0.975675776701678
360,"62f3b543dce069211e8e982c_study6_2023-08-14_17h41.48.779.csv",0.333333333,-2.441435368,0.25,0,0.8524,0.9003,4.103834391,4,1,4,-0.054672141,-0.975675776701678
361,"62f3b543dce069211e8e982c_study6_2023-08-14_17h41.48.779.csv",0.333333333,-2.441435368,0.25,0,1.7076,0.9003,5.103834391,7,1,4,0.640116114,-0.975675776701678
362,"55da1c4669dbc30010b67569_study6_2023-08-14_18h05.01.462.csv",0,-2.441435368,0.5,0.25,1.1511,0.8839,0.103834391,5,0,4,0.264129352,-2.21914964659647
363,"55da1c4669dbc30010b67569_study6_2023-08-14_18h05.01.462.csv",0,-2.441435368,0.5,0.25,1.4027,0.8839,1.103834391,0,0,4,0.461810296,-2.21914964659647
364,"55da1c4669dbc30010b67569_study6_2023-08-14_18h05.01.462.csv",0,-2.441435368,0.5,0.25,1.7735,0.8839,3.103834391,1,0,4,0.69636634,-2.21914964659647
365,"55da1c4669dbc30010b67569_study6_2023-08-14_18h05.01.462.csv",0,-2.441435368,0.5,0.25,0.8914,0.8839,6.103834391,4,0,4,0.008449326,-2.21914964659647
366,"5study6_2023-08-14_17h32.13.327.csv",0.166666667,-2.441435368,0.5,0,1.1041,0.6859,0.103834391,4,0,4,0.476053958,-1.59741270978386
367,"5study6_2023-08-14_17h32.13.327.csv",0.166666667,-2.441435368,0.5,0,1.0754,0.6859,2.103834391,3,1,4,0.44971612,-1.59741270978386
368,"5study6_2023-08-14_17h32.13.327.csv",0.166666667,-2.441435368,0.5,0,3.0949,0.6859,3.103834391,6,0,4,1.50677903,-1.59741270978386
369,"5study6_2023-08-14_17h32.13.327.csv",0.166666667,-2.441435368,0.5,0,0.7708,0.6859,6.103834391,1,0,4,0.116697092,-1.59741270978386
370,"644e757b60476ac7d5a7717a_study6_2023-08-14_11h43.28.021.csv",0,-2.441435368,0.5,0,3.2439,0.95095,-0.896165609,2,0,4,1.227070104,-2.21914964659647
371,"644e757b60476ac7d5a7717a_study6_2023-08-14_11h43.28.021.csv",0,-2.441435368,0.5,0,0.6577,0.95095,2.103834391,4,0,4,-0.368712585,-2.21914964659647
372,"644e757b60476ac7d5a7717a_study6_2023-08-14_11h43.28.021.csv",0,-2.441435368,0.5,0,1.7069,0.95095,4.103834391,7,0,4,0.584972654,-2.21914964659647
373,"644e757b60476ac7d5a7717a_study6_2023-08-14_11h43.28.021.csv",0,-2.441435368,0.5,0,2.058,0.95095,6.103834391,0,0,4,0.772028431,-2.21914964659647
374,"5study6_2023-08-17_19h08.56.829.csv",0.333333333,-2.191435368,0.25,0,2.407,0.847,-0.896165609,2,0,4,1.044435743,-0.975675776701678
375,"5study6_2023-08-17_19h08.56.829.csv",0.333333333,-2.191435368,0.25,0,1.888,0.847,0.103834391,0,1,4,0.801572652,-0.975675776701678
376,"5study6_2023-08-17_19h08.56.829.csv",0.333333333,-2.191435368,0.25,0,1.458,0.847,4.103834391,7,0,4,0.543120218,-0.975675776701678
377,"5study6_2023-08-17_19h08.56.829.csv",0.333333333,-2.191435368,0.25,0,1.229,0.847,6.103834391,4,1,4,0.372255415,-0.975675776701678
378,"56ce42d9465e580006846f57_study6_2023-08-14_15h13.17.694.csv",0.666666667,-2.441435368,0.5,0,3.1203,0.7201,-0.896165609,0,1,4,1.466294339,0.267798096923532
379,"56ce42d9465e580006846f57_study6_2023-08-14_15h13.17.694.csv",0.666666667,-2.441435368,0.5,0,2.4843,0.7201,1.103834391,7,1,4,1.238356117,0.267798096923532
380,"56ce42d9465e580006846f57_study6_2023-08-14_15h13.17.694.csv",0.666666667,-2.441435368,0.5,0,0.9902,0.7201,4.103834391,3,1,4,0.318516852,0.267798096923532
381,"56ce42d9465e580006846f57_study6_2023-08-14_15h13.17.694.csv",0.666666667,-2.441435368,0.5,0,0.7364,0.7201,5.103834391,5,1,4,0.022383358,0.267798096923532
382,"5Bee_study6_2023-08-14_12h49.38.721.csv",0.5,-2.441435368,0.5,0,1.2341,0.73,0.103834391,4,1,4,0.525052704,-0.353938839889073
383,"5Bee_study6_2023-08-14_12h49.38.721.csv",0.5,-2.441435368,0.5,0,0.7023,0.73,2.103834391,3,1,4,-0.038683871,-0.353938839889073
384,"5Bee_study6_2023-08-14_12h49.38.721.csv",0.5,-2.441435368,0.5,0,0.6501,0.73,3.103834391,5,1,4,-0.115918337,-0.353938839889073
385,"5Bee_study6_2023-08-14_12h49.38.721.csv",0.5,-2.441435368,0.5,0,1.151,0.73,5.103834391,1,0,4,0.455341875,-0.353938839889073
386,"5c3b70640eaa0100018ea877_study6_2023-08-17_20h08.23.247.csv",0.666666667,-2.691435368,0.25,0,0.631,1.223,1.103834391,5,1,4,-0.661756273,0.267798096923532
387,"5c3b70640eaa0100018ea877_study6_2023-08-17_20h08.23.247.csv",0.666666667,-2.691435368,0.25,0,1.624,1.223,2.103834391,6,1,4,0.283585385,0.267798096923532
388,"5c3b70640eaa0100018ea877_study6_2023-08-17_20h08.23.247.csv",0.666666667,-2.691435368,0.25,0,0.913,1.223,4.103834391,0,1,4,-0.292326255,0.267798096923532
389,"5c3b70640eaa0100018ea877_study6_2023-08-17_20h08.23.247.csv",0.666666667,-2.691435368,0.25,0,1.371,1.223,5.103834391,3,1,4,0.114233544,0.267798096923532
390,"5study6_2023-08-14_15h13.08.651.csv",0.166666667,-2.691435368,0.25,0,2.0288,0.8466,0.103834391,6,0,4,0.873971436,-1.59741270978386
391,"5study6_2023-08-14_15h13.08.651.csv",0.166666667,-2.691435368,0.25,0,0.2846,0.8466,2.103834391,0,0,4,-1.090143642,-1.59741270978386
392,"5study6_2023-08-14_15h13.08.651.csv",0.166666667,-2.691435368,0.25,0,1.353,0.8466,5.103834391,5,0,4,0.4688513,-1.59741270978386
393,"5study6_2023-08-14_15h13.08.651.csv",0.166666667,-2.691435368,0.25,0,0.3985,0.8466,6.103834391,1,1,4,-0.75352083,-1.59741270978386
394,"6483648c280beabafcb3797e_study6_2023-08-14_17h35.17.544.csv",0.5,-2.691435368,0.5,0.25,3.0055,0.887,0.103834391,6,1,4,1.22035424,-0.353938839889073
395,"6483648c280beabafcb3797e_study6_2023-08-14_17h35.17.544.csv",0.5,-2.691435368,0.5,0.25,0.6225,0.887,2.103834391,2,1,4,-0.354101354,-0.353938839889073
396,"6483648c280beabafcb3797e_study6_2023-08-14_17h35.17.544.csv",0.5,-2.691435368,0.5,0.25,0.7105,0.887,5.103834391,4,1,4,-0.221876035,-0.353938839889073
397,"6483648c280beabafcb3797e_study6_2023-08-14_17h35.17.544.csv",0.5,-2.691435368,0.5,0.25,0.3854,0.887,6.103834391,0,0,4,-0.833563226,-0.353938839889073
398,"61237068bc84f5037bd32443_study6_2023-08-14_19h33.06.044.csv",0.666666667,-2.941435368,0.25,0,1.4315,0.85375,0.103834391,4,1,4,0.516839714,0.267798096923532
399,"61237068bc84f5037bd32443_study6_2023-08-14_19h33.06.044.csv",0.666666667,-2.941435368,0.25,0,1.0545,0.85375,2.103834391,2,1,4,0.211183589,0.267798096923532
400,"61237068bc84f5037bd32443_study6_2023-08-14_19h33.06.044.csv",0.666666667,-2.941435368,0.25,0,2.9734,0.85375,3.103834391,7,1,4,1.247822947,0.267798096923532
401,"61237068bc84f5037bd32443_study6_2023-08-14_19h33.06.044.csv",0.666666667,-2.941435368,0.25,0,0.5352,0.85375,6.103834391,3,1,4,-0.466997902,0.267798096923532
402,"5study6_2023-08-14_15h18.10.842.csv",0.666666667,-2.691435368,0.25,0,2.9022,0.9802,1.103834391,4,1,4,1.085467717,0.267798096923532
403,"5study6_2023-08-14_15h18.10.842.csv",0.666666667,-2.691435368,0.25,0,2.9278,0.9802,4.103834391,5,1,4,1.094249934,0.267798096923532
404,"5study6_2023-08-14_15h18.10.842.csv",0.666666667,-2.691435368,0.25,0,1.5047,0.9802,5.103834391,0,1,4,0.428592189,0.267798096923532
405,"5study6_2023-08-14_15h18.10.842.csv",0.666666667,-2.691435368,0.25,0,1.7999,0.9802,6.103834391,6,1,4,0.607729754,0.267798096923532
406,"63ea5f39871e9fdef021a53d_study6_2023-08-14_16h06.25.068.csv",0.333333333,-2.441435368,0.5,0,6.2381,0.81625,-0.896165609,0,1,4,2.033710247,-0.975675776701678
407,"63ea5f39871e9fdef021a53d_study6_2023-08-14_16h06.25.068.csv",0.333333333,-2.441435368,0.5,0,1.3181,0.81625,2.103834391,4,1,4,0.479225904,-0.975675776701678
408,"63ea5f39871e9fdef021a53d_study6_2023-08-14_16h06.25.068.csv",0.333333333,-2.441435368,0.5,0,1.0519,0.81625,3.103834391,5,0,4,0.253632651,-0.975675776701678
409,"63ea5f39871e9fdef021a53d_study6_2023-08-14_16h06.25.068.csv",0.333333333,-2.441435368,0.5,0,0.7512,0.81625,5.103834391,3,0,4,-0.083048753,-0.975675776701678
410,"63052f20afc39e87110eb83e_study6_2023-08-14_12h38.59.035.csv",0.666666667,-2.441435368,0.5,0.25,3.1166,1.0576,0.103834391,4,1,4,1.080740474,0.267798096923532
411,"63052f20afc39e87110eb83e_study6_2023-08-14_12h38.59.035.csv",0.666666667,-2.441435368,0.5,0.25,4.5053,1.0576,1.103834391,3,1,4,1.449252291,0.267798096923532
412,"63052f20afc39e87110eb83e_study6_2023-08-14_12h38.59.035.csv",0.666666667,-2.441435368,0.5,0.25,3.3876,1.0576,2.103834391,2,1,4,1.164119516,0.267798096923532
413,"63052f20afc39e87110eb83e_study6_2023-08-14_12h38.59.035.csv",0.666666667,-2.441435368,0.5,0.25,4.1811,1.0576,3.103834391,0,1,4,1.37457218,0.267798096923532
414,"5b2bcfb51835660001cc6751_study6_2023-08-14_20h17.28.155.csv",0.333333333,-2.441435368,0.5,0,0.283,1.209,1.103834391,4,0,4,-1.452101953,-0.975675776701678
415,"5b2bcfb51835660001cc6751_study6_2023-08-14_20h17.28.155.csv",0.333333333,-2.441435368,0.5,0,1.218,1.209,2.103834391,7,1,4,0.007416598,-0.975675776701678
416,"5b2bcfb51835660001cc6751_study6_2023-08-14_20h17.28.155.csv",0.333333333,-2.441435368,0.5,0,1.605,1.209,4.103834391,2,0,4,0.283330185,-0.975675776701678
417,"5b2bcfb51835660001cc6751_study6_2023-08-14_20h17.28.155.csv",0.333333333,-2.441435368,0.5,0,1.115,1.209,5.103834391,3,1,4,-0.080939167,-0.975675776701678
418,"63a439dbbbc878947742d7f7_study6_2023-08-14_12h12.42.182.csv",0.166666667,-2.691435368,0.5,0,0.3357,0.7417,1.103834391,5,0,4,-0.792726945,-1.59741270978386
419,"63a439dbbbc878947742d7f7_study6_2023-08-14_12h12.42.182.csv",0.166666667,-2.691435368,0.5,0,0.3296,0.7417,3.103834391,6,1,4,-0.811065051,-1.59741270978386
420,"63a439dbbbc878947742d7f7_study6_2023-08-14_12h12.42.182.csv",0.166666667,-2.691435368,0.5,0,0.2849,0.7417,4.103834391,3,0,4,-0.956806607,-1.59741270978386
421,"63a439dbbbc878947742d7f7_study6_2023-08-14_12h12.42.182.csv",0.166666667,-2.691435368,0.5,0,0.2605,0.7417,5.103834391,7,0,4,-1.046341988,-1.59741270978386
422,"63d69e4d6648b39324fdf0ad_study6_2023-08-17_20h13.24.744.csv",0.166666667,-2.191435368,0.25,0,2.268,0.7557,-0.896165609,2,0,4,1.099009193,-1.59741270978386
423,"63d69e4d6648b39324fdf0ad_study6_2023-08-17_20h13.24.744.csv",0.166666667,-2.191435368,0.25,0,0.718,0.7557,3.103834391,4,1,4,-0.051174903,-1.59741270978386
424,"63d69e4d6648b39324fdf0ad_study6_2023-08-17_20h13.24.744.csv",0.166666667,-2.191435368,0.25,0,1.1765,0.7557,5.103834391,6,0,4,0.442654736,-1.59741270978386
425,"63d69e4d6648b39324fdf0ad_study6_2023-08-17_20h13.24.744.csv",0.166666667,-2.191435368,0.25,0,1.1521,0.7557,6.103834391,7,0,4,0.421697171,-1.59741270978386
426,"5beecf340431f3000193c926_study6_2023-08-14_15h13.42.422.csv",0.333333333,-2.441435368,0.5,0,1.887,0.8695,0.103834391,4,0,4,0.774825212,-0.975675776701678
427,"5beecf340431f3000193c926_study6_2023-08-14_15h13.42.422.csv",0.333333333,-2.441435368,0.5,0,1.001,0.8695,1.103834391,3,1,4,0.140836446,-0.975675776701678
428,"5beecf340431f3000193c926_study6_2023-08-14_15h13.42.422.csv",0.333333333,-2.441435368,0.5,0,0.933,0.8695,4.103834391,1,1,4,0.070486867,-0.975675776701678
429,"5beecf340431f3000193c926_study6_2023-08-14_15h13.42.422.csv",0.333333333,-2.441435368,0.5,0,1.101,0.8695,6.103834391,5,0,4,0.236055803,-0.975675776701678
430,"5study6_2023-08-14_17h34.42.363.csv",0.5,-2.441435368,0.5,0.25,1.9181,0.6328,-0.896165609,1,0,4,1.108935975,-0.353938839889073
431,"5study6_2023-08-14_17h34.42.363.csv",0.5,-2.441435368,0.5,0.25,0.6028,0.6328,0.103834391,2,1,4,-0.04856895,-0.353938839889073
432,"5study6_2023-08-14_17h34.42.363.csv",0.5,-2.441435368,0.5,0.25,0.1881,0.6328,1.103834391,0,1,4,-1.21318068,-0.353938839889073
433,"5study6_2023-08-14_17h34.42.363.csv",0.5,-2.441435368,0.5,0.25,0.5429,0.6328,5.103834391,4,1,4,-0.153229276,-0.353938839889073
434,"5study6_2023-08-14_08h21.38.177.csv",0.5,-2.441435368,0.5,0.25,2.217,0.734,-0.896165609,2,1,4,1.105401181,-0.353938839889073
435,"5study6_2023-08-14_08h21.38.177.csv",0.5,-2.441435368,0.5,0.25,2.486,0.734,2.103834391,4,1,4,1.219921243,-0.353938839889073
436,"5study6_2023-08-14_08h21.38.177.csv",0.5,-2.441435368,0.5,0.25,2.882,0.734,4.103834391,7,1,4,1.367730748,-0.353938839889073
437,"5study6_2023-08-14_08h21.38.177.csv",0.5,-2.441435368,0.5,0.25,1.152,0.734,5.103834391,3,0,4,0.450745813,-0.353938839889073
438,"5Mir_study6_2023-08-14_13h13.21.451.csv",0.666666667,-2.691435368,0.5,0.25,4.8193,0.857,-0.896165609,2,1,4,1.72694605,0.267798096923532
439,"5Mir_study6_2023-08-14_13h13.21.451.csv",0.666666667,-2.691435368,0.5,0.25,0.5755,0.857,0.103834391,0,1,4,-0.39819869,0.267798096923532
440,"5Mir_study6_2023-08-14_13h13.21.451.csv",0.666666667,-2.691435368,0.5,0.25,0.9033,0.857,3.103834391,4,1,4,0.052616806,0.267798096923532
441,"5Mir_study6_2023-08-14_13h13.21.451.csv",0.666666667,-2.691435368,0.5,0.25,0.7699,0.857,6.103834391,5,1,4,-0.107177282,0.267798096923532
442,"61486056bf28edc17582494b_study5_pr_2_2023-06-22_14h49.19.950.csv",0.5,0.5,1,1,4.7885,0.6016,1,2,0,2,2.074379716,-0.353938839889073
443,"61486056bf28edc17582494b_study5_pr_2_2023-06-22_14h49.19.950.csv",0.5,0.5,1,1,1.4692,0.6016,2,0,1,2,0.892880541,-0.353938839889073
444,"61486056bf28edc17582494b_study5_pr_2_2023-06-22_14h49.19.950.csv",0.5,0.5,1,1,6.6574,0.6016,3,1,0,2,2.403891524,-0.353938839889073
