"X","sub","pr_raw","bias_highbaserate","pre_map_change","post_map_change","rt_planning_pr","median_RT_actionselection","trial_num","planning_q","PR_individual_answers","experiment","log_rt_planning","PR"
141,"5f1bf7bb9f48184274051108_study2_2022-11-23_09h51.40.832.csv",0.666666667,-2.191435368,0.75,0.25,0.7082,0.9836,3.103834391,1,1,1,-0.328492771,0.267798096923532
142,"5f1bf7bb9f48184274051108_study2_2022-11-23_09h51.40.832.csv",0.666666667,-2.191435368,0.75,0.25,0.588,0.9836,6.103834391,1,1,1,-0.514492362,0.267798096923532
143,"5f1bf7bb9f48184274051108_study2_2022-11-23_09h51.40.832.csv",0.666666667,-2.191435368,0.75,0.25,1.1348,0.9836,7.103834391,1,0,1,0.142992393,0.267798096923532
144,"60b8db5feb283b86cce8de9f_study2_2022-11-23_11h56.57.014.csv",0.5,-2.191435368,0.75,0.25,1.1589,0.852,-0.896165609,1,0,1,0.307640032,-0.353938839889073
145,"60b8db5feb283b86cce8de9f_study2_2022-11-23_11h56.57.014.csv",0.5,-2.191435368,0.75,0.25,0.8678,0.852,0.103834391,1,1,1,0.018374747,-0.353938839889073
146,"60b8db5feb283b86cce8de9f_study2_2022-11-23_11h56.57.014.csv",0.5,-2.191435368,0.75,0.25,0.6747,0.852,1.103834391,1,1,1,-0.233318379,-0.353938839889073
147,"60b8db5feb283b86cce8de9f_study2_2022-11-23_11h56.57.014.csv",0.5,-2.191435368,0.75,0.25,0.5844,0.852,2.103834391,1,1,1,-0.377000847,-0.353938839889073
148,"60b8db5feb283b86cce8de9f_study2_2022-11-23_11h56.57.014.csv",0.5,-2.191435368,0.75,0.25,0.8685,0.852,3.103834391,1,0,1,0.019181059,-0.353938839889073
149,"60b8db5feb283b86cce8de9f_study2_2022-11-23_11h56.57.014.csv",0.5,-2.191435368,0.75,0.25,1.0836,0.852,7.103834391,1,0,1,0.240457583,-0.353938839889073
150,"5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv",0.333333333,-2.191435368,0.25,0.5,3.4157,0.99385,-0.896165609,1,1,1,1.234551439,-0.975675776701678
151,"5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv",0.333333333,-2.191435368,0.25,0.5,1.5589,0.99385,0.103834391,1,0,1,0.450149433,-0.975675776701678
152,"5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv",0.333333333,-2.191435368,0.25,0.5,0.6898,0.99385,1.103834391,1,0,1,-0.365184589,-0.975675776701678
153,"5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv",0.333333333,-2.191435368,0.25,0.5,0.6836,0.99385,5.103834391,1,1,1,-0.374213339,-0.975675776701678
154,"5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv",0.333333333,-2.191435368,0.25,0.5,0.6171,0.99385,7.103834391,1,0,1,-0.476555205,-0.975675776701678
155,"5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv",0.333333333,-2.191435368,0.25,0.5,0.6736,0.99385,8.103834391,1,0,1,-0.388949827,-0.975675776701678
156,"5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv",0,-2.441435368,1,1,9.4198,0.4025,-0.896165609,1,0,1,3.152874039,-2.21914964659647
157,"5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv",0,-2.441435368,1,1,1.7758,0.4025,0.103834391,1,0,1,1.484311208,-2.21914964659647
158,"5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv",0,-2.441435368,1,1,0.9019,0.4025,1.103834391,1,0,1,0.806808552,-2.21914964659647
159,"5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv",0,-2.441435368,1,1,0.8688,0.4025,2.103834391,1,0,1,0.769417852,-2.21914964659647
160,"5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv",0,-2.441435368,1,1,0.772,0.4025,5.103834391,1,0,1,0.651289453,-2.21914964659647
161,"5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv",0,-2.441435368,1,1,1.5092,0.4025,8.103834391,1,0,1,1.321639891,-2.21914964659647
162,"5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv",1,-2.441435368,1,0.5,3.282,0.9235,-0.896165609,1,1,1,1.268037472,1.51127196681832
163,"5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv",1,-2.441435368,1,0.5,0.587,0.9235,2.103834391,1,1,1,-0.45314598,1.51127196681832
164,"5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv",1,-2.441435368,1,0.5,0.56,0.9235,3.103834391,1,1,1,-0.500234016,1.51127196681832
165,"5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv",1,-2.441435368,1,0.5,0.619,0.9235,4.103834391,1,1,1,-0.400065527,1.51127196681832
166,"5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv",1,-2.441435368,1,0.5,0.686,0.9235,6.103834391,1,1,1,-0.297293172,1.51127196681832
167,"5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv",1,-2.441435368,1,0.5,0.357,0.9235,8.103834391,1,1,1,-0.950435018,1.51127196681832
168,"5Loredana_study2_2022-11-23_10h54.43.783.csv",0.333333333,-2.441435368,1,0.5,1.0003,0.2668,1.103834391,1,1,1,1.32155592,-0.975675776701678
169,"5Loredana_study2_2022-11-23_10h54.43.783.csv",0.333333333,-2.441435368,1,0.5,1.6836,0.2668,2.103834391,1,0,1,1.842190323,-0.975675776701678
170,"5Loredana_study2_2022-11-23_10h54.43.783.csv",0.333333333,-2.441435368,1,0.5,0.4495,0.2668,3.103834391,1,0,1,0.52163654,-0.975675776701678
171,"5Loredana_study2_2022-11-23_10h54.43.783.csv",0.333333333,-2.441435368,1,0.5,0.6003,0.2668,6.103834391,1,0,1,0.810930216,-0.975675776701678
172,"5Loredana_study2_2022-11-23_10h54.43.783.csv",0.333333333,-2.441435368,1,0.5,0.3335,0.2668,7.103834391,1,0,1,0.223143551,-0.975675776701678
173,"5Loredana_study2_2022-11-23_10h54.43.783.csv",0.333333333,-2.441435368,1,0.5,0.7248,0.2668,8.103834391,1,1,1,0.999396441,-0.975675776701678
174,"60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv",0.833333333,-2.441435368,1,0.5,1.502,0.369,0.103834391,1,1,1,1.403756188,0.889535030005716
175,"60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv",0.833333333,-2.441435368,1,0.5,0.502,0.369,2.103834391,1,1,1,0.307803476,0.889535030005716
176,"60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv",0.833333333,-2.441435368,1,0.5,1.618,0.369,3.103834391,1,0,1,1.478149454,0.889535030005716
177,"60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv",0.833333333,-2.441435368,1,0.5,0.552,0.369,4.103834391,1,1,1,0.402751402,0.889535030005716
178,"60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv",0.833333333,-2.441435368,1,0.5,0.418,0.369,5.103834391,1,1,1,0.124684788,0.889535030005716
179,"60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv",0.833333333,-2.441435368,1,0.5,0.418,0.369,7.103834391,1,1,1,0.124684788,0.889535030005716
180,"617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv",0.5,-2.441435368,1,1,5.1065,0.6209,-0.896165609,1,1,1,2.107099479,-0.353938839889073
181,"617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv",0.5,-2.441435368,1,1,1.0064,0.6209,2.103834391,1,1,1,0.482964848,-0.353938839889073
182,"617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv",0.5,-2.441435368,1,1,3.4747,0.6209,4.103834391,1,0,1,1.722093385,-0.353938839889073
183,"617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv",0.5,-2.441435368,1,1,1.8963,0.6209,5.103834391,1,0,1,1.11648986,-0.353938839889073
184,"617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv",0.5,-2.441435368,1,1,1.1548,0.6209,7.103834391,1,1,1,0.620512409,-0.353938839889073
185,"617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv",0.5,-2.441435368,1,1,1.6437,0.6209,8.103834391,1,0,1,0.973535039,-0.353938839889073
186,"5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv",1,-2.191435368,0.75,0.25,7.2356,1.15495,-0.896165609,1,1,1,1.834956234,1.51127196681832
187,"5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv",1,-2.191435368,0.75,0.25,1.2589,1.15495,0.103834391,1,1,1,0.086181271,1.51127196681832
188,"5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv",1,-2.191435368,0.75,0.25,0.5639,1.15495,1.103834391,1,1,1,-0.716935401,1.51127196681832
189,"5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv",1,-2.191435368,0.75,0.25,0.5022,1.15495,2.103834391,1,1,1,-0.832813885,1.51127196681832
190,"5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv",1,-2.191435368,0.75,0.25,0.5693,1.15495,3.103834391,1,1,1,-0.707404796,1.51127196681832
191,"5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv",1,-2.191435368,0.75,0.25,0.7678,1.15495,8.103834391,1,1,1,-0.408283049,1.51127196681832
192,"5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv",0,-2.441435368,1,1,1.1577,0.83885,-0.896165609,1,0,1,0.322158651,-2.21914964659647
193,"5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv",0,-2.441435368,1,1,0.8189,0.83885,0.103834391,1,0,1,-0.02406993,-2.21914964659647
194,"5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv",0,-2.441435368,1,1,0.6331,0.83885,1.103834391,1,0,1,-0.281403519,-2.21914964659647
195,"5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv",0,-2.441435368,1,1,0.8987,0.83885,5.103834391,1,0,1,0.068917368,-2.21914964659647
196,"5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv",0,-2.441435368,1,1,0.4648,0.83885,6.103834391,1,0,1,-0.590424701,-2.21914964659647
197,"5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv",0,-2.441435368,1,1,0.36,0.83885,7.103834391,1,0,1,-0.845927875,-2.21914964659647
198,"5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv",0.666666667,-2.441435368,1,0,2.393,0.3945,2.103834391,1,0,1,1.802683948,0.267798096923532
199,"5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv",0.666666667,-2.441435368,1,0,4.097,0.3945,3.103834391,1,1,1,2.340391137,0.267798096923532
200,"5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv",0.666666667,-2.441435368,1,0,0.902,0.3945,4.103834391,1,1,1,0.82699538,0.267798096923532
201,"5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv",0.666666667,-2.441435368,1,0,0.788,0.3945,5.103834391,1,1,1,0.69187895,0.267798096923532
202,"5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv",0.666666667,-2.441435368,1,0,0.762,0.3945,6.103834391,1,1,1,0.658327415,0.267798096923532
203,"5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv",0.666666667,-2.441435368,1,0,0.581,0.3945,8.103834391,1,0,1,0.387131617,0.267798096923532
204,"601af58d7a38a0411f4605c9_study2_2022-11-23_10h51.30.419.csv",0.666666667,-2.441435368,1,0.5,1.8581,0.2314,-0.896165609,1,1,1,2.083161924,0.267798096923532
205,"601af58d7a38a0411f4605c9_study2_2022-11-23_10h51.30.419.csv",0.666666667,-2.441435368,1,0.5,1.7421,0.2314,1.103834391,1,0,1,2.018698746,0.267798096923532
206,"601af58d7a38a0411f4605c9_study2_2022-11-23_10h51.30.419.csv",0.666666667,-2.441435368,1,0.5,0.3274,0.2314,2.103834391,1,1,1,0.34703485,0.267798096923532
207,"601af58d7a38a0411f4605c9_study2_2022-11-23_10h51.30.419.csv",0.666666667,-2.441435368,1,0.5,0.462,0.2314,3.103834391,1,1,1,0.691417076,0.267798096923532
208,"601af58d7a38a0411f4605c9_study2_2022-11-23_10h51.30.419.csv",0.666666667,-2.441435368,1,0.5,0.3977,0.2314,6.103834391,1,1,1,0.541550137,0.267798096923532
209,"601af58d7a38a0411f4605c9_study2_2022-11-23_10h51.30.419.csv",0.666666667,-2.441435368,1,0.5,0.346,0.2314,7.103834391,1,0,1,0.40229096,0.267798096923532
210,"5df2235d5a34251266ea645e_study2_2022-11-23_11h39.52.089.csv",0.833333333,-2.441435368,1,1,1.0513,0.7965,0.103834391,1,0,1,0.277555643,0.889535030005716
211,"5df2235d5a34251266ea645e_study2_2022-11-23_11h39.52.089.csv",0.833333333,-2.441435368,1,1,0.7872,0.7965,1.103834391,1,1,1,-0.011744784,0.889535030005716
212,"5df2235d5a34251266ea645e_study2_2022-11-23_11h39.52.089.csv",0.833333333,-2.441435368,1,1,0.5012,0.7965,2.103834391,1,1,1,-0.463221906,0.889535030005716
213,"5df2235d5a34251266ea645e_study2_2022-11-23_11h39.52.089.csv",0.833333333,-2.441435368,1,1,0.9406,0.7965,4.103834391,1,1,1,0.16629084,0.889535030005716
214,"5df2235d5a34251266ea645e_study2_2022-11-23_11h39.52.089.csv",0.833333333,-2.441435368,1,1,3.993,0.7965,6.103834391,1,1,1,1.612070978,0.889535030005716
215,"5df2235d5a34251266ea645e_study2_2022-11-23_11h39.52.089.csv",0.833333333,-2.441435368,1,1,0.81,0.7965,8.103834391,1,1,1,0.016807118,0.889535030005716
216,"5PARTICIPANT_study2_2022-11-23_11h51.47.768.csv",0.666666667,-2.191435368,0.75,0.25,17.6542,1.2132,0.103834391,1,0,1,2.677712219,0.267798096923532
217,"5PARTICIPANT_study2_2022-11-23_11h51.47.768.csv",0.666666667,-2.191435368,0.75,0.25,13.6105,1.2132,1.103834391,1,1,1,2.417580057,0.267798096923532
218,"5PARTICIPANT_study2_2022-11-23_11h51.47.768.csv",0.666666667,-2.191435368,0.75,0.25,14.5862,1.2132,4.103834391,1,1,1,2.486814379,0.267798096923532
219,"5PARTICIPANT_study2_2022-11-23_11h51.47.768.csv",0.666666667,-2.191435368,0.75,0.25,26.0144,1.2132,5.103834391,1,0,1,3.065388734,0.267798096923532
220,"5PARTICIPANT_study2_2022-11-23_11h51.47.768.csv",0.666666667,-2.191435368,0.75,0.25,5.8394,1.2132,6.103834391,1,1,1,1.571366555,0.267798096923532
221,"5PARTICIPANT_study2_2022-11-23_11h51.47.768.csv",0.666666667,-2.191435368,0.75,0.25,7.8784,1.2132,7.103834391,1,1,1,1.870863341,0.267798096923532
222,"609568823ff056b77e565445_study2_2022-11-22_13h59.57.028.csv",0.666666667,-2.441435368,1,0,0.9864,0.7171,0.103834391,1,1,1,0.318846651,0.267798096923532
223,"609568823ff056b77e565445_study2_2022-11-22_13h59.57.028.csv",0.666666667,-2.441435368,1,0,0.4176,0.7171,2.103834391,1,1,1,-0.540691264,0.267798096923532
224,"609568823ff056b77e565445_study2_2022-11-22_13h59.57.028.csv",0.666666667,-2.441435368,1,0,0.4079,0.7171,3.103834391,1,0,1,-0.564193255,0.267798096923532
225,"609568823ff056b77e565445_study2_2022-11-22_13h59.57.028.csv",0.666666667,-2.441435368,1,0,0.4656,0.7171,6.103834391,1,1,1,-0.431888404,0.267798096923532
226,"609568823ff056b77e565445_study2_2022-11-22_13h59.57.028.csv",0.666666667,-2.441435368,1,0,0.3004,0.7171,7.103834391,1,1,1,-0.870100381,0.267798096923532
227,"609568823ff056b77e565445_study2_2022-11-22_13h59.57.028.csv",0.666666667,-2.441435368,1,0,0.2893,0.7171,8.103834391,1,0,1,-0.907751089,0.267798096923532
228,"5db1bba0e20f58000b8717f6_study2_2022-11-23_11h57.41.157.csv",0.333333333,-2.441435368,0.5,0.25,2.1059,0.9876,-0.896165609,1,0,1,0.757220451,-0.975675776701678
229,"5db1bba0e20f58000b8717f6_study2_2022-11-23_11h57.41.157.csv",0.333333333,-2.441435368,0.5,0.25,0.754,0.9876,1.103834391,1,0,1,-0.269885389,-0.975675776701678
230,"5db1bba0e20f58000b8717f6_study2_2022-11-23_11h57.41.157.csv",0.333333333,-2.441435368,0.5,0.25,1.4558,0.9876,2.103834391,1,0,1,0.388033099,-0.975675776701678
231,"5db1bba0e20f58000b8717f6_study2_2022-11-23_11h57.41.157.csv",0.333333333,-2.441435368,0.5,0.25,1.5738,0.9876,3.103834391,1,0,1,0.465970599,-0.975675776701678
232,"5db1bba0e20f58000b8717f6_study2_2022-11-23_11h57.41.157.csv",0.333333333,-2.441435368,0.5,0.25,1.6338,0.9876,5.103834391,1,1,1,0.503386111,-0.975675776701678
233,"5db1bba0e20f58000b8717f6_study2_2022-11-23_11h57.41.157.csv",0.333333333,-2.441435368,0.5,0.25,0.6045,0.9876,7.103834391,1,1,1,-0.490876087,-0.975675776701678
234,"5ea1965fc546e204bb568292_study2_2022-11-23_10h51.08.039.csv",0.333333333,-2.441435368,0.5,0.75,0.6168,0.9517,0.103834391,1,0,1,-0.433705037,-0.975675776701678
235,"5ea1965fc546e204bb568292_study2_2022-11-23_10h51.08.039.csv",0.333333333,-2.441435368,0.5,0.75,0.5537,0.9517,1.103834391,1,0,1,-0.541626835,-0.975675776701678
236,"5ea1965fc546e204bb568292_study2_2022-11-23_10h51.08.039.csv",0.333333333,-2.441435368,0.5,0.75,0.4253,0.9517,3.103834391,1,1,1,-0.805455057,-0.975675776701678
237,"5ea1965fc546e204bb568292_study2_2022-11-23_10h51.08.039.csv",0.333333333,-2.441435368,0.5,0.75,0.5269,0.9517,6.103834391,1,0,1,-0.591239082,-0.975675776701678
238,"5ea1965fc546e204bb568292_study2_2022-11-23_10h51.08.039.csv",0.333333333,-2.441435368,0.5,0.75,0.8665,0.9517,7.103834391,1,0,1,-0.09378775,-0.975675776701678
239,"5ea1965fc546e204bb568292_study2_2022-11-23_10h51.08.039.csv",0.333333333,-2.441435368,0.5,0.75,0.4609,0.9517,8.103834391,1,1,1,-0.725068759,-0.975675776701678
240,"595ceea8dd044900012ce64a_study2_2022-11-23_09h51.24.946.csv",0.333333333,-2.441435368,1,0,1.1336,0.74475,-0.896165609,1,1,1,0.420105097,-0.975675776701678
241,"595ceea8dd044900012ce64a_study2_2022-11-23_09h51.24.946.csv",0.333333333,-2.441435368,1,0,0.7845,0.74475,0.103834391,1,1,1,0.051997981,-0.975675776701678
242,"595ceea8dd044900012ce64a_study2_2022-11-23_09h51.24.946.csv",0.333333333,-2.441435368,1,0,0.9881,0.74475,1.103834391,1,0,1,0.282735316,-0.975675776701678
243,"595ceea8dd044900012ce64a_study2_2022-11-23_09h51.24.946.csv",0.333333333,-2.441435368,1,0,0.0553,0.74475,3.103834391,1,0,1,-2.600275683,-0.975675776701678
244,"595ceea8dd044900012ce64a_study2_2022-11-23_09h51.24.946.csv",0.333333333,-2.441435368,1,0,1.3649,0.74475,6.103834391,1,0,1,0.605787853,-0.975675776701678
245,"595ceea8dd044900012ce64a_study2_2022-11-23_09h51.24.946.csv",0.333333333,-2.441435368,1,0,0.64,0.74475,8.103834391,1,0,1,-0.151580415,-0.975675776701678
246,"6165cce4ebbd0d82c75e40fc_study2_2022-11-23_11h53.08.899.csv",0.833333333,-2.441435368,1,0,1.1786,0.3434,0.103834391,1,1,1,1.233186624,0.889535030005716
247,"6165cce4ebbd0d82c75e40fc_study2_2022-11-23_11h53.08.899.csv",0.833333333,-2.441435368,1,0,0.8621,0.3434,1.103834391,1,0,1,0.920475325,0.889535030005716
248,"6165cce4ebbd0d82c75e40fc_study2_2022-11-23_11h53.08.899.csv",0.833333333,-2.441435368,1,0,0.5098,0.3434,3.103834391,1,1,1,0.395122543,0.889535030005716
249,"6165cce4ebbd0d82c75e40fc_study2_2022-11-23_11h53.08.899.csv",0.833333333,-2.441435368,1,0,0.4137,0.3434,5.103834391,1,1,1,0.186245125,0.889535030005716
250,"6165cce4ebbd0d82c75e40fc_study2_2022-11-23_11h53.08.899.csv",0.833333333,-2.441435368,1,0,0.5281,0.3434,6.103834391,1,1,1,0.430389711,0.889535030005716
251,"6165cce4ebbd0d82c75e40fc_study2_2022-11-23_11h53.08.899.csv",0.833333333,-2.441435368,1,0,0.7259,0.3434,8.103834391,1,1,1,0.748516316,0.889535030005716
252,"591a1f4800a5650001276188_study2_2022-11-23_11h03.13.123.csv",0.5,-2.191435368,0.75,1,0.667,0.199,0.103834391,1,1,1,1.209485221,-0.353938839889073
253,"591a1f4800a5650001276188_study2_2022-11-23_11h03.13.123.csv",0.5,-2.191435368,0.75,1,2.741,0.199,1.103834391,1,1,1,2.622773272,-0.353938839889073
254,"591a1f4800a5650001276188_study2_2022-11-23_11h03.13.123.csv",0.5,-2.191435368,0.75,1,0.62,0.199,2.103834391,1,0,1,1.136414653,-0.353938839889073
255,"591a1f4800a5650001276188_study2_2022-11-23_11h03.13.123.csv",0.5,-2.191435368,0.75,1,0.502,0.199,4.103834391,1,0,1,0.925295295,-0.353938839889073
256,"591a1f4800a5650001276188_study2_2022-11-23_11h03.13.123.csv",0.5,-2.191435368,0.75,1,1.771,0.199,5.103834391,1,0,1,2.185994813,-0.353938839889073
257,"591a1f4800a5650001276188_study2_2022-11-23_11h03.13.123.csv",0.5,-2.191435368,0.75,1,0.355,0.199,8.103834391,1,1,1,0.578812965,-0.353938839889073
258,"5PARTICIPANT_study2_2022-11-23_09h51.04.928.csv",0.833333333,-2.441435368,1,0.75,2.3907,1.0677,-0.896165609,1,1,1,0.806079408,0.889535030005716
259,"5PARTICIPANT_study2_2022-11-23_09h51.04.928.csv",0.833333333,-2.441435368,1,0.75,1.3073,1.0677,0.103834391,1,1,1,0.202457139,0.889535030005716
260,"5PARTICIPANT_study2_2022-11-23_09h51.04.928.csv",0.833333333,-2.441435368,1,0.75,1.7011,1.0677,1.103834391,1,1,1,0.465768298,0.889535030005716
261,"5PARTICIPANT_study2_2022-11-23_09h51.04.928.csv",0.833333333,-2.441435368,1,0.75,4.6014,1.0677,4.103834391,1,1,1,1.460853803,0.889535030005716
262,"5PARTICIPANT_study2_2022-11-23_09h51.04.928.csv",0.833333333,-2.441435368,1,0.75,2.3179,1.0677,6.103834391,1,1,1,0.775154801,0.889535030005716
263,"5PARTICIPANT_study2_2022-11-23_09h51.04.928.csv",0.833333333,-2.441435368,1,0.75,1.3672,1.0677,8.103834391,1,0,1,0.247258051,0.889535030005716
264,"63174af7d57182f9bf90c094_study2_2022-11-23_09h51.09.126.csv",0.5,-2.441435368,1,0.25,0.948,0.621,1.103834391,1,1,1,0.42302342,-0.353938839889073
265,"63174af7d57182f9bf90c094_study2_2022-11-23_09h51.09.126.csv",0.5,-2.441435368,1,0.25,0.785,0.621,2.103834391,1,1,1,0.234352636,-0.353938839889073
266,"63174af7d57182f9bf90c094_study2_2022-11-23_09h51.09.126.csv",0.5,-2.441435368,1,0.25,0.991,0.621,3.103834391,1,0,1,0.467383452,-0.353938839889073
267,"63174af7d57182f9bf90c094_study2_2022-11-23_09h51.09.126.csv",0.5,-2.441435368,1,0.25,1.029,0.621,4.103834391,1,0,1,0.505011654,-0.353938839889073
268,"63174af7d57182f9bf90c094_study2_2022-11-23_09h51.09.126.csv",0.5,-2.441435368,1,0.25,0.934,0.621,6.103834391,1,1,1,0.408145356,-0.353938839889073
269,"63174af7d57182f9bf90c094_study2_2022-11-23_09h51.09.126.csv",0.5,-2.441435368,1,0.25,1.375,0.621,7.103834391,1,0,1,0.794877928,-0.353938839889073
270,"5PARTICIPANT_study2_2022-11-23_11h50.53.811.csv",0.666666667,-2.441435368,1,1,2.0064,1.1315,-0.896165609,1,0,1,0.572797885,0.267798096923532
271,"5PARTICIPANT_study2_2022-11-23_11h50.53.811.csv",0.666666667,-2.441435368,1,1,0.1383,1.1315,0.103834391,1,1,1,-2.101874226,0.267798096923532
272,"5PARTICIPANT_study2_2022-11-23_11h50.53.811.csv",0.666666667,-2.441435368,1,1,0.8201,1.1315,1.103834391,1,1,1,-0.321873181,0.267798096923532
273,"5PARTICIPANT_study2_2022-11-23_11h50.53.811.csv",0.666666667,-2.441435368,1,1,2.2759,1.1315,2.103834391,1,1,1,0.698831392,0.267798096923532
274,"5PARTICIPANT_study2_2022-11-23_11h50.53.811.csv",0.666666667,-2.441435368,1,1,0.7682,1.1315,4.103834391,1,0,1,-0.387249349,0.267798096923532
275,"5PARTICIPANT_study2_2022-11-23_11h50.53.811.csv",0.666666667,-2.441435368,1,1,0.1455,1.1315,7.103834391,1,1,1,-2.051123378,0.267798096923532
276,"60a50457d02bfc23c02d4717_study2_2022-11-23_11h52.24.756.csv",0.666666667,-2.441435368,1,1,6.0068,1.0087,-0.896165609,1,1,1,1.784229788,0.267798096923532
277,"60a50457d02bfc23c02d4717_study2_2022-11-23_11h52.24.756.csv",0.666666667,-2.441435368,1,1,3.4056,1.0087,0.103834391,1,0,1,1.216758762,0.267798096923532
278,"60a50457d02bfc23c02d4717_study2_2022-11-23_11h52.24.756.csv",0.666666667,-2.441435368,1,1,0.9541,1.0087,2.103834391,1,1,1,-0.055649164,0.267798096923532
279,"60a50457d02bfc23c02d4717_study2_2022-11-23_11h52.24.756.csv",0.666666667,-2.441435368,1,1,1.924,1.0087,4.103834391,1,1,1,0.645743979,0.267798096923532
280,"60a50457d02bfc23c02d4717_study2_2022-11-23_11h52.24.756.csv",0.666666667,-2.441435368,1,1,0.8037,1.0087,6.103834391,1,1,1,-0.227191587,0.267798096923532
281,"60a50457d02bfc23c02d4717_study2_2022-11-23_11h52.24.756.csv",0.666666667,-2.441435368,1,1,0.9733,1.0087,8.103834391,1,0,1,-0.035725293,0.267798096923532
282,"60e07fb75b201859ff688f91_study2_2022-11-23_12h05.15.406.csv",0.666666667,-2.441435368,1,0,2.7155,0.34525,-0.896165609,1,1,1,2.062462585,0.267798096923532
283,"60e07fb75b201859ff688f91_study2_2022-11-23_12h05.15.406.csv",0.666666667,-2.441435368,1,0,0.5338,0.34525,1.103834391,1,1,1,0.435752445,0.267798096923532
284,"60e07fb75b201859ff688f91_study2_2022-11-23_12h05.15.406.csv",0.666666667,-2.441435368,1,0,0.0852,0.34525,3.103834391,1,1,1,-1.399267358,0.267798096923532
285,"60e07fb75b201859ff688f91_study2_2022-11-23_12h05.15.406.csv",0.666666667,-2.441435368,1,0,0.3349,0.34525,4.103834391,1,1,1,-0.030436812,0.267798096923532
286,"60e07fb75b201859ff688f91_study2_2022-11-23_12h05.15.406.csv",0.666666667,-2.441435368,1,0,0.6337,0.34525,5.103834391,1,0,1,0.607306864,0.267798096923532
287,"60e07fb75b201859ff688f91_study2_2022-11-23_12h05.15.406.csv",0.666666667,-2.441435368,1,0,0.8581,0.34525,8.103834391,1,0,1,0.910451851,0.267798096923532
288,"5PARTICIPANT_study2_2022-11-23_09h52.22.659.csv",0.333333333,-2.441435368,1,1,1.1907,0.5063,-0.896165609,1,1,1,0.855167269,-0.975675776701678
289,"5PARTICIPANT_study2_2022-11-23_09h52.22.659.csv",0.333333333,-2.441435368,1,1,0.0833,0.5063,0.103834391,1,0,1,-1.80468083,-0.975675776701678
290,"5PARTICIPANT_study2_2022-11-23_09h52.22.659.csv",0.333333333,-2.441435368,1,1,1.0297,0.5063,1.103834391,1,0,1,0.709893398,-0.975675776701678
