,sub,PR Evidence,bias_highbaserate,pre_map_change,post_map_change,rt_planning_pr,median_RT_actionselection,trial_num,planning_q,PR_individual_answers,experiment,log_rt_planning,PR
548,5study5_pr_2_2023-06-22_16h01.52.728.csv,0.5,-2.191435367804411,0.75,0.5,0.8108,0.2958,2.1038343905373074,2,0,2,1.0083378643011456,-1.7221434805157263
549,5study5_pr_2_2023-06-22_16h01.52.728.csv,0.5,-2.191435367804411,0.75,0.5,0.3914,0.2958,4.103834390537307,1,1,2,0.2800465046852765,-1.7221434805157263
550,5study5_pr_2_2023-06-22_16h01.52.728.csv,0.5,-2.191435367804411,0.75,0.5,0.4011,0.2958,6.103834390537307,3,0,2,0.30452722249930775,-1.7221434805157263
551,5c329fab10677f0001de116a_study5_pr_2_2023-06-22_15h07.50.432.csv,0.25,-2.441435367804411,1.0,0.0,0.8683,0.4867,0.10383439053730714,0,0,2,0.5788893602271908,-1.9721434805157263
552,5c329fab10677f0001de116a_study5_pr_2_2023-06-22_15h07.50.432.csv,0.25,-2.441435367804411,1.0,0.0,0.568,0.4867,1.1038343905373071,3,0,2,0.15447350188174253,-1.9721434805157263
553,5c329fab10677f0001de116a_study5_pr_2_2023-06-22_15h07.50.432.csv,0.25,-2.441435367804411,1.0,0.0,0.8121,0.4867,3.1038343905373074,2,1,2,0.5119755684489565,-1.9721434805157263
554,5c329fab10677f0001de116a_study5_pr_2_2023-06-22_15h07.50.432.csv,0.25,-2.441435367804411,1.0,0.0,0.4342,0.4867,4.103834390537307,1,0,2,-0.11414265939521727,-1.9721434805157263
555,6146ecd3f9931f9e8a9d8cc4_study5_pr_2_2023-06-22_14h57.29.102.csv,0.5,-2.691435367804411,0.75,1.0,3.264,0.43695,-0.8961656094626929,0,1,2,2.010889944010444,-1.7221434805157263
556,6146ecd3f9931f9e8a9d8cc4_study5_pr_2_2023-06-22_14h57.29.102.csv,0.5,-2.691435367804411,0.75,1.0,1.3849,0.43695,3.1038343905373074,3,0,2,1.1535644417751187,-1.7221434805157263
557,6146ecd3f9931f9e8a9d8cc4_study5_pr_2_2023-06-22_14h57.29.102.csv,0.5,-2.691435367804411,0.75,1.0,0.5363,0.43695,4.103834390537307,2,1,2,0.2048749339153262,-1.7221434805157263
558,6146ecd3f9931f9e8a9d8cc4_study5_pr_2_2023-06-22_14h57.29.102.csv,0.5,-2.691435367804411,0.75,1.0,2.4158,0.43695,5.103834390537307,1,0,2,1.7099670020976245,-1.7221434805157263
559,60c1042feef36a30f677c2ca_study5_pr_2_2023-06-22_15h11.04.633.csv,1.0,-2.441435367804411,1.0,0.0,3.3011,0.3875,0.10383439053730714,0,1,2,2.1422951764512903,-1.2221434805157263
560,60c1042feef36a30f677c2ca_study5_pr_2_2023-06-22_15h11.04.633.csv,1.0,-2.441435367804411,1.0,0.0,0.42,0.3875,2.1038343905373074,2,1,2,0.0805388624840122,-1.2221434805157263
561,60c1042feef36a30f677c2ca_study5_pr_2_2023-06-22_15h11.04.633.csv,1.0,-2.441435367804411,1.0,0.0,0.5694,0.3875,3.1038343905373074,3,1,2,0.3848673260505356,-1.2221434805157263
562,60c1042feef36a30f677c2ca_study5_pr_2_2023-06-22_15h11.04.633.csv,1.0,-2.441435367804411,1.0,0.0,0.5891,0.3875,6.103834390537307,1,1,2,0.4188800997342398,-1.2221434805157263
563,5study5_pr_2_2023-06-22_16h51.05.415.csv,0.5,-2.441435367804411,1.0,0.0,8.8191,0.3722,0.10383439053730714,3,0,2,3.165243758769842,-1.7221434805157263
564,5study5_pr_2_2023-06-22_16h51.05.415.csv,0.5,-2.441435367804411,1.0,0.0,3.4518,0.3722,3.1038343905373074,0,1,2,2.2272197688891526,-1.7221434805157263
565,5study5_pr_2_2023-06-22_16h51.05.415.csv,0.5,-2.441435367804411,1.0,0.0,0.3677,0.3722,4.103834390537307,2,1,2,-0.01216395590092389,-1.7221434805157263
566,5study5_pr_2_2023-06-22_16h51.05.415.csv,0.5,-2.441435367804411,1.0,0.0,0.9257,0.3722,6.103834390537307,1,0,2,0.9111188638650153,-1.7221434805157263
567,5study5_pr_2_2023-06-22_17h28.46.826.csv,0.75,-2.441435367804411,1.0,0.0,0.327,0.218,1.1038343905373071,3,1,2,0.4054651081081644,-1.4721434805157263
568,5study5_pr_2_2023-06-22_17h28.46.826.csv,0.75,-2.441435367804411,1.0,0.0,0.5,0.218,2.1038343905373074,2,0,2,0.8301130356331028,-1.4721434805157263
569,5study5_pr_2_2023-06-22_17h28.46.826.csv,0.75,-2.441435367804411,1.0,0.0,0.245,0.218,4.103834390537307,0,1,2,0.11676314775563801,-1.4721434805157263
570,5study5_pr_2_2023-06-22_17h28.46.826.csv,0.75,-2.441435367804411,1.0,0.0,2.585,0.218,5.103834390537307,1,1,2,2.4729857241534403,-1.4721434805157263
571,5study5_pr_2_2023-06-22_14h58.33.847.csv,1.0,-2.441435367804411,1.0,0.0,3.052,0.3535,-0.8961656094626929,2,1,2,2.1556689070677204,-1.2221434805157263
572,5study5_pr_2_2023-06-22_14h58.33.847.csv,1.0,-2.441435367804411,1.0,0.0,0.534,0.3535,0.10383439053730714,1,1,2,0.41251235362356753,-1.2221434805157263
573,5study5_pr_2_2023-06-22_14h58.33.847.csv,1.0,-2.441435367804411,1.0,0.0,0.051,0.3535,1.1038343905373071,3,1,2,-1.9360578526123018,-1.2221434805157263
574,5study5_pr_2_2023-06-22_14h58.33.847.csv,1.0,-2.441435367804411,1.0,0.0,0.085,0.3535,2.1038343905373074,0,1,2,-1.4252322288463108,-1.2221434805157263
575,62a447d91e71bfacd2e8c006_study5_pr_2_2023-06-22_15h12.16.055.csv,0.75,-2.441435367804411,1.0,0.5,3.8307,0.6639,-0.8961656094626929,3,1,2,1.7526712973736316,-1.4721434805157263
576,62a447d91e71bfacd2e8c006_study5_pr_2_2023-06-22_15h12.16.055.csv,0.75,-2.441435367804411,1.0,0.5,2.942,0.6639,1.1038343905373071,2,1,2,1.4887133654362692,-1.4721434805157263
577,62a447d91e71bfacd2e8c006_study5_pr_2_2023-06-22_15h12.16.055.csv,0.75,-2.441435367804411,1.0,0.5,0.6948,0.6639,2.1038343905373074,0,0,2,0.045492498641836084,-1.4721434805157263
578,62a447d91e71bfacd2e8c006_study5_pr_2_2023-06-22_15h12.16.055.csv,0.75,-2.441435367804411,1.0,0.5,1.2467,0.6639,4.103834390537307,1,1,2,0.6301238036258154,-1.4721434805157263
579,5study5_pr_2_2023-06-22_15h37.21.580.csv,0.75,-2.441435367804411,1.0,0.75,2.9926,0.3921,-0.8961656094626929,3,0,2,2.032380944451033,-1.4721434805157263
580,5study5_pr_2_2023-06-22_15h37.21.580.csv,0.75,-2.441435367804411,1.0,0.75,0.2282,0.3921,1.1038343905373071,0,1,2,-0.5412944718703108,-1.4721434805157263
581,5study5_pr_2_2023-06-22_15h37.21.580.csv,0.75,-2.441435367804411,1.0,0.75,0.1179,0.3921,3.1038343905373074,2,1,2,-1.2016801017549608,-1.4721434805157263
582,5study5_pr_2_2023-06-22_15h37.21.580.csv,0.75,-2.441435367804411,1.0,0.75,0.1377,0.3921,5.103834390537307,1,1,2,-1.0464395035636769,-1.4721434805157263
583,610a52647a452dee7ca89360_study5_pr_2_2023-06-22_16h05.48.267.csv,0.25,-2.441435367804411,1.0,1.0,5.8688,0.3011,-0.8961656094626929,0,1,2,2.969963027134403,-1.9721434805157263
584,610a52647a452dee7ca89360_study5_pr_2_2023-06-22_16h05.48.267.csv,0.25,-2.441435367804411,1.0,1.0,4.2179,0.3011,1.1038343905373071,2,0,2,2.63965021735155,-1.9721434805157263
585,610a52647a452dee7ca89360_study5_pr_2_2023-06-22_16h05.48.267.csv,0.25,-2.441435367804411,1.0,1.0,1.6858,0.3011,2.1038343905373074,1,0,2,1.7225530720756936,-1.9721434805157263
586,610a52647a452dee7ca89360_study5_pr_2_2023-06-22_16h05.48.267.csv,0.25,-2.441435367804411,1.0,1.0,0.3515,0.3011,6.103834390537307,3,0,2,0.15476727576303143,-1.9721434805157263
587,5study5_pr_2_2023-06-22_15h53.09.721.csv,0.5,-2.441435367804411,1.0,1.0,1.6873,0.7883,0.10383439053730714,2,0,2,0.7610061691384292,-1.7221434805157263
588,5study5_pr_2_2023-06-22_15h53.09.721.csv,0.5,-2.441435367804411,1.0,1.0,0.6945,0.7883,1.1038343905373071,0,1,2,-0.12668656587146407,-1.7221434805157263
589,5study5_pr_2_2023-06-22_15h53.09.721.csv,0.5,-2.441435367804411,1.0,1.0,2.5021,0.7883,4.103834390537307,1,1,2,1.1550069301878731,-1.7221434805157263
590,5study5_pr_2_2023-06-22_15h53.09.721.csv,0.5,-2.441435367804411,1.0,1.0,0.1683,0.7883,6.103834390537307,3,0,2,-1.5441306268691022,-1.7221434805157263
591,5study5_pr_2_2023-06-22_16h58.18.311.csv,0.75,-2.191435367804411,0.75,0.75,5.7731,0.48325,0.10383439053730714,3,0,2,2.4804303588387517,-1.4721434805157263
592,5study5_pr_2_2023-06-22_16h58.18.311.csv,0.75,-2.191435367804411,0.75,0.75,0.1576,0.48325,3.1038343905373074,1,1,2,-1.1204739406646615,-1.4721434805157263
593,5study5_pr_2_2023-06-22_16h58.18.311.csv,0.75,-2.191435367804411,0.75,0.75,0.2869,0.48325,4.103834390537307,2,1,2,-0.5214003951011214,-1.4721434805157263
594,5study5_pr_2_2023-06-22_16h58.18.311.csv,0.75,-2.191435367804411,0.75,0.75,0.4725,0.48325,6.103834390537307,0,1,2,-0.02249637115464296,-1.4721434805157263
595,614b94457a6ec7a724e0ffd6_study5_pr_2_2023-06-22_15h11.30.270.csv,0.5,-2.441435367804411,1.0,0.0,1.2504,0.5834,-0.8961656094626929,1,1,2,0.7623457216736458,-1.7221434805157263
596,614b94457a6ec7a724e0ffd6_study5_pr_2_2023-06-22_15h11.30.270.csv,0.5,-2.441435367804411,1.0,0.0,0.6188,0.5834,0.10383439053730714,2,0,2,0.058909061265289886,-1.7221434805157263
597,614b94457a6ec7a724e0ffd6_study5_pr_2_2023-06-22_15h11.30.270.csv,0.5,-2.441435367804411,1.0,0.0,0.3187,0.5834,3.1038343905373074,3,0,2,-0.6046228360103304,-1.7221434805157263
598,614b94457a6ec7a724e0ffd6_study5_pr_2_2023-06-22_15h11.30.270.csv,0.5,-2.441435367804411,1.0,0.0,0.3671,0.5834,4.103834390537307,0,1,2,-0.4632387669308326,-1.7221434805157263
599,5study5_pr_2_2023-06-22_14h52.49.953.csv,0.5,-2.2747687008044113,0.75,0.5,4.1557,0.6508,0.10383439053730714,0,0,2,1.8540337894757175,-1.7221434805157263
600,5study5_pr_2_2023-06-22_14h52.49.953.csv,0.5,-2.2747687008044113,0.75,0.5,1.2769,0.6508,2.1038343905373074,2,1,2,0.6739881690857525,-1.7221434805157263
601,5study5_pr_2_2023-06-22_14h52.49.953.csv,0.5,-2.2747687008044113,0.75,0.5,1.2188,0.6508,4.103834390537307,1,1,2,0.6274196717666712,-1.7221434805157263
602,5study5_pr_2_2023-06-22_14h52.49.953.csv,0.5,-2.2747687008044113,0.75,0.5,0.6835,0.6508,5.103834390537307,3,0,2,0.04902428081912152,-1.7221434805157263
603,5study5_pr_2_2023-06-22_14h59.16.718.csv,1.0,-1.9414353678044112,0.5,0.0,0.289,0.372,1.1038343905373071,2,1,2,-0.2524671661607144,-1.2221434805157263
604,5study5_pr_2_2023-06-22_14h59.16.718.csv,1.0,-1.9414353678044112,0.5,0.0,0.153,0.372,4.103834390537307,3,1,2,-0.8884559328807111,-1.2221434805157263
605,5d8cef3c28e183001a335ab0_study5_pr_2_2023-06-22_21h48.37.809.csv,0.25,-2.441435367804411,1.0,0.25,1.1422,0.18705,1.1038343905373071,1,1,2,1.8093355454366076,-1.9721434805157263
606,5d8cef3c28e183001a335ab0_study5_pr_2_2023-06-22_21h48.37.809.csv,0.25,-2.441435367804411,1.0,0.25,0.7019,0.18705,2.1038343905373074,0,0,2,1.3224149829422207,-1.9721434805157263
607,5d8cef3c28e183001a335ab0_study5_pr_2_2023-06-22_21h48.37.809.csv,0.25,-2.441435367804411,1.0,0.25,0.7985,0.18705,4.103834390537307,3,0,2,1.451359006860912,-1.9721434805157263
608,5d8cef3c28e183001a335ab0_study5_pr_2_2023-06-22_21h48.37.809.csv,0.25,-2.441435367804411,1.0,0.25,0.1453,0.18705,5.103834390537307,2,0,2,-0.25257539021791775,-1.9721434805157263
609,63e60f40643623a5029f1e2b_study5_pr_2_2023-06-20_08h56.47.134 2.csv,1.0,-2.191435367804411,0.75,0.25,3.9465,0.4017,-0.8961656094626929,1,1,2,2.2848788477832205,-1.2221434805157263
610,63e60f40643623a5029f1e2b_study5_pr_2_2023-06-20_08h56.47.134 2.csv,1.0,-2.191435367804411,0.75,0.25,0.269,0.4017,3.1038343905373074,3,1,2,-0.40099416176339736,-1.2221434805157263
611,63e60f40643623a5029f1e2b_study5_pr_2_2023-06-20_08h56.47.134 2.csv,1.0,-2.191435367804411,0.75,0.25,0.2706,0.4017,6.103834390537307,5,1,2,-0.39506382562854886,-1.2221434805157263
612,63e60f40643623a5029f1e2b_study5_pr_2_2023-06-20_08h56.47.134 2.csv,1.0,-2.191435367804411,0.75,0.25,0.834,0.4017,8.103834390537306,4,1,2,0.7305278609935102,-1.2221434805157263
613,5eab2dbd0c7a950efa32c3dc_study5_pr_2_2023-06-22_21h21.03.425.csv,0.333333333,-2.441435367804411,1.0,1.0,0.3407,0.8516,3.1038343905373074,3,1,2,-0.9161146083524035,-1.8888101475157262
614,5eab2dbd0c7a950efa32c3dc_study5_pr_2_2023-06-22_21h21.03.425.csv,0.333333333,-2.441435367804411,1.0,1.0,0.454,0.8516,4.103834390537307,0,0,2,-0.6290197349779764,-1.8888101475157262
616,5study5_pr_2_2023-06-22_15h25.03.358.csv,0.5,-2.191435367804411,0.75,0.5,2.5331,0.317,-0.8961656094626929,1,1,2,2.078297354223924,-1.7221434805157263
617,5study5_pr_2_2023-06-22_15h25.03.358.csv,0.5,-2.191435367804411,0.75,0.5,4.0331,0.317,0.10383439053730714,0,0,2,2.5433888161263254,-1.7221434805157263
618,5study5_pr_2_2023-06-22_15h25.03.358.csv,0.5,-2.191435367804411,0.75,0.5,0.202,0.317,2.1038343905373074,3,1,2,-0.4506340764760758,-1.7221434805157263
619,5study5_pr_2_2023-06-22_15h25.03.358.csv,0.5,-2.191435367804411,0.75,0.5,0.8074,0.317,4.103834390537307,2,0,2,0.9349174345415597,-1.7221434805157263
620,5e33190a5a41122e93c40989_study5_pr_2_2023-06-22_14h58.56.996.csv,0.5,-2.441435367804411,1.0,0.25,4.9843,0.3699,-0.8961656094626929,0,0,2,2.60081555243375,-1.7221434805157263
621,5e33190a5a41122e93c40989_study5_pr_2_2023-06-22_14h58.56.996.csv,0.5,-2.441435367804411,1.0,0.25,0.4332,0.3699,2.1038343905373074,2,0,2,0.1579668162884271,-1.7221434805157263
622,5e33190a5a41122e93c40989_study5_pr_2_2023-06-22_14h58.56.996.csv,0.5,-2.441435367804411,1.0,0.25,0.7534,0.3699,4.103834390537307,3,1,2,0.7113635964195324,-1.7221434805157263
623,5e33190a5a41122e93c40989_study5_pr_2_2023-06-22_14h58.56.996.csv,0.5,-2.441435367804411,1.0,0.25,0.5659,0.3699,6.103834390537307,1,1,2,0.4251846853100698,-1.7221434805157263
624,5Christopher_study5_pr_2_2023-06-22_15h57.34.532.csv,0.25,-2.441435367804411,1.0,1.0,2.3268,0.2839,-0.8961656094626929,1,0,2,2.1036271485576807,-1.9721434805157263
625,5Christopher_study5_pr_2_2023-06-22_15h57.34.532.csv,0.25,-2.441435367804411,1.0,1.0,0.7174,0.2839,1.1038343905373071,3,1,2,0.9270115016192567,-1.9721434805157263
626,5Christopher_study5_pr_2_2023-06-22_15h57.34.532.csv,0.25,-2.441435367804411,1.0,1.0,0.3839,0.2839,2.1038343905373074,0,0,2,0.3017600385278267,-1.9721434805157263
627,5Christopher_study5_pr_2_2023-06-22_15h57.34.532.csv,0.25,-2.441435367804411,1.0,1.0,0.8172,0.2839,6.103834390537307,2,0,2,1.0572617994645415,-1.9721434805157263
628,5study5_pr_2_2023-06-22_15h20.22.686.csv,0.5,-2.441435367804411,1.0,0.0,0.9861,0.7169,0.10383439053730714,1,0,2,0.3188214084794569,-1.7221434805157263
629,5study5_pr_2_2023-06-22_15h20.22.686.csv,0.5,-2.441435367804411,1.0,0.0,0.5548,0.7169,2.1038343905373074,2,0,2,-0.25632867241815,-1.7221434805157263
630,5study5_pr_2_2023-06-22_15h20.22.686.csv,0.5,-2.441435367804411,1.0,0.0,0.3675,0.7169,3.1038343905373074,0,1,2,-0.6682130422059351,-1.7221434805157263
631,5study5_pr_2_2023-06-22_15h20.22.686.csv,0.5,-2.441435367804411,1.0,0.0,0.5693,0.7169,4.103834390537307,3,1,2,-0.23052882490179027,-1.7221434805157263
632,5d50692435e3af0001f05a15_study5_pr_2_2023-06-22_15h35.19.151.csv,0.5,-2.441435367804411,1.0,0.25,3.7069,0.3671,1.1038343905373071,1,1,2,2.3123169362927176,-1.7221434805157263
633,5d50692435e3af0001f05a15_study5_pr_2_2023-06-22_15h35.19.151.csv,0.5,-2.441435367804411,1.0,0.25,1.176,0.3671,2.1038343905373074,3,0,2,1.1642398379557837,-1.7221434805157263
634,5d50692435e3af0001f05a15_study5_pr_2_2023-06-22_15h35.19.151.csv,0.5,-2.441435367804411,1.0,0.25,3.3697,0.3671,4.103834390537307,0,1,2,2.2169447081095215,-1.7221434805157263
635,5d50692435e3af0001f05a15_study5_pr_2_2023-06-22_15h35.19.151.csv,0.5,-2.441435367804411,1.0,0.25,0.7393,0.3671,5.103834390537307,2,0,2,0.7000695020602657,-1.7221434805157263
636,5f61d1456de6481859fbd206_study5_pr_2023-06-19_19h55.48.012.csv,0.5,-2.441435367804411,1.0,0.25,0.6014,0.578,-0.8961656094626929,4,0,2,0.03968640188205129,-1.7221434805157263
637,5f61d1456de6481859fbd206_study5_pr_2023-06-19_19h55.48.012.csv,0.5,-2.441435367804411,1.0,0.25,0.2667,0.578,3.1038343905373074,1,1,2,-0.7734494374844089,-1.7221434805157263
638,5f61d1456de6481859fbd206_study5_pr_2023-06-19_19h55.48.012.csv,0.5,-2.441435367804411,1.0,0.25,0.4047,0.578,4.103834390537307,5,0,2,-0.3564278167905576,-1.7221434805157263
639,5f61d1456de6481859fbd206_study5_pr_2023-06-19_19h55.48.012.csv,0.5,-2.441435367804411,1.0,0.25,0.1349,0.578,8.103834390537306,3,1,2,-1.4550401054586672,-1.7221434805157263
640,5study5_pr_2_2023-06-22_15h22.55.415.csv,0.666666667,-2.441435367804411,1.0,0.0,7.7187,0.4637,-0.8961656094626929,0,0,2,2.8121634436591982,-1.5554768135157264
641,5study5_pr_2_2023-06-22_15h22.55.415.csv,0.666666667,-2.441435367804411,1.0,0.0,1.2721,0.4637,4.103834390537307,2,1,2,1.00918656576475,-1.5554768135157264
642,5study5_pr_2_2023-06-22_15h22.55.415.csv,0.666666667,-2.441435367804411,1.0,0.0,0.336,0.4637,6.103834390537307,1,1,2,-0.3221266314342108,-1.5554768135157264
643,5Louise_study5_pr_2_2023-06-22_15h52.12.465.csv,0.5,-2.441435367804411,1.0,1.0,1.273,0.88,1.1038343905373071,2,0,2,0.36920969108515433,-1.7221434805157263
644,5Louise_study5_pr_2_2023-06-22_15h52.12.465.csv,0.5,-2.441435367804411,1.0,1.0,1.167,0.88,2.1038343905373074,0,0,2,0.28226972481430385,-1.7221434805157263
645,5Louise_study5_pr_2_2023-06-22_15h52.12.465.csv,0.5,-2.441435367804411,1.0,1.0,1.776,0.88,3.1038343905373074,1,1,2,0.7021970160798632,-1.7221434805157263
646,5Louise_study5_pr_2_2023-06-22_15h52.12.465.csv,0.5,-2.441435367804411,1.0,1.0,0.416,0.88,5.103834390537307,3,1,2,-0.7492366472109889,-1.7221434805157263
647,6165d04961f94aba783d4529_study5_pr_2_2023-06-22_15h47.52.110.csv,0.5,-2.691435367804411,0.75,0.25,1.1002,0.3872,0.10383439053730714,3,0,2,1.0443059050389358,-1.7221434805157263
648,6165d04961f94aba783d4529_study5_pr_2_2023-06-22_15h47.52.110.csv,0.5,-2.691435367804411,0.75,0.25,0.7335,0.3872,1.1038343905373071,0,1,2,0.6388862421806146,-1.7221434805157263
649,6165d04961f94aba783d4529_study5_pr_2_2023-06-22_15h47.52.110.csv,0.5,-2.691435367804411,0.75,0.25,1.2831,0.3872,2.1038343905373074,2,0,2,1.1980929484985505,-1.7221434805157263
650,6165d04961f94aba783d4529_study5_pr_2_2023-06-22_15h47.52.110.csv,0.5,-2.691435367804411,0.75,0.25,0.1845,0.3872,5.103834390537307,1,1,2,-0.7412918919218401,-1.7221434805157263
651,5study5_pr_2023-06-19_19h50.18.080.csv,0.333333333,-1.9414353678044112,0.5,1.0,1.2085,0.1573,0.10383439053730714,1,1,2,2.0389803900793053,-1.8888101475157262
652,5study5_pr_2023-06-19_19h50.18.080.csv,0.333333333,-1.9414353678044112,0.5,1.0,0.2849,0.1573,4.103834390537307,5,0,2,0.5939834314396305,-1.8888101475157262
653,5study5_pr_2023-06-19_19h50.18.080.csv,0.333333333,-1.9414353678044112,0.5,1.0,1.7225,0.1573,6.103834390537307,3,0,2,2.3933771928235816,-1.8888101475157262
654,5study5_pr_2_2023-06-22_15h02.30.869.csv,0.5,-2.441435367804411,1.0,1.0,3.869,0.3865,-0.8961656094626929,0,1,2,2.3036194866730364,-1.7221434805157263
655,5study5_pr_2_2023-06-22_15h02.30.869.csv,0.5,-2.441435367804411,1.0,1.0,0.919,0.3865,2.1038343905373074,3,0,2,0.8661542543282105,-1.7221434805157263
656,5study5_pr_2_2023-06-22_15h02.30.869.csv,0.5,-2.441435367804411,1.0,1.0,1.535,0.3865,5.103834390537307,1,1,2,1.3791537919938208,-1.7221434805157263
657,5study5_pr_2_2023-06-22_15h02.30.869.csv,0.5,-2.441435367804411,1.0,1.0,1.049,0.3865,6.103834390537307,2,0,2,0.9984607403688204,-1.7221434805157263
658,5study5_pr_2_2023-06-22_14h47.09.045.csv,0.5,-2.441435367804411,0.75,0.0,2.88,0.816,3.1038343905373074,1,1,2,1.2611312181658845,-1.7221434805157263
659,5study5_pr_2_2023-06-22_14h47.09.045.csv,0.5,-2.441435367804411,0.75,0.0,1.587,0.816,4.103834390537307,2,1,2,0.665186365562302,-1.7221434805157263
660,5study5_pr_2_2023-06-22_14h47.09.045.csv,0.5,-2.441435367804411,0.75,0.0,3.307,0.816,5.103834390537307,3,0,2,1.3993823580176858,-1.7221434805157263
661,5study5_pr_2_2023-06-22_14h47.09.045.csv,0.5,-2.441435367804411,0.75,0.0,1.162,0.816,6.103834390537307,0,0,2,0.3534835824477496,-1.7221434805157263
662,63b80a8b220f924d975670bc_study5_pr_2023-06-19_23h23.50.570.csv,0.75,-2.441435367804411,1.0,0.0,0.9468,0.28735,-0.8961656094626929,1,1,2,1.1923868926860783,-1.4721434805157263
663,63b80a8b220f924d975670bc_study5_pr_2023-06-19_23h23.50.570.csv,0.75,-2.441435367804411,1.0,0.0,0.8964,0.28735,2.1038343905373074,5,1,2,1.1376857569730214,-1.4721434805157263
664,63b80a8b220f924d975670bc_study5_pr_2023-06-19_23h23.50.570.csv,0.75,-2.441435367804411,1.0,0.0,0.6919,0.28735,3.1038343905373074,4,0,2,0.8787404515510148,-1.4721434805157263
665,63b80a8b220f924d975670bc_study5_pr_2023-06-19_23h23.50.570.csv,0.75,-2.441435367804411,1.0,0.0,0.6664,0.28735,7.103834390537307,3,1,2,0.8411891058988824,-1.4721434805157263
666,5study5_pr_2_2023-06-22_16h07.15.377.csv,0.5,-2.441435367804411,1.0,1.0,2.3933,0.32925,-0.8961656094626929,1,0,2,1.9836111050771785,-1.7221434805157263
667,5study5_pr_2_2023-06-22_16h07.15.377.csv,0.5,-2.441435367804411,1.0,1.0,0.5588,0.32925,0.10383439053730714,2,1,2,0.5289742867594164,-1.7221434805157263
668,5study5_pr_2_2023-06-22_16h07.15.377.csv,0.5,-2.441435367804411,1.0,1.0,1.0012,0.32925,1.1038343905373071,3,1,2,1.112137218934229,-1.7221434805157263
669,5study5_pr_2_2023-06-22_16h07.15.377.csv,0.5,-2.441435367804411,1.0,1.0,0.6667,0.32925,2.1038343905373074,0,0,2,0.7055228290006238,-1.7221434805157263
670,5study5_pr_2_2023-06-22_15h59.38.336.csv,1.0,-2.441435367804411,1.0,0.5,3.4267,0.3009,1.1038343905373071,3,1,2,2.432574994284193,-1.2221434805157263
671,5study5_pr_2_2023-06-22_15h59.38.336.csv,1.0,-2.441435367804411,1.0,0.5,2.4113,0.3009,3.1038343905373074,1,1,2,2.08114331650166,-1.2221434805157263
672,5study5_pr_2_2023-06-22_15h59.38.336.csv,1.0,-2.441435367804411,1.0,0.5,3.0078,0.3009,5.103834390537307,0,1,2,2.3021862098615133,-1.2221434805157263
673,5study5_pr_2_2023-06-22_15h59.38.336.csv,1.0,-2.441435367804411,1.0,0.5,1.9559,0.3009,6.103834390537307,2,1,2,1.8718277409074726,-1.2221434805157263
674,5study5_pr_2_2023-06-22_15h56.28.021.csv,0.5,-2.441435367804411,1.0,1.0,1.4932,0.483,-0.8961656094626929,0,1,2,1.1286600933878561,-1.7221434805157263
675,5study5_pr_2_2023-06-22_15h56.28.021.csv,0.5,-2.441435367804411,1.0,1.0,0.9576,0.483,1.1038343905373071,2,0,2,0.6844135005911908,-1.7221434805157263
676,5study5_pr_2_2023-06-22_15h56.28.021.csv,0.5,-2.441435367804411,1.0,1.0,0.7502,0.483,2.1038343905373074,1,1,2,0.4403231839952143,-1.7221434805157263
677,5study5_pr_2_2023-06-22_15h56.28.021.csv,0.5,-2.441435367804411,1.0,1.0,0.2834,0.483,6.103834390537307,3,0,2,-0.5331573263959928,-1.7221434805157263
678,5e7fa0e918b10804bb87eb63_study5_pr_2_2023-06-22_19h28.25.859.csv,0.5,-2.441435367804411,1.0,1.0,3.7383,0.6011,-0.8961656094626929,1,1,2,1.8276249315718154,-1.7221434805157263
679,5e7fa0e918b10804bb87eb63_study5_pr_2_2023-06-22_19h28.25.859.csv,0.5,-2.441435367804411,1.0,1.0,1.1202,0.6011,0.10383439053730714,3,0,2,0.6225012097306157,-1.7221434805157263
680,5e7fa0e918b10804bb87eb63_study5_pr_2_2023-06-22_19h28.25.859.csv,0.5,-2.441435367804411,1.0,1.0,0.4572,0.6011,3.1038343905373074,0,1,2,-0.2736403781244607,-1.7221434805157263
681,5e7fa0e918b10804bb87eb63_study5_pr_2_2023-06-22_19h28.25.859.csv,0.5,-2.441435367804411,1.0,1.0,0.5528,0.6011,5.103834390537307,2,0,2,-0.08376503759165631,-1.7221434805157263
682,5ef08aa7177a735c78ffbf40_study5_pr_2_2023-06-22_15h41.45.288.csv,0.666666667,-2.608102034804411,0.5,0.25,1.2342,0.5847,1.1038343905373071,2,1,2,0.7470793707053416,-1.5554768135157264
683,5ef08aa7177a735c78ffbf40_study5_pr_2_2023-06-22_15h41.45.288.csv,0.666666667,-2.608102034804411,0.5,0.25,6.7002,0.5847,2.1038343905373074,0,1,2,2.4387937604981764,-1.5554768135157264
684,61141c855eb58d6a4e3d8d5b_study5_pr_2_2023-06-22_16h12.37.290.csv,0.5,-2.441435367804411,1.0,0.75,5.722,0.6175,-0.8961656094626929,1,0,2,2.2263946051079233,-1.7221434805157263
685,61141c855eb58d6a4e3d8d5b_study5_pr_2_2023-06-22_16h12.37.290.csv,0.5,-2.441435367804411,1.0,0.75,0.052,0.6175,3.1038343905373074,0,1,2,-2.474435349920705,-1.7221434805157263
