,sub,PR Evidence,bias_highbaserate,pre_map_change,post_map_change,rt_planning_pr,median_RT_actionselection,trial_num,planning_q,PR_individual_answers,experiment,log_rt_planning,PR
268,63174af7d57182f9bf90c094_study2_2022-11-23_09h51.09.126.csv,0.5,-2.441435367804411,1.0,0.25,0.934,0.621,6.103834390537307,1,1,1,0.40814535629536386,-1.7221434805157263
269,63174af7d57182f9bf90c094_study2_2022-11-23_09h51.09.126.csv,0.5,-2.441435367804411,1.0,0.25,1.375,0.621,7.103834390537307,1,0,1,0.7948779281671929,-1.7221434805157263
270,5PARTICIPANT_study2_2022-11-23_11h50.53.811.csv,0.666666667,-2.441435367804411,1.0,1.0,2.0064,1.1315,-0.8961656094626929,1,0,1,0.5727978853650096,-1.5554768135157264
271,5PARTICIPANT_study2_2022-11-23_11h50.53.811.csv,0.666666667,-2.441435367804411,1.0,1.0,0.1383,1.1315,0.10383439053730714,1,1,1,-2.1018742264028796,-1.5554768135157264
272,5PARTICIPANT_study2_2022-11-23_11h50.53.811.csv,0.666666667,-2.441435367804411,1.0,1.0,0.8201,1.1315,1.1038343905373071,1,1,1,-0.32187318103122636,-1.5554768135157264
273,5PARTICIPANT_study2_2022-11-23_11h50.53.811.csv,0.666666667,-2.441435367804411,1.0,1.0,2.2759,1.1315,2.1038343905373074,1,1,1,0.6988313924762758,-1.5554768135157264
274,5PARTICIPANT_study2_2022-11-23_11h50.53.811.csv,0.666666667,-2.441435367804411,1.0,1.0,0.7682,1.1315,4.103834390537307,1,0,1,-0.3872493491617876,-1.5554768135157264
275,5PARTICIPANT_study2_2022-11-23_11h50.53.811.csv,0.666666667,-2.441435367804411,1.0,1.0,0.1455,1.1315,7.103834390537307,1,1,1,-2.051123378462045,-1.5554768135157264
276,60a50457d02bfc23c02d4717_study2_2022-11-23_11h52.24.756.csv,0.666666667,-2.441435367804411,1.0,1.0,6.0068,1.0087,-0.8961656094626929,1,1,1,1.7842297877453361,-1.5554768135157264
277,60a50457d02bfc23c02d4717_study2_2022-11-23_11h52.24.756.csv,0.666666667,-2.441435367804411,1.0,1.0,3.4056,1.0087,0.10383439053730714,1,0,1,1.216758762453153,-1.5554768135157264
278,60a50457d02bfc23c02d4717_study2_2022-11-23_11h52.24.756.csv,0.666666667,-2.441435367804411,1.0,1.0,0.9541,1.0087,2.1038343905373074,1,1,1,-0.05564916430298946,-1.5554768135157264
279,60a50457d02bfc23c02d4717_study2_2022-11-23_11h52.24.756.csv,0.666666667,-2.441435367804411,1.0,1.0,1.924,1.0087,4.103834390537307,1,1,1,0.6457439791648621,-1.5554768135157264
280,60a50457d02bfc23c02d4717_study2_2022-11-23_11h52.24.756.csv,0.666666667,-2.441435367804411,1.0,1.0,0.8037,1.0087,6.103834390537307,1,1,1,-0.227191586842117,-1.5554768135157264
281,60a50457d02bfc23c02d4717_study2_2022-11-23_11h52.24.756.csv,0.666666667,-2.441435367804411,1.0,1.0,0.9733,1.0087,8.103834390537306,1,0,1,-0.03572529262834165,-1.5554768135157264
282,60e07fb75b201859ff688f91_study2_2022-11-23_12h05.15.406.csv,0.666666667,-2.441435367804411,1.0,0.0,2.7155,0.34525,-0.8961656094626929,1,1,1,2.0624625851854983,-1.5554768135157264
283,60e07fb75b201859ff688f91_study2_2022-11-23_12h05.15.406.csv,0.666666667,-2.441435367804411,1.0,0.0,0.5338,0.34525,1.1038343905373071,1,1,1,0.43575244468102237,-1.5554768135157264
284,60e07fb75b201859ff688f91_study2_2022-11-23_12h05.15.406.csv,0.666666667,-2.441435367804411,1.0,0.0,0.0852,0.34525,3.1038343905373074,1,1,1,-1.3992673584541315,-1.5554768135157264
285,60e07fb75b201859ff688f91_study2_2022-11-23_12h05.15.406.csv,0.666666667,-2.441435367804411,1.0,0.0,0.3349,0.34525,4.103834390537307,1,1,1,-0.030436812489242637,-1.5554768135157264
286,60e07fb75b201859ff688f91_study2_2022-11-23_12h05.15.406.csv,0.666666667,-2.441435367804411,1.0,0.0,0.6337,0.34525,5.103834390537307,1,0,1,0.6073068640400698,-1.5554768135157264
287,60e07fb75b201859ff688f91_study2_2022-11-23_12h05.15.406.csv,0.666666667,-2.441435367804411,1.0,0.0,0.8581,0.34525,8.103834390537306,1,0,1,0.9104518505236738,-1.5554768135157264
288,5PARTICIPANT_study2_2022-11-23_09h52.22.659.csv,0.333333333,-2.441435367804411,1.0,1.0,1.1907,0.5063,-0.8961656094626929,1,1,1,0.855167269481266,-1.8888101475157262
289,5PARTICIPANT_study2_2022-11-23_09h52.22.659.csv,0.333333333,-2.441435367804411,1.0,1.0,0.0833,0.5063,0.10383439053730714,1,0,1,-1.8046808298030665,-1.8888101475157262
290,5PARTICIPANT_study2_2022-11-23_09h52.22.659.csv,0.333333333,-2.441435367804411,1.0,1.0,1.0297,0.5063,1.1038343905373071,1,0,1,0.7098933976868417,-1.8888101475157262
291,5PARTICIPANT_study2_2022-11-23_09h52.22.659.csv,0.333333333,-2.441435367804411,1.0,1.0,0.4045,0.5063,3.1038343905373074,1,1,1,-0.22447764247731694,-1.8888101475157262
292,5PARTICIPANT_study2_2022-11-23_09h52.22.659.csv,0.333333333,-2.441435367804411,1.0,1.0,0.3661,0.5063,5.103834390537307,1,0,1,-0.32422285884967295,-1.8888101475157262
293,5PARTICIPANT_study2_2022-11-23_09h52.22.659.csv,0.333333333,-2.441435367804411,1.0,1.0,1.4528,0.5063,7.103834390537307,1,0,1,1.0541186288711655,-1.8888101475157262
294,5de42a01a7cb2401ccc682c3_study2_2022-11-23_11h28.58.420.csv,0.5,-2.441435367804411,1.0,1.0,0.998,1.017,-0.8961656094626929,1,0,1,-0.018859119737095868,-1.7221434805157263
295,5de42a01a7cb2401ccc682c3_study2_2022-11-23_11h28.58.420.csv,0.5,-2.441435367804411,1.0,1.0,0.641,1.017,2.1038343905373074,1,0,1,-0.46158293912788984,-1.7221434805157263
296,5de42a01a7cb2401ccc682c3_study2_2022-11-23_11h28.58.420.csv,0.5,-2.441435367804411,1.0,1.0,0.7265,1.017,3.1038343905373074,1,1,1,-0.3363739130382223,-1.7221434805157263
297,5de42a01a7cb2401ccc682c3_study2_2022-11-23_11h28.58.420.csv,0.5,-2.441435367804411,1.0,1.0,1.8112,1.017,4.103834390537307,1,1,1,0.5771324919603039,-1.7221434805157263
298,5de42a01a7cb2401ccc682c3_study2_2022-11-23_11h28.58.420.csv,0.5,-2.441435367804411,1.0,1.0,0.5612,1.017,7.103834390537307,1,0,1,-0.5945350478202539,-1.7221434805157263
299,5de42a01a7cb2401ccc682c3_study2_2022-11-23_11h28.58.420.csv,0.5,-2.441435367804411,1.0,1.0,0.4854,1.017,8.103834390537306,1,1,1,-0.7396391027560588,-1.7221434805157263
300,55b2d3f2fdf99b525bc839aa_study6_2023-08-14_11h59.05.301.csv,0.333333333,-2.691435367804411,0.0,0.0,14.3636,0.8801,0.10383439053730714,5,0,4,2.792416970182193,-1.8888101475157262
301,55b2d3f2fdf99b525bc839aa_study6_2023-08-14_11h59.05.301.csv,0.333333333,-2.691435367804411,0.0,0.0,13.8355,0.8801,2.1038343905373074,2,1,4,2.7549574944122877,-1.8888101475157262
302,55b2d3f2fdf99b525bc839aa_study6_2023-08-14_11h59.05.301.csv,0.333333333,-2.691435367804411,0.0,0.0,8.5645,0.8801,3.1038343905373074,6,1,4,2.2753454945582736,-1.8888101475157262
303,63eae4994d8e22b28bccb864_study6_2023-08-18_01h08.41.365.csv,0.666666667,-2.441435367804411,0.5,0.25,0.642,1.115,0.10383439053730714,6,1,4,-0.5520213802042578,-1.5554768135157264
304,63eae4994d8e22b28bccb864_study6_2023-08-18_01h08.41.365.csv,0.666666667,-2.441435367804411,0.5,0.25,0.502,1.115,1.1038343905373071,2,1,4,-0.79800956420249,-1.5554768135157264
305,63eae4994d8e22b28bccb864_study6_2023-08-18_01h08.41.365.csv,0.666666667,-2.441435367804411,0.5,0.25,0.367,1.115,3.1038343905373074,0,1,4,-1.1112478358396487,-1.5554768135157264
306,63eae4994d8e22b28bccb864_study6_2023-08-18_01h08.41.365.csv,0.666666667,-2.441435367804411,0.5,0.25,0.653,1.115,4.103834390537307,4,1,4,-0.535032554617788,-1.5554768135157264
307,5eb32b8adc8fc511560fca82_study6_2023-08-17_20h08.36.015.csv,0.333333333,-2.941435367804411,0.25,0.0,1.7091,0.8571,1.1038343905373071,5,1,4,0.6901675972496226,-1.8888101475157262
308,5eb32b8adc8fc511560fca82_study6_2023-08-17_20h08.36.015.csv,0.333333333,-2.941435367804411,0.25,0.0,2.1683,0.8571,2.1038343905373074,4,0,4,0.9281441314653348,-1.8888101475157262
309,5eb32b8adc8fc511560fca82_study6_2023-08-17_20h08.36.015.csv,0.333333333,-2.941435367804411,0.25,0.0,0.9334,0.8571,4.103834390537307,0,1,4,0.08527923561087819,-1.8888101475157262
310,5eb32b8adc8fc511560fca82_study6_2023-08-17_20h08.36.015.csv,0.333333333,-2.941435367804411,0.25,0.0,0.1341,0.8571,5.103834390537307,3,0,4,-1.8549688076172042,-1.8888101475157262
311,5edeea354d54cb1a825aa8f9_study6_2023-08-18_01h08.35.051.csv,0.5,-2.441435367804411,0.5,0.0,3.707,1.117,-0.8961656094626929,1,0,4,1.1995764040815315,-1.7221434805157263
312,5edeea354d54cb1a825aa8f9_study6_2023-08-18_01h08.35.051.csv,0.5,-2.441435367804411,0.5,0.0,2.592,1.117,0.10383439053730714,0,1,4,0.8417832584029645,-1.7221434805157263
313,5edeea354d54cb1a825aa8f9_study6_2023-08-18_01h08.35.051.csv,0.5,-2.441435367804411,0.5,0.0,1.24,1.117,3.1038343905373074,7,1,4,0.10446485952988176,-1.7221434805157263
314,5edeea354d54cb1a825aa8f9_study6_2023-08-18_01h08.35.051.csv,0.5,-2.441435367804411,0.5,0.0,1.27,1.117,4.103834390537307,5,1,4,0.1283703803834363,-1.7221434805157263
315,64139d773ac9a0278d479b1c_study6_2023-08-14_15h13.26.605.csv,0.666666667,-2.441435367804411,0.5,0.25,2.6572,0.9356,0.10383439053730714,7,1,4,1.0438401810810622,-1.5554768135157264
316,64139d773ac9a0278d479b1c_study6_2023-08-14_15h13.26.605.csv,0.666666667,-2.441435367804411,0.5,0.25,1.5713,0.9356,1.1038343905373071,1,1,4,0.5184705464860622,-1.5554768135157264
317,64139d773ac9a0278d479b1c_study6_2023-08-14_15h13.26.605.csv,0.666666667,-2.441435367804411,0.5,0.25,4.0775,0.9356,5.103834390537307,3,1,4,1.472051299785145,-1.5554768135157264
318,64139d773ac9a0278d479b1c_study6_2023-08-14_15h13.26.605.csv,0.666666667,-2.441435367804411,0.5,0.25,3.677,0.9356,6.103834390537307,4,1,4,1.368664446591248,-1.5554768135157264
319,5f280d1533b5cf085a06e2ad_study6_2023-08-14_15h17.07.536.csv,0.666666667,-2.441435367804411,0.5,0.25,0.7916,0.8542,1.1038343905373071,7,1,4,-0.07610914467895544,-1.5554768135157264
320,5f280d1533b5cf085a06e2ad_study6_2023-08-14_15h17.07.536.csv,0.666666667,-2.441435367804411,0.5,0.25,0.8778,0.8542,3.1038343905373074,6,1,4,0.02725341884676751,-1.5554768135157264
321,5f280d1533b5cf085a06e2ad_study6_2023-08-14_15h17.07.536.csv,0.666666667,-2.441435367804411,0.5,0.25,0.7677,0.8542,4.103834390537307,2,1,4,-0.10676632657351313,-1.5554768135157264
322,5f280d1533b5cf085a06e2ad_study6_2023-08-14_15h17.07.536.csv,0.666666667,-2.441435367804411,0.5,0.25,0.8846,0.8542,6.103834390537307,5,1,4,0.03497020702686039,-1.5554768135157264
323,609140cea1442672dd2141d7_study6_2023-08-14_17h33.29.125.csv,0.333333333,-2.691435367804411,0.5,0.0,1.5837,1.0084,1.1038343905373071,5,1,4,0.45139896518391565,-1.8888101475157262
324,609140cea1442672dd2141d7_study6_2023-08-14_17h33.29.125.csv,0.333333333,-2.691435367804411,0.5,0.0,1.1564,1.0084,2.1038343905373074,7,0,4,0.1369468148284263,-1.8888101475157262
325,609140cea1442672dd2141d7_study6_2023-08-14_17h33.29.125.csv,0.333333333,-2.691435367804411,0.5,0.0,1.2258,1.0084,3.1038343905373074,2,1,4,0.1952287757378667,-1.8888101475157262
326,609140cea1442672dd2141d7_study6_2023-08-14_17h33.29.125.csv,0.333333333,-2.691435367804411,0.5,0.0,0.9889,1.0084,5.103834390537307,3,0,4,-0.019526981037819604,-1.8888101475157262
327,5aafd9eff69e940001d88bf4_study6_2023-08-14_15h17.37.738.csv,0.666666667,-2.441435367804411,0.5,0.25,3.9869,1.08605,-0.8961656094626929,1,1,4,1.3004667256021827,-1.5554768135157264
328,5aafd9eff69e940001d88bf4_study6_2023-08-14_15h17.37.738.csv,0.666666667,-2.441435367804411,0.5,0.25,0.6682,1.08605,2.1038343905373074,4,1,4,-0.4857150100270463,-1.5554768135157264
329,5aafd9eff69e940001d88bf4_study6_2023-08-14_15h17.37.738.csv,0.666666667,-2.441435367804411,0.5,0.25,0.384,1.08605,3.1038343905373074,5,1,4,-1.0396599873619756,-1.5554768135157264
330,5aafd9eff69e940001d88bf4_study6_2023-08-14_15h17.37.738.csv,0.666666667,-2.441435367804411,0.5,0.25,1.1516,1.08605,4.103834390537307,0,1,4,0.05860501878831832,-1.5554768135157264
331,5b648251bd56550001bf31fd_study6_2023-08-14_16h13.15.663.csv,0.5,-2.191435367804411,0.25,0.0,7.315,0.9107,-0.8961656094626929,0,1,4,2.083468778880452,-1.7221434805157263
332,5b648251bd56550001bf31fd_study6_2023-08-14_16h13.15.663.csv,0.5,-2.191435367804411,0.25,0.0,6.4153,0.9107,1.1038343905373071,7,1,4,1.9522275067761057,-1.7221434805157263
333,5b648251bd56550001bf31fd_study6_2023-08-14_16h13.15.663.csv,0.5,-2.191435367804411,0.25,0.0,6.2298,0.9107,3.1038343905373074,2,1,4,1.9228859739636905,-1.7221434805157263
335,5study6_2023-08-14_17h35.30.229.csv,0.166666667,-2.941435367804411,0.25,0.0,0.8193,0.919,1.1038343905373071,5,0,4,-0.11483580520791806,-2.0554768135157264
336,5study6_2023-08-14_17h35.30.229.csv,0.166666667,-2.941435367804411,0.25,0.0,1.0001,0.919,2.1038343905373074,2,0,4,0.08456915162678331,-2.0554768135157264
337,5study6_2023-08-14_17h35.30.229.csv,0.166666667,-2.941435367804411,0.25,0.0,1.015,0.919,4.103834390537307,0,1,4,0.09935776912020049,-2.0554768135157264
338,5study6_2023-08-14_18h25.13.383.csv,0.0,-2.191435367804411,0.25,0.0,4.4551,0.8338,-0.8961656094626929,1,0,4,1.6758112208954032,-2.2221434805157263
339,5study6_2023-08-14_18h25.13.383.csv,0.0,-2.191435367804411,0.25,0.0,0.8714,0.8338,1.1038343905373071,6,0,4,0.04410754823664525,-2.2221434805157263
340,5study6_2023-08-14_18h25.13.383.csv,0.0,-2.191435367804411,0.25,0.0,0.9723,0.8338,2.1038343905373074,0,0,4,0.1536708333689149,-2.2221434805157263
341,5study6_2023-08-14_18h25.13.383.csv,0.0,-2.191435367804411,0.25,0.0,0.4846,0.8338,3.1038343905373074,2,0,4,-0.5426697570642712,-2.2221434805157263
342,63ed27349738654dde4655ae_study6_2023-08-14_17h33.35.679.csv,0.666666667,-2.441435367804411,0.5,0.25,0.6073,0.6834,0.10383439053730714,4,1,4,-0.11805743677766184,-1.5554768135157264
343,63ed27349738654dde4655ae_study6_2023-08-14_17h33.35.679.csv,0.666666667,-2.441435367804411,0.5,0.25,0.2845,0.6834,4.103834390537307,1,1,4,-0.876347086114806,-1.5554768135157264
344,63ed27349738654dde4655ae_study6_2023-08-14_17h33.35.679.csv,0.666666667,-2.441435367804411,0.5,0.25,0.3414,0.6834,5.103834390537307,5,1,4,-0.6940255293208513,-1.5554768135157264
345,63ed27349738654dde4655ae_study6_2023-08-14_17h33.35.679.csv,0.666666667,-2.441435367804411,0.5,0.25,0.3768,0.6834,6.103834390537307,7,1,4,-0.5953657969789835,-1.5554768135157264
346,614e2446523bb49af662fb62_study6_2023-08-14_12h09.04.866.csv,0.5,-2.941435367804411,0.25,0.25,5.323,0.7292,2.1038343905373074,5,0,4,1.9878442903682496,-1.7221434805157263
347,614e2446523bb49af662fb62_study6_2023-08-14_12h09.04.866.csv,0.5,-2.941435367804411,0.25,0.25,0.4862,0.7292,4.103834390537307,6,1,4,-0.40532798092248484,-1.7221434805157263
348,614e2446523bb49af662fb62_study6_2023-08-14_12h09.04.866.csv,0.5,-2.941435367804411,0.25,0.25,2.3757,0.7292,5.103834390537307,7,1,4,1.1810993670799685,-1.7221434805157263
349,614e2446523bb49af662fb62_study6_2023-08-14_12h09.04.866.csv,0.5,-2.941435367804411,0.25,0.25,1.8615,0.7292,6.103834390537307,0,1,4,0.9371898505082635,-1.7221434805157263
350,5study6_2023-08-14_16h13.23.056.csv,0.666666667,-2.441435367804411,0.5,0.25,1.5071,0.76845,1.1038343905373071,7,1,4,0.6735670543723098,-1.5554768135157264
351,5study6_2023-08-14_16h13.23.056.csv,0.666666667,-2.441435367804411,0.5,0.25,0.4757,0.76845,2.1038343905373074,4,1,4,-0.4795880956150852,-1.5554768135157264
352,5study6_2023-08-14_16h13.23.056.csv,0.666666667,-2.441435367804411,0.5,0.25,0.6513,0.76845,4.103834390537307,2,1,4,-0.16540513350096517,-1.5554768135157264
353,5study6_2023-08-14_16h13.23.056.csv,0.666666667,-2.441435367804411,0.5,0.25,1.185,0.76845,5.103834390537307,3,1,4,0.43312255451591075,-1.5554768135157264
354,63d196c147d1f420690e5b87_study6_2023-08-18_01h08.31.061.csv,0.333333333,-2.691435367804411,0.25,0.0,4.2667,0.8573,-0.8961656094626929,3,1,4,1.6048080580243713,-1.8888101475157262
355,63d196c147d1f420690e5b87_study6_2023-08-18_01h08.31.061.csv,0.333333333,-2.691435367804411,0.25,0.0,1.9854,0.8573,1.1038343905373071,7,0,4,0.8397877684709114,-1.8888101475157262
356,63d196c147d1f420690e5b87_study6_2023-08-18_01h08.31.061.csv,0.333333333,-2.691435367804411,0.25,0.0,0.8003,0.8573,4.103834390537307,2,1,4,-0.06880125831170966,-1.8888101475157262
357,63d196c147d1f420690e5b87_study6_2023-08-18_01h08.31.061.csv,0.333333333,-2.691435367804411,0.25,0.0,1.5026,0.8573,5.103834390537307,4,0,4,0.5611643042503499,-1.8888101475157262
358,62f3b543dce069211e8e982c_study6_2023-08-14_17h41.48.779.csv,0.333333333,-2.441435367804411,0.25,0.0,1.1419,0.9003,0.10383439053730714,5,0,4,0.23772077959317114,-1.8888101475157262
359,62f3b543dce069211e8e982c_study6_2023-08-14_17h41.48.779.csv,0.333333333,-2.441435367804411,0.25,0.0,0.7707,0.9003,3.1038343905373074,3,0,4,-0.1554288483304834,-1.8888101475157262
360,62f3b543dce069211e8e982c_study6_2023-08-14_17h41.48.779.csv,0.333333333,-2.441435367804411,0.25,0.0,0.8524,0.9003,4.103834390537307,4,1,4,-0.05467214088996899,-1.8888101475157262
361,62f3b543dce069211e8e982c_study6_2023-08-14_17h41.48.779.csv,0.333333333,-2.441435367804411,0.25,0.0,1.7076,0.9003,5.103834390537307,7,1,4,0.6401161137693758,-1.8888101475157262
362,55da1c4669dbc30010b67569_study6_2023-08-14_18h05.01.462.csv,0.0,-2.441435367804411,0.5,0.25,1.1511,0.8839,0.10383439053730714,5,0,4,0.2641293518541141,-2.2221434805157263
363,55da1c4669dbc30010b67569_study6_2023-08-14_18h05.01.462.csv,0.0,-2.441435367804411,0.5,0.25,1.4027,0.8839,1.1038343905373071,0,0,4,0.4618102956587234,-2.2221434805157263
364,55da1c4669dbc30010b67569_study6_2023-08-14_18h05.01.462.csv,0.0,-2.441435367804411,0.5,0.25,1.7735,0.8839,3.1038343905373074,1,0,4,0.6963663401467742,-2.2221434805157263
365,55da1c4669dbc30010b67569_study6_2023-08-14_18h05.01.462.csv,0.0,-2.441435367804411,0.5,0.25,0.8914,0.8839,6.103834390537307,4,0,4,0.008449326445553122,-2.2221434805157263
366,5study6_2023-08-14_17h32.13.327.csv,0.166666667,-2.441435367804411,0.5,0.0,1.1041,0.6859,0.10383439053730714,4,0,4,0.4760539579398158,-2.0554768135157264
367,5study6_2023-08-14_17h32.13.327.csv,0.166666667,-2.441435367804411,0.5,0.0,1.0754,0.6859,2.1038343905373074,3,1,4,0.44971611987030197,-2.0554768135157264
368,5study6_2023-08-14_17h32.13.327.csv,0.166666667,-2.441435367804411,0.5,0.0,3.0949,0.6859,3.1038343905373074,6,0,4,1.5067790299137298,-2.0554768135157264
369,5study6_2023-08-14_17h32.13.327.csv,0.166666667,-2.441435367804411,0.5,0.0,0.7708,0.6859,6.103834390537307,1,0,4,0.11669709203493568,-2.0554768135157264
370,644e757b60476ac7d5a7717a_study6_2023-08-14_11h43.28.021.csv,0.0,-2.441435367804411,0.5,0.0,3.2439,0.95095,-0.8961656094626929,2,0,4,1.2270701036919311,-2.2221434805157263
371,644e757b60476ac7d5a7717a_study6_2023-08-14_11h43.28.021.csv,0.0,-2.441435367804411,0.5,0.0,0.6577,0.95095,2.1038343905373074,4,0,4,-0.36871258462036477,-2.2221434805157263
372,644e757b60476ac7d5a7717a_study6_2023-08-14_11h43.28.021.csv,0.0,-2.441435367804411,0.5,0.0,1.7069,0.95095,4.103834390537307,7,0,4,0.5849726538426172,-2.2221434805157263
373,644e757b60476ac7d5a7717a_study6_2023-08-14_11h43.28.021.csv,0.0,-2.441435367804411,0.5,0.0,2.058,0.95095,6.103834390537307,0,0,4,0.7720284314663247,-2.2221434805157263
374,5study6_2023-08-17_19h08.56.829.csv,0.333333333,-2.191435367804411,0.25,0.0,2.407,0.847,-0.8961656094626929,2,0,4,1.0444357431310176,-1.8888101475157262
375,5study6_2023-08-17_19h08.56.829.csv,0.333333333,-2.191435367804411,0.25,0.0,1.888,0.847,0.10383439053730714,0,1,4,0.8015726520533916,-1.8888101475157262
376,5study6_2023-08-17_19h08.56.829.csv,0.333333333,-2.191435367804411,0.25,0.0,1.458,0.847,4.103834390537307,7,0,4,0.5431202179165491,-1.8888101475157262
377,5study6_2023-08-17_19h08.56.829.csv,0.333333333,-2.191435367804411,0.25,0.0,1.229,0.847,6.103834390537307,4,1,4,0.37225541491398056,-1.8888101475157262
378,56ce42d9465e580006846f57_study6_2023-08-14_15h13.17.694.csv,0.666666667,-2.441435367804411,0.5,0.0,3.1203,0.7201,-0.8961656094626929,0,1,4,1.466294338772376,-1.5554768135157264
379,56ce42d9465e580006846f57_study6_2023-08-14_15h13.17.694.csv,0.666666667,-2.441435367804411,0.5,0.0,2.4843,0.7201,1.1038343905373071,7,1,4,1.2383561174529432,-1.5554768135157264
380,56ce42d9465e580006846f57_study6_2023-08-14_15h13.17.694.csv,0.666666667,-2.441435367804411,0.5,0.0,0.9902,0.7201,4.103834390537307,3,1,4,0.3185168516725015,-1.5554768135157264
381,56ce42d9465e580006846f57_study6_2023-08-14_15h13.17.694.csv,0.666666667,-2.441435367804411,0.5,0.0,0.7364,0.7201,5.103834390537307,5,1,4,0.022383358104101688,-1.5554768135157264
382,5Bee_study6_2023-08-14_12h49.38.721.csv,0.5,-2.441435367804411,0.5,0.0,1.2341,0.73,0.10383439053730714,4,1,4,0.525052704316701,-1.7221434805157263
383,5Bee_study6_2023-08-14_12h49.38.721.csv,0.5,-2.441435367804411,0.5,0.0,0.7023,0.73,2.1038343905373074,3,1,4,-0.038683870977462,-1.7221434805157263
384,5Bee_study6_2023-08-14_12h49.38.721.csv,0.5,-2.441435367804411,0.5,0.0,0.6501,0.73,3.1038343905373074,5,1,4,-0.11591833693201367,-1.7221434805157263
385,5Bee_study6_2023-08-14_12h49.38.721.csv,0.5,-2.441435367804411,0.5,0.0,1.151,0.73,5.103834390537307,1,0,4,0.4553418745794459,-1.7221434805157263
386,5c3b70640eaa0100018ea877_study6_2023-08-17_20h08.23.247.csv,0.666666667,-2.691435367804411,0.25,0.0,0.631,1.223,1.1038343905373071,5,1,4,-0.6617562731459593,-1.5554768135157264
387,5c3b70640eaa0100018ea877_study6_2023-08-17_20h08.23.247.csv,0.666666667,-2.691435367804411,0.25,0.0,1.624,1.223,2.1038343905373074,6,1,4,0.28358538503445097,-1.5554768135157264
388,5c3b70640eaa0100018ea877_study6_2023-08-17_20h08.23.247.csv,0.666666667,-2.691435367804411,0.25,0.0,0.913,1.223,4.103834390537307,0,1,4,-0.2923262550922039,-1.5554768135157264
389,5c3b70640eaa0100018ea877_study6_2023-08-17_20h08.23.247.csv,0.666666667,-2.691435367804411,0.25,0.0,1.371,1.223,5.103834390537307,3,1,4,0.11423354387514194,-1.5554768135157264
390,5study6_2023-08-14_15h13.08.651.csv,0.166666667,-2.691435367804411,0.25,0.0,2.0288,0.8466,0.10383439053730714,6,0,4,0.8739714361560833,-2.0554768135157264
391,5study6_2023-08-14_15h13.08.651.csv,0.166666667,-2.691435367804411,0.25,0.0,0.2846,0.8466,2.1038343905373074,0,0,4,-1.0901436424310713,-2.0554768135157264
392,5study6_2023-08-14_15h13.08.651.csv,0.166666667,-2.691435367804411,0.25,0.0,1.353,0.8466,5.103834390537307,5,0,4,0.4688513000839647,-2.0554768135157264
393,5study6_2023-08-14_15h13.08.651.csv,0.166666667,-2.691435367804411,0.25,0.0,0.3985,0.8466,6.103834390537307,1,1,4,-0.7535208298565536,-2.0554768135157264
394,6483648c280beabafcb3797e_study6_2023-08-14_17h35.17.544.csv,0.5,-2.691435367804411,0.5,0.25,3.0055,0.887,0.10383439053730714,6,1,4,1.2203542401696372,-1.7221434805157263
395,6483648c280beabafcb3797e_study6_2023-08-14_17h35.17.544.csv,0.5,-2.691435367804411,0.5,0.25,0.6225,0.887,2.1038343905373074,2,1,4,-0.3541013539707167,-1.7221434805157263
396,6483648c280beabafcb3797e_study6_2023-08-14_17h35.17.544.csv,0.5,-2.691435367804411,0.5,0.25,0.7105,0.887,5.103834390537307,4,1,4,-0.22187603477242415,-1.7221434805157263
397,6483648c280beabafcb3797e_study6_2023-08-14_17h35.17.544.csv,0.5,-2.691435367804411,0.5,0.25,0.3854,0.887,6.103834390537307,0,0,4,-0.8335632263293135,-1.7221434805157263
398,61237068bc84f5037bd32443_study6_2023-08-14_19h33.06.044.csv,0.666666667,-2.941435367804411,0.25,0.0,1.4315,0.85375,0.10383439053730714,4,1,4,0.5168397136531699,-1.5554768135157264
399,61237068bc84f5037bd32443_study6_2023-08-14_19h33.06.044.csv,0.666666667,-2.941435367804411,0.25,0.0,1.0545,0.85375,2.1038343905373074,2,1,4,0.21118358903382944,-1.5554768135157264
400,61237068bc84f5037bd32443_study6_2023-08-14_19h33.06.044.csv,0.666666667,-2.941435367804411,0.25,0.0,2.9734,0.85375,3.1038343905373074,7,1,4,1.2478229472942506,-1.5554768135157264
401,61237068bc84f5037bd32443_study6_2023-08-14_19h33.06.044.csv,0.666666667,-2.941435367804411,0.25,0.0,0.5352,0.85375,6.103834390537307,3,1,4,-0.4669979020709811,-1.5554768135157264
402,5study6_2023-08-14_15h18.10.842.csv,0.666666667,-2.691435367804411,0.25,0.0,2.9022,0.9802,1.1038343905373071,4,1,4,1.0854677165815454,-1.5554768135157264
403,5study6_2023-08-14_15h18.10.842.csv,0.666666667,-2.691435367804411,0.25,0.0,2.9278,0.9802,4.103834390537307,5,1,4,1.0942499342618643,-1.5554768135157264
404,5study6_2023-08-14_15h18.10.842.csv,0.666666667,-2.691435367804411,0.25,0.0,1.5047,0.9802,5.103834390537307,0,1,4,0.42859218928938525,-1.5554768135157264
405,5study6_2023-08-14_15h18.10.842.csv,0.666666667,-2.691435367804411,0.25,0.0,1.7999,0.9802,6.103834390537307,6,1,4,0.6077297543099863,-1.5554768135157264
