,sub,PR Evidence,bias_highbaserate,pre_map_change,post_map_change,rt_planning_pr,median_RT_actionselection,trial_num,planning_q,PR_individual_answers,experiment,log_rt_planning
154,5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv,0.333333333,0.75,0.25,0.5,0.6171,0.99385,7.105009685389681,1,0,1,-0.476555204509587
155,5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv,0.333333333,0.75,0.25,0.5,0.6736,0.99385,8.10500968538968,1,0,1,-0.3889498269084911
156,5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv,0.0,0.5,1.0,1.0,9.4198,0.4025,-0.8949903146103193,1,0,1,3.1528740390638954
157,5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv,0.0,0.5,1.0,1.0,1.7758,0.4025,0.1050096853896807,1,0,1,1.4843112077396083
158,5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv,0.0,0.5,1.0,1.0,0.9019,0.4025,1.1050096853896807,1,0,1,0.8068085523130443
159,5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv,0.0,0.5,1.0,1.0,0.8688,0.4025,2.105009685389681,1,0,1,0.7694178523210529
160,5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv,0.0,0.5,1.0,1.0,0.772,0.4025,5.105009685389681,1,0,1,0.651289453166158
161,5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv,0.0,0.5,1.0,1.0,1.5092,0.4025,8.10500968538968,1,0,1,1.3216398912315375
162,5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv,1.0,0.5,1.0,0.5,3.282,0.9235,-0.8949903146103193,1,1,1,1.2680374720107415
163,5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv,1.0,0.5,1.0,0.5,0.587,0.9235,2.105009685389681,1,1,1,-0.4531459798111983
164,5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv,1.0,0.5,1.0,0.5,0.56,0.9235,3.105009685389681,1,1,1,-0.5002340159100995
165,5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv,1.0,0.5,1.0,0.5,0.619,0.9235,4.105009685389681,1,1,1,-0.4000655269546985
166,5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv,1.0,0.5,1.0,0.5,0.686,0.9235,6.105009685389681,1,1,1,-0.2972931719134093
167,5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv,1.0,0.5,1.0,0.5,0.357,0.9235,8.10500968538968,1,1,1,-0.9504350178596557
168,5Loredana_study2_2022-11-23_10h54.43.783.csv,0.333333333,0.5,1.0,0.5,1.0003,0.2668,1.1050096853896807,1,1,1,1.3215559199496665
169,5Loredana_study2_2022-11-23_10h54.43.783.csv,0.333333333,0.5,1.0,0.5,1.6836,0.2668,2.105009685389681,1,0,1,1.842190322854947
170,5Loredana_study2_2022-11-23_10h54.43.783.csv,0.333333333,0.5,1.0,0.5,0.4495,0.2668,3.105009685389681,1,0,1,0.5216365398702064
171,5Loredana_study2_2022-11-23_10h54.43.783.csv,0.333333333,0.5,1.0,0.5,0.6003,0.2668,6.105009685389681,1,0,1,0.8109302162163288
172,5Loredana_study2_2022-11-23_10h54.43.783.csv,0.333333333,0.5,1.0,0.5,0.3335,0.2668,7.105009685389681,1,0,1,0.22314355131420993
173,5Loredana_study2_2022-11-23_10h54.43.783.csv,0.333333333,0.5,1.0,0.5,0.7248,0.2668,8.10500968538968,1,1,1,0.999396440687301
174,60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv,0.833333333,0.5,1.0,0.5,1.502,0.369,0.1050096853896807,1,1,1,1.403756188283553
175,60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv,0.833333333,0.5,1.0,0.5,0.502,0.369,2.105009685389681,1,1,1,0.3078034756512021
176,60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv,0.833333333,0.5,1.0,0.5,1.618,0.369,3.105009685389681,1,0,1,1.4781494535779098
177,60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv,0.833333333,0.5,1.0,0.5,0.552,0.369,4.105009685389681,1,1,1,0.40275140223656825
178,60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv,0.833333333,0.5,1.0,0.5,0.418,0.369,5.105009685389681,1,1,1,0.12468478848422908
179,60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv,0.833333333,0.5,1.0,0.5,0.418,0.369,7.105009685389681,1,1,1,0.12468478848422908
180,617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,0.5,0.5,1.0,1.0,5.1065,0.6209,-0.8949903146103193,1,1,1,2.1070994786473065
181,617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,0.5,0.5,1.0,1.0,1.0064,0.6209,2.105009685389681,1,1,1,0.48296484757532887
182,617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,0.5,0.5,1.0,1.0,3.4747,0.6209,4.105009685389681,1,0,1,1.722093384966064
183,617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,0.5,0.5,1.0,1.0,1.8963,0.6209,5.105009685389681,1,0,1,1.1164898597755157
184,617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,0.5,0.5,1.0,1.0,1.1548,0.6209,7.105009685389681,1,1,1,0.620512409417933
185,617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,0.5,0.5,1.0,1.0,1.6437,0.6209,8.10500968538968,1,0,1,0.9735350388416325
186,5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,1.0,0.75,0.75,0.25,7.2356,1.15495,-0.8949903146103193,1,1,1,1.8349562338519172
187,5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,1.0,0.75,0.75,0.25,1.2589,1.15495,0.1050096853896807,1,1,1,0.08618127079665075
188,5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,1.0,0.75,0.75,0.25,0.5639,1.15495,1.1050096853896807,1,1,1,-0.7169354011624264
189,5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,1.0,0.75,0.75,0.25,0.5022,1.15495,2.105009685389681,1,1,1,-0.8328138852520782
190,5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,1.0,0.75,0.75,0.25,0.5693,1.15495,3.105009685389681,1,1,1,-0.7074047960185266
191,5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,1.0,0.75,0.75,0.25,0.7678,1.15495,8.10500968538968,1,1,1,-0.4082830494088655
192,5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,0.0,0.5,1.0,1.0,1.1577,0.83885,-0.8949903146103193,1,0,1,0.3221586509952733
193,5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,0.0,0.5,1.0,1.0,0.8189,0.83885,0.1050096853896807,1,0,1,-0.024069929940266896
194,5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,0.0,0.5,1.0,1.0,0.6331,0.83885,1.1050096853896807,1,0,1,-0.28140351866632857
195,5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,0.0,0.5,1.0,1.0,0.8987,0.83885,5.105009685389681,1,0,1,0.06891736844791832
196,5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,0.0,0.5,1.0,1.0,0.4648,0.83885,6.105009685389681,1,0,1,-0.590424700678708
197,5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,0.0,0.5,1.0,1.0,0.36,0.83885,7.105009685389681,1,0,1,-0.8459278747662538
198,5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv,0.666666667,0.5,1.0,0.0,2.393,0.3945,2.105009685389681,1,0,1,1.802683947622444
199,5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv,0.666666667,0.5,1.0,0.0,4.097,0.3945,3.105009685389681,1,1,1,2.340391137260942
200,5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv,0.666666667,0.5,1.0,0.0,0.902,0.3945,4.105009685389681,1,1,1,0.8269953797766948
201,5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv,0.666666667,0.5,1.0,0.0,0.788,0.3945,5.105009685389681,1,1,1,0.6918789495719502
202,5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv,0.666666667,0.5,1.0,0.0,0.762,0.3945,6.105009685389681,1,1,1,0.6583274154007173
203,5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv,0.666666667,0.5,1.0,0.0,0.581,0.3945,8.10500968538968,1,0,1,0.3871316165659822
204,601af58d7a38a0411f4605c9_study2_2022-11-23_10h51.30.419.csv,0.666666667,0.5,1.0,0.5,1.8581,0.2314,-0.8949903146103193,1,1,1,2.083161924479133
205,601af58d7a38a0411f4605c9_study2_2022-11-23_10h51.30.419.csv,0.666666667,0.5,1.0,0.5,1.7421,0.2314,1.1050096853896807,1,0,1,2.0186987462865376
206,601af58d7a38a0411f4605c9_study2_2022-11-23_10h51.30.419.csv,0.666666667,0.5,1.0,0.5,0.3274,0.2314,2.105009685389681,1,1,1,0.3470348501774585
207,601af58d7a38a0411f4605c9_study2_2022-11-23_10h51.30.419.csv,0.666666667,0.5,1.0,0.5,0.462,0.2314,3.105009685389681,1,1,1,0.6914170763221628
208,601af58d7a38a0411f4605c9_study2_2022-11-23_10h51.30.419.csv,0.666666667,0.5,1.0,0.5,0.3977,0.2314,6.105009685389681,1,1,1,0.5415501374540688
209,601af58d7a38a0411f4605c9_study2_2022-11-23_10h51.30.419.csv,0.666666667,0.5,1.0,0.5,0.346,0.2314,7.105009685389681,1,0,1,0.40229096029814804
210,5df2235d5a34251266ea645e_study2_2022-11-23_11h39.52.089.csv,0.833333333,0.5,1.0,1.0,1.0513,0.7965,0.1050096853896807,1,0,1,0.2775556432316819
211,5df2235d5a34251266ea645e_study2_2022-11-23_11h39.52.089.csv,0.833333333,0.5,1.0,1.0,0.7872,0.7965,1.1050096853896807,1,1,1,-0.011744783612059537
212,5df2235d5a34251266ea645e_study2_2022-11-23_11h39.52.089.csv,0.833333333,0.5,1.0,1.0,0.5012,0.7965,2.105009685389681,1,1,1,-0.46322190632818994
213,5df2235d5a34251266ea645e_study2_2022-11-23_11h39.52.089.csv,0.833333333,0.5,1.0,1.0,0.9406,0.7965,4.105009685389681,1,1,1,0.16629084016084444
214,5df2235d5a34251266ea645e_study2_2022-11-23_11h39.52.089.csv,0.833333333,0.5,1.0,1.0,3.993,0.7965,6.105009685389681,1,1,1,1.6120709777131181
215,5df2235d5a34251266ea645e_study2_2022-11-23_11h39.52.089.csv,0.833333333,0.5,1.0,1.0,0.81,0.7965,8.10500968538968,1,1,1,0.016807118316381407
216,5PARTICIPANT_study2_2022-11-23_11h51.47.768.csv,0.666666667,0.75,0.75,0.25,17.6542,1.2132,0.1050096853896807,1,0,1,2.677712218578889
217,5PARTICIPANT_study2_2022-11-23_11h51.47.768.csv,0.666666667,0.75,0.75,0.25,13.6105,1.2132,1.1050096853896807,1,1,1,2.417580056849146
218,5PARTICIPANT_study2_2022-11-23_11h51.47.768.csv,0.666666667,0.75,0.75,0.25,14.5862,1.2132,4.105009685389681,1,1,1,2.4868143794141644
219,5PARTICIPANT_study2_2022-11-23_11h51.47.768.csv,0.666666667,0.75,0.75,0.25,26.0144,1.2132,5.105009685389681,1,0,1,3.0653887340268646
220,5PARTICIPANT_study2_2022-11-23_11h51.47.768.csv,0.666666667,0.75,0.75,0.25,5.8394,1.2132,6.105009685389681,1,1,1,1.5713665550037321
221,5PARTICIPANT_study2_2022-11-23_11h51.47.768.csv,0.666666667,0.75,0.75,0.25,7.8784,1.2132,7.105009685389681,1,1,1,1.8708633407356536
222,609568823ff056b77e565445_study2_2022-11-22_13h59.57.028.csv,0.666666667,0.5,1.0,0.0,0.9864,0.7171,0.1050096853896807,1,1,1,0.31884665096160536
223,609568823ff056b77e565445_study2_2022-11-22_13h59.57.028.csv,0.666666667,0.5,1.0,0.0,0.4176,0.7171,2.105009685389681,1,1,1,-0.5406912643201002
224,609568823ff056b77e565445_study2_2022-11-22_13h59.57.028.csv,0.666666667,0.5,1.0,0.0,0.4079,0.7171,3.105009685389681,1,0,1,-0.5641932545650165
225,609568823ff056b77e565445_study2_2022-11-22_13h59.57.028.csv,0.666666667,0.5,1.0,0.0,0.4656,0.7171,6.105009685389681,1,1,1,-0.43188840447130106
226,609568823ff056b77e565445_study2_2022-11-22_13h59.57.028.csv,0.666666667,0.5,1.0,0.0,0.3004,0.7171,7.105009685389681,1,1,1,-0.8701003809985495
227,609568823ff056b77e565445_study2_2022-11-22_13h59.57.028.csv,0.666666667,0.5,1.0,0.0,0.2893,0.7171,8.10500968538968,1,0,1,-0.9077510889064396
228,5db1bba0e20f58000b8717f6_study2_2022-11-23_11h57.41.157.csv,0.333333333,0.5,0.5,0.25,2.1059,0.9876,-0.8949903146103193,1,0,1,0.7572204507147083
229,5db1bba0e20f58000b8717f6_study2_2022-11-23_11h57.41.157.csv,0.333333333,0.5,0.5,0.25,0.754,0.9876,1.1050096853896807,1,0,1,-0.2698853894630684
230,5db1bba0e20f58000b8717f6_study2_2022-11-23_11h57.41.157.csv,0.333333333,0.5,0.5,0.25,1.4558,0.9876,2.105009685389681,1,0,1,0.38803309921313306
231,5db1bba0e20f58000b8717f6_study2_2022-11-23_11h57.41.157.csv,0.333333333,0.5,0.5,0.25,1.5738,0.9876,3.105009685389681,1,0,1,0.4659705986298586
232,5db1bba0e20f58000b8717f6_study2_2022-11-23_11h57.41.157.csv,0.333333333,0.5,0.5,0.25,1.6338,0.9876,5.105009685389681,1,1,1,0.5033861114367444
233,5db1bba0e20f58000b8717f6_study2_2022-11-23_11h57.41.157.csv,0.333333333,0.5,0.5,0.25,0.6045,0.9876,7.105009685389681,1,1,1,-0.490876087416177
234,5ea1965fc546e204bb568292_study2_2022-11-23_10h51.08.039.csv,0.333333333,0.5,0.5,0.75,0.6168,0.9517,0.1050096853896807,1,0,1,-0.4337050368291779
235,5ea1965fc546e204bb568292_study2_2022-11-23_10h51.08.039.csv,0.333333333,0.5,0.5,0.75,0.5537,0.9517,1.1050096853896807,1,0,1,-0.5416268352493763
236,5ea1965fc546e204bb568292_study2_2022-11-23_10h51.08.039.csv,0.333333333,0.5,0.5,0.75,0.4253,0.9517,3.105009685389681,1,1,1,-0.8054550568187099
237,5ea1965fc546e204bb568292_study2_2022-11-23_10h51.08.039.csv,0.333333333,0.5,0.5,0.75,0.5269,0.9517,6.105009685389681,1,0,1,-0.5912390818630576
238,5ea1965fc546e204bb568292_study2_2022-11-23_10h51.08.039.csv,0.333333333,0.5,0.5,0.75,0.8665,0.9517,7.105009685389681,1,0,1,-0.09378774992263686
239,5ea1965fc546e204bb568292_study2_2022-11-23_10h51.08.039.csv,0.333333333,0.5,0.5,0.75,0.4609,0.9517,8.10500968538968,1,1,1,-0.7250687593518352
240,595ceea8dd044900012ce64a_study2_2022-11-23_09h51.24.946.csv,0.333333333,0.5,1.0,0.0,1.1336,0.74475,-0.8949903146103193,1,1,1,0.42010509678307895
241,595ceea8dd044900012ce64a_study2_2022-11-23_09h51.24.946.csv,0.333333333,0.5,1.0,0.0,0.7845,0.74475,0.1050096853896807,1,1,1,0.05199798057969558
242,595ceea8dd044900012ce64a_study2_2022-11-23_09h51.24.946.csv,0.333333333,0.5,1.0,0.0,0.9881,0.74475,1.1050096853896807,1,0,1,0.28273531560752535
243,595ceea8dd044900012ce64a_study2_2022-11-23_09h51.24.946.csv,0.333333333,0.5,1.0,0.0,0.0553,0.74475,3.105009685389681,1,0,1,-2.6002756830651026
244,595ceea8dd044900012ce64a_study2_2022-11-23_09h51.24.946.csv,0.333333333,0.5,1.0,0.0,1.3649,0.74475,6.105009685389681,1,0,1,0.6057878532687582
245,595ceea8dd044900012ce64a_study2_2022-11-23_09h51.24.946.csv,0.333333333,0.5,1.0,0.0,0.64,0.74475,8.10500968538968,1,0,1,-0.15158041523967414
246,6165cce4ebbd0d82c75e40fc_study2_2022-11-23_11h53.08.899.csv,0.833333333,0.5,1.0,0.0,1.1786,0.3434,0.1050096853896807,1,1,1,1.2331866239404379
247,6165cce4ebbd0d82c75e40fc_study2_2022-11-23_11h53.08.899.csv,0.833333333,0.5,1.0,0.0,0.8621,0.3434,1.1050096853896807,1,0,1,0.9204753247525043
248,6165cce4ebbd0d82c75e40fc_study2_2022-11-23_11h53.08.899.csv,0.833333333,0.5,1.0,0.0,0.5098,0.3434,3.105009685389681,1,1,1,0.39512254347864
249,6165cce4ebbd0d82c75e40fc_study2_2022-11-23_11h53.08.899.csv,0.833333333,0.5,1.0,0.0,0.4137,0.3434,5.105009685389681,1,1,1,0.18624512500399074
250,6165cce4ebbd0d82c75e40fc_study2_2022-11-23_11h53.08.899.csv,0.833333333,0.5,1.0,0.0,0.5281,0.3434,6.105009685389681,1,1,1,0.4303897112495124
251,6165cce4ebbd0d82c75e40fc_study2_2022-11-23_11h53.08.899.csv,0.833333333,0.5,1.0,0.0,0.7259,0.3434,8.10500968538968,1,1,1,0.7485163158274198
252,591a1f4800a5650001276188_study2_2022-11-23_11h03.13.123.csv,0.5,0.75,0.75,1.0,0.667,0.199,0.1050096853896807,1,1,1,1.2094852211911313
253,591a1f4800a5650001276188_study2_2022-11-23_11h03.13.123.csv,0.5,0.75,0.75,1.0,2.741,0.199,1.1050096853896807,1,1,1,2.622773271578293
254,591a1f4800a5650001276188_study2_2022-11-23_11h03.13.123.csv,0.5,0.75,0.75,1.0,0.62,0.199,2.105009685389681,1,0,1,1.1364146533146449
255,591a1f4800a5650001276188_study2_2022-11-23_11h03.13.123.csv,0.5,0.75,0.75,1.0,0.502,0.199,4.105009685389681,1,0,1,0.9252952949672368
256,591a1f4800a5650001276188_study2_2022-11-23_11h03.13.123.csv,0.5,0.75,0.75,1.0,1.771,0.199,5.105009685389681,1,0,1,2.185994813058341
257,591a1f4800a5650001276188_study2_2022-11-23_11h03.13.123.csv,0.5,0.75,0.75,1.0,0.355,0.199,8.10500968538968,1,1,1,0.5788129647509234
258,5PARTICIPANT_study2_2022-11-23_09h51.04.928.csv,0.833333333,0.5,1.0,0.75,2.3907,1.0677,-0.8949903146103193,1,1,1,0.8060794078875554
259,5PARTICIPANT_study2_2022-11-23_09h51.04.928.csv,0.833333333,0.5,1.0,0.75,1.3073,1.0677,0.1050096853896807,1,1,1,0.20245713938355753
260,5PARTICIPANT_study2_2022-11-23_09h51.04.928.csv,0.833333333,0.5,1.0,0.75,1.7011,1.0677,1.1050096853896807,1,1,1,0.4657682984312805
261,5PARTICIPANT_study2_2022-11-23_09h51.04.928.csv,0.833333333,0.5,1.0,0.75,4.6014,1.0677,4.105009685389681,1,1,1,1.4608538028146119
262,5PARTICIPANT_study2_2022-11-23_09h51.04.928.csv,0.833333333,0.5,1.0,0.75,2.3179,1.0677,6.105009685389681,1,1,1,0.7751548011463746
263,5PARTICIPANT_study2_2022-11-23_09h51.04.928.csv,0.833333333,0.5,1.0,0.75,1.3672,1.0677,8.10500968538968,1,0,1,0.2472580506171244
264,63174af7d57182f9bf90c094_study2_2022-11-23_09h51.09.126.csv,0.5,0.5,1.0,0.25,0.948,0.621,1.1050096853896807,1,1,1,0.423023420321543
265,63174af7d57182f9bf90c094_study2_2022-11-23_09h51.09.126.csv,0.5,0.5,1.0,0.25,0.785,0.621,2.105009685389681,1,1,1,0.2343526358489297
266,63174af7d57182f9bf90c094_study2_2022-11-23_09h51.09.126.csv,0.5,0.5,1.0,0.25,0.991,0.621,3.105009685389681,1,0,1,0.4673834523965092
267,63174af7d57182f9bf90c094_study2_2022-11-23_09h51.09.126.csv,0.5,0.5,1.0,0.25,1.029,0.621,4.105009685389681,1,0,1,0.5050116539005707
268,63174af7d57182f9bf90c094_study2_2022-11-23_09h51.09.126.csv,0.5,0.5,1.0,0.25,0.934,0.621,6.105009685389681,1,1,1,0.40814535629536386
269,63174af7d57182f9bf90c094_study2_2022-11-23_09h51.09.126.csv,0.5,0.5,1.0,0.25,1.375,0.621,7.105009685389681,1,0,1,0.7948779281671929
270,5PARTICIPANT_study2_2022-11-23_11h50.53.811.csv,0.666666667,0.5,1.0,1.0,2.0064,1.1315,-0.8949903146103193,1,0,1,0.5727978853650096
271,5PARTICIPANT_study2_2022-11-23_11h50.53.811.csv,0.666666667,0.5,1.0,1.0,0.1383,1.1315,0.1050096853896807,1,1,1,-2.1018742264028796
272,5PARTICIPANT_study2_2022-11-23_11h50.53.811.csv,0.666666667,0.5,1.0,1.0,0.8201,1.1315,1.1050096853896807,1,1,1,-0.32187318103122636
273,5PARTICIPANT_study2_2022-11-23_11h50.53.811.csv,0.666666667,0.5,1.0,1.0,2.2759,1.1315,2.105009685389681,1,1,1,0.6988313924762758
274,5PARTICIPANT_study2_2022-11-23_11h50.53.811.csv,0.666666667,0.5,1.0,1.0,0.7682,1.1315,4.105009685389681,1,0,1,-0.3872493491617876
275,5PARTICIPANT_study2_2022-11-23_11h50.53.811.csv,0.666666667,0.5,1.0,1.0,0.1455,1.1315,7.105009685389681,1,1,1,-2.051123378462045
276,60a50457d02bfc23c02d4717_study2_2022-11-23_11h52.24.756.csv,0.666666667,0.5,1.0,1.0,6.0068,1.0087,-0.8949903146103193,1,1,1,1.7842297877453361
277,60a50457d02bfc23c02d4717_study2_2022-11-23_11h52.24.756.csv,0.666666667,0.5,1.0,1.0,3.4056,1.0087,0.1050096853896807,1,0,1,1.216758762453153
278,60a50457d02bfc23c02d4717_study2_2022-11-23_11h52.24.756.csv,0.666666667,0.5,1.0,1.0,0.9541,1.0087,2.105009685389681,1,1,1,-0.05564916430298946
279,60a50457d02bfc23c02d4717_study2_2022-11-23_11h52.24.756.csv,0.666666667,0.5,1.0,1.0,1.924,1.0087,4.105009685389681,1,1,1,0.6457439791648621
280,60a50457d02bfc23c02d4717_study2_2022-11-23_11h52.24.756.csv,0.666666667,0.5,1.0,1.0,0.8037,1.0087,6.105009685389681,1,1,1,-0.227191586842117
281,60a50457d02bfc23c02d4717_study2_2022-11-23_11h52.24.756.csv,0.666666667,0.5,1.0,1.0,0.9733,1.0087,8.10500968538968,1,0,1,-0.03572529262834165
282,60e07fb75b201859ff688f91_study2_2022-11-23_12h05.15.406.csv,0.666666667,0.5,1.0,0.0,2.7155,0.34525,-0.8949903146103193,1,1,1,2.0624625851854983
283,60e07fb75b201859ff688f91_study2_2022-11-23_12h05.15.406.csv,0.666666667,0.5,1.0,0.0,0.5338,0.34525,1.1050096853896807,1,1,1,0.43575244468102237
284,60e07fb75b201859ff688f91_study2_2022-11-23_12h05.15.406.csv,0.666666667,0.5,1.0,0.0,0.0852,0.34525,3.105009685389681,1,1,1,-1.3992673584541315
285,60e07fb75b201859ff688f91_study2_2022-11-23_12h05.15.406.csv,0.666666667,0.5,1.0,0.0,0.3349,0.34525,4.105009685389681,1,1,1,-0.030436812489242637
286,60e07fb75b201859ff688f91_study2_2022-11-23_12h05.15.406.csv,0.666666667,0.5,1.0,0.0,0.6337,0.34525,5.105009685389681,1,0,1,0.6073068640400698
287,60e07fb75b201859ff688f91_study2_2022-11-23_12h05.15.406.csv,0.666666667,0.5,1.0,0.0,0.8581,0.34525,8.10500968538968,1,0,1,0.9104518505236738
288,5PARTICIPANT_study2_2022-11-23_09h52.22.659.csv,0.333333333,0.5,1.0,1.0,1.1907,0.5063,-0.8949903146103193,1,1,1,0.855167269481266
289,5PARTICIPANT_study2_2022-11-23_09h52.22.659.csv,0.333333333,0.5,1.0,1.0,0.0833,0.5063,0.1050096853896807,1,0,1,-1.8046808298030665
290,5PARTICIPANT_study2_2022-11-23_09h52.22.659.csv,0.333333333,0.5,1.0,1.0,1.0297,0.5063,1.1050096853896807,1,0,1,0.7098933976868417
291,5PARTICIPANT_study2_2022-11-23_09h52.22.659.csv,0.333333333,0.5,1.0,1.0,0.4045,0.5063,3.105009685389681,1,1,1,-0.22447764247731694
292,5PARTICIPANT_study2_2022-11-23_09h52.22.659.csv,0.333333333,0.5,1.0,1.0,0.3661,0.5063,5.105009685389681,1,0,1,-0.32422285884967295
293,5PARTICIPANT_study2_2022-11-23_09h52.22.659.csv,0.333333333,0.5,1.0,1.0,1.4528,0.5063,7.105009685389681,1,0,1,1.0541186288711655
294,5de42a01a7cb2401ccc682c3_study2_2022-11-23_11h28.58.420.csv,0.5,0.5,1.0,1.0,0.998,1.017,-0.8949903146103193,1,0,1,-0.018859119737095868
295,5de42a01a7cb2401ccc682c3_study2_2022-11-23_11h28.58.420.csv,0.5,0.5,1.0,1.0,0.641,1.017,2.105009685389681,1,0,1,-0.46158293912788984
296,5de42a01a7cb2401ccc682c3_study2_2022-11-23_11h28.58.420.csv,0.5,0.5,1.0,1.0,0.7265,1.017,3.105009685389681,1,1,1,-0.3363739130382223
297,5de42a01a7cb2401ccc682c3_study2_2022-11-23_11h28.58.420.csv,0.5,0.5,1.0,1.0,1.8112,1.017,4.105009685389681,1,1,1,0.5771324919603039
298,5de42a01a7cb2401ccc682c3_study2_2022-11-23_11h28.58.420.csv,0.5,0.5,1.0,1.0,0.5612,1.017,7.105009685389681,1,0,1,-0.5945350478202539
299,5de42a01a7cb2401ccc682c3_study2_2022-11-23_11h28.58.420.csv,0.5,0.5,1.0,1.0,0.4854,1.017,8.10500968538968,1,1,1,-0.7396391027560588
300,55b2d3f2fdf99b525bc839aa_study6_2023-08-14_11h59.05.301.csv,0.333333333,0.25,0.0,0.0,14.3636,0.8801,0.1050096853896807,5,0,4,2.792416970182193
301,55b2d3f2fdf99b525bc839aa_study6_2023-08-14_11h59.05.301.csv,0.333333333,0.25,0.0,0.0,13.8355,0.8801,2.105009685389681,2,1,4,2.7549574944122877
302,55b2d3f2fdf99b525bc839aa_study6_2023-08-14_11h59.05.301.csv,0.333333333,0.25,0.0,0.0,8.5645,0.8801,3.105009685389681,6,1,4,2.2753454945582736
303,63eae4994d8e22b28bccb864_study6_2023-08-18_01h08.41.365.csv,0.666666667,0.5,0.5,0.25,0.642,1.115,0.1050096853896807,6,1,4,-0.5520213802042578
304,63eae4994d8e22b28bccb864_study6_2023-08-18_01h08.41.365.csv,0.666666667,0.5,0.5,0.25,0.502,1.115,1.1050096853896807,2,1,4,-0.79800956420249
305,63eae4994d8e22b28bccb864_study6_2023-08-18_01h08.41.365.csv,0.666666667,0.5,0.5,0.25,0.367,1.115,3.105009685389681,0,1,4,-1.1112478358396487
306,63eae4994d8e22b28bccb864_study6_2023-08-18_01h08.41.365.csv,0.666666667,0.5,0.5,0.25,0.653,1.115,4.105009685389681,4,1,4,-0.535032554617788
307,5eb32b8adc8fc511560fca82_study6_2023-08-17_20h08.36.015.csv,0.333333333,0.0,0.25,0.0,1.7091,0.8571,1.1050096853896807,5,1,4,0.6901675972496226
308,5eb32b8adc8fc511560fca82_study6_2023-08-17_20h08.36.015.csv,0.333333333,0.0,0.25,0.0,2.1683,0.8571,2.105009685389681,4,0,4,0.9281441314653348
309,5eb32b8adc8fc511560fca82_study6_2023-08-17_20h08.36.015.csv,0.333333333,0.0,0.25,0.0,0.9334,0.8571,4.105009685389681,0,1,4,0.08527923561087819
310,5eb32b8adc8fc511560fca82_study6_2023-08-17_20h08.36.015.csv,0.333333333,0.0,0.25,0.0,0.1341,0.8571,5.105009685389681,3,0,4,-1.8549688076172042
311,5edeea354d54cb1a825aa8f9_study6_2023-08-18_01h08.35.051.csv,0.5,0.5,0.5,0.0,3.707,1.117,-0.8949903146103193,1,0,4,1.1995764040815315
