consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,click_action.rt,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,resp4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,resp4.rt,key_resp_3.keys,key_resp_24.keys,key_resp_25.keys,key_resp_25.rt,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,a1,a2,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_24.rt,key_resp_8.keys,key_resp_29.keys,transition_reval_choice.keys,transition_reval_choice.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran,key_resp_29.rt
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.239,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,77,77,77,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.101,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,78,78,78,1,compass.png,watch.png,planet.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.869,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,79,79,1,tophat.png,tree.png,trident.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.954,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80,80,80,1,houses.png,watch.png,planet.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.997,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,81,81,1,tophat.png,tree.png,planet.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0.902,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,82,82,82,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.019,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,83,83,83,1,compass.png,watch.png,trident.png,6,5.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.765,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,84,84,84,1,tophat.png,tree.png,trident.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.255,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,85,85,85,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.822,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,86,86,86,1,train.png,tree.png,planet.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.935,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,87,87,87,1,houses.png,watch.png,trident.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.106,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,88,88,88,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1.412,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,89,89,89,1,hammer.png,fox.png,trident.png,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.97,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,1,houses.png,watch.png,planet.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1.085,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,91,91,91,1,window.png,unicorn.png,planet.png,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.002,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,92,92,92,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.917,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,93,93,93,1,north.png,bell.png,trident.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.087,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,94,94,94,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.717,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,95,95,95,1,train.png,tree.png,trident.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1.325,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,96,96,96,1,apple.png,fox.png,trident.png,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1.067,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,97,97,97,1,snorkel.png,bell.png,planet.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1.129,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,98,98,98,1,hammer.png,fox.png,trident.png,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.089,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,99,99,99,1,compass.png,watch.png,planet.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0.857,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,100,100,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1.134,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,101,101,101,1,north.png,bell.png,planet.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.034,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,102,102,102,1,tophat.png,tree.png,planet.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.001,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,103,103,103,1,houses.png,watch.png,planet.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.152,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,104,104,104,1,houses.png,watch.png,trident.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1.024,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,105,105,105,1,north.png,bell.png,trident.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.902,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c0ed000fd0c0a0001f881ea,001,2022-12-08_10h46.50.832,study3,2021.1.3,Win32,60.0240096,5c0ed000fd0c0a0001f881ea,639196b66de4c8b2f2d051a0,6391a458f4e95ee2e014b338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,106,106,106,1,tophat.png,tree.png,planet.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
