consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,click_action.rt,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,resp4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,resp4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_24.keys,key_resp_24.rt,key_resp_25.keys,key_resp_25.rt,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,a1,a2,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_8.keys,key_resp_8.rt,key_resp_29.keys,key_resp_29.rt,transition_reval_choice.keys,transition_reval_choice.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran
space,2.2772,y,2.4279,1,1.6494,0,0,0,1,1,planet.png,planet.png,basket.png,5e31e3a74419561c9cb85728,001,2022-12-08_09h52.01.587,study3,2021.1.3,Win32,144.0299582,5e31e3a74419561c9cb85728,639196b66de4c8b2f2d051a0,6391a57661d706d9e814b335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,4.9787,0,1,1,0,1,planet.png,planet.png,basket.png,5e31e3a74419561c9cb85728,001,2022-12-08_09h52.01.587,study3,2021.1.3,Win32,144.0299582,5e31e3a74419561c9cb85728,639196b66de4c8b2f2d051a0,6391a57661d706d9e814b335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5e31e3a74419561c9cb85728,001,2022-12-08_09h52.01.587,study3,2021.1.3,Win32,144.0299582,5e31e3a74419561c9cb85728,639196b66de4c8b2f2d051a0,6391a57661d706d9e814b335,a,1,6.2311,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5e31e3a74419561c9cb85728,001,2022-12-08_09h52.01.587,study3,2021.1.3,Win32,144.0299582,5e31e3a74419561c9cb85728,639196b66de4c8b2f2d051a0,6391a57661d706d9e814b335,,,,,,,,,space,21.6034,space,18.3555,c,20.8119,c,19.8952,b,21.0503,b,19.2794,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5e31e3a74419561c9cb85728,001,2022-12-08_09h52.01.587,study3,2021.1.3,Win32,144.0299582,5e31e3a74419561c9cb85728,639196b66de4c8b2f2d051a0,6391a57661d706d9e814b335,,,,,,,,,,,,,,,,,,,,,,,,,,space,688.1021,6,1,1.5936,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5e31e3a74419561c9cb85728,001,2022-12-08_09h52.01.587,study3,2021.1.3,Win32,144.0299582,5e31e3a74419561c9cb85728,639196b66de4c8b2f2d051a0,6391a57661d706d9e814b335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5e31e3a74419561c9cb85728,001,2022-12-08_09h52.01.587,study3,2021.1.3,Win32,144.0299582,5e31e3a74419561c9cb85728,639196b66de4c8b2f2d051a0,6391a57661d706d9e814b335,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0.5455,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5e31e3a74419561c9cb85728,001,2022-12-08_09h52.01.587,study3,2021.1.3,Win32,144.0299582,5e31e3a74419561c9cb85728,639196b66de4c8b2f2d051a0,6391a57661d706d9e814b335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5e31e3a74419561c9cb85728,001,2022-12-08_09h52.01.587,study3,2021.1.3,Win32,144.0299582,5e31e3a74419561c9cb85728,639196b66de4c8b2f2d051a0,6391a57661d706d9e814b335,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.0591,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5e31e3a74419561c9cb85728,001,2022-12-08_09h52.01.587,study3,2021.1.3,Win32,144.0299582,5e31e3a74419561c9cb85728,639196b66de4c8b2f2d051a0,6391a57661d706d9e814b335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,tophat.png,tree.png,planet.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
