consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,click_action.rt,resp4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,resp4.rt,key_resp_3.keys,key_resp_24.keys,key_resp_24.rt,key_resp_25.keys,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,a1,a2,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_25.rt,key_resp_8.keys,key_resp_29.keys,key_resp_29.rt,transition_reval_choice.keys,transition_reval_choice.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,a,1,0.6084,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,space,54.6847,space,80.2622,c,30.2094,c,164.2276,b,12.322,b,53.9274,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,space,61.0422,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,0,1,0,1,0.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,0,1,0.7862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,1,0.7309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,tophat.png,tree.png,planet.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,0,1,0.8277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0.9492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,train.png,tree.png,planet.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0.4949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,train.png,tree.png,planet.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,0,0,0,1,1.1427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,window.png,unicorn.png,planet.png,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0.5716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,train.png,tree.png,trident.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,0,1,0.9755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0.8819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,1,train.png,tree.png,planet.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,1,0.7818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,1,north.png,bell.png,planet.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0,0,0,0,1,1.0394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,apple.png,fox.png,trident.png,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0,0,0,0,1,0.6584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,1,apple.png,fox.png,trident.png,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,0,1,0.8502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,1,compass.png,watch.png,planet.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,0,0,0,1,0.8697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,1,snorkel.png,bell.png,trident.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,0.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,1,houses.png,watch.png,trident.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0.8696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,1,train.png,tree.png,planet.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0,0,0,0,1,1.0612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,1,hammer.png,fox.png,trident.png,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0.7835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,1,train.png,tree.png,planet.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0,0,0,0,1,0.9776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,1,apple.png,fox.png,trident.png,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,0,1,0.6583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60317fc2c8f6320ecde4bcb3,001,2022-12-08_15h50.15.939,study3,2021.1.3,Win32,60.0060006,60317fc2c8f6320ecde4bcb3,639196b66de4c8b2f2d051a0,6391f910214d7f9cbe45ca91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
