consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,click_action.rt,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,resp4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,resp4.rt,key_resp_3.keys,key_resp_24.keys,key_resp_24.rt,key_resp_25.keys,key_resp_25.rt,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,a1,a2,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_8.keys,key_resp_8.rt,key_resp_29.keys,key_resp_29.rt,transition_reval_choice.keys,transition_reval_choice.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran
space,349.3636,y,11.4632,1,2.481,0,0,0,1,1,planet.png,planet.png,basket.png,Egidijus,001,2022-12-08_10h54.31.596,study3,2021.1.3,MacIntel,59.99160118,6023f94d1951e70ae21770ec,639196b66de4c8b2f2d051a0,6391c24e9be996ee80faa65f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.4821,0,1,1,0,1,planet.png,planet.png,basket.png,Egidijus,001,2022-12-08_10h54.31.596,study3,2021.1.3,MacIntel,59.99160118,6023f94d1951e70ae21770ec,639196b66de4c8b2f2d051a0,6391c24e9be996ee80faa65f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Egidijus,001,2022-12-08_10h54.31.596,study3,2021.1.3,MacIntel,59.99160118,6023f94d1951e70ae21770ec,639196b66de4c8b2f2d051a0,6391c24e9be996ee80faa65f,a,1,4.5848,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Egidijus,001,2022-12-08_10h54.31.596,study3,2021.1.3,MacIntel,59.99160118,6023f94d1951e70ae21770ec,639196b66de4c8b2f2d051a0,6391c24e9be996ee80faa65f,,,,,,,,,space,120.8172,space,26.2689,c,20.8887,c,49.8782,b,42.3814,a,119.8745,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,7.1194,y,5.3504,1,1.2985,0,0,0,1,1,planet.png,planet.png,basket.png,Egidijus,001,2022-12-08_10h54.31.596,study3,2021.1.3,MacIntel,59.99160118,6023f94d1951e70ae21770ec,639196b66de4c8b2f2d051a0,6391c24e9be996ee80faa65f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.2308,0,1,1,0,1,planet.png,planet.png,basket.png,Egidijus,001,2022-12-08_10h54.31.596,study3,2021.1.3,MacIntel,59.99160118,6023f94d1951e70ae21770ec,639196b66de4c8b2f2d051a0,6391c24e9be996ee80faa65f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Egidijus,001,2022-12-08_10h54.31.596,study3,2021.1.3,MacIntel,59.99160118,6023f94d1951e70ae21770ec,639196b66de4c8b2f2d051a0,6391c24e9be996ee80faa65f,a,1,6.2084,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Egidijus,001,2022-12-08_10h54.31.596,study3,2021.1.3,MacIntel,59.99160118,6023f94d1951e70ae21770ec,639196b66de4c8b2f2d051a0,6391c24e9be996ee80faa65f,,,,,,,,,space,37.1924,space,36.3141,c,10.5213,c,13.2107,b,10.7181,b,2.4685,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Egidijus,001,2022-12-08_10h54.31.596,study3,2021.1.3,MacIntel,59.99160118,6023f94d1951e70ae21770ec,639196b66de4c8b2f2d051a0,6391c24e9be996ee80faa65f,,,,,,,,,,,,,,,,,,,,,,,,,,space,26.9267,6,1,2.0249,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Egidijus,001,2022-12-08_10h54.31.596,study3,2021.1.3,MacIntel,59.99160118,6023f94d1951e70ae21770ec,639196b66de4c8b2f2d051a0,6391c24e9be996ee80faa65f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
