Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Total rejections,Approval rate,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Custom study tncs accepted at
63066ac1e9a1f175cf7a117a,5b1efc25bdf4e1000163af46,RETURNED,2022-08-24T18:15:29.582000Z,,,,,,3021,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
63066ac21cd658df47c00ff8,5ba91b64edcf630001e8e474,RETURNED,2022-08-24T18:15:47.813000Z,,,,,,976,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
63066ac331f7337c43544435,5edaacb66663e212e07c5dbd,RETURNED,2022-08-24T18:20:50.176000Z,,,,,,1199,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
63066ac389b8b1039718b58d,5aeab425f00c7f00018f74d0,RETURNED,2022-08-24T18:15:31.459000Z,,,,,,1154,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
63066ac4ecc404d6894d9f8d,60527c25754581f4ccd058a8,RETURNED,2022-08-24T18:15:32.347000Z,,,,,,139,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
63066ac53f14272b2cd7a2de,61432f85c1ebc6150c330cac,RETURNED,2022-08-24T18:15:33.877000Z,,,,,,309,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
63066ac59eb093a25c18b5c8,62cc24da286426d78080aa32,RETURNED,2022-08-24T18:16:00.175000Z,,,,,,367,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
63066ac681a2f0fd161f1286,5e9569e57ca863415e6359bc,RETURNED,2022-08-24T18:25:34.069000Z,,,,,,499,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
63066ac689b8b1039718b58f,613506271ba175e369f9cefe,RETURNED,2022-08-24T18:15:34.968000Z,,,,,,427,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
63066ac7111111d70ef503d8,613e868f4d6c157238b8fd87,RETURNED,2022-08-24T18:15:35.623000Z,,,,,,469,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
63066ac7dd9c8ad0f23bb8ad,62d69b27a6715ac61e79c93c,RETURNED,2022-08-24T18:15:38.053000Z,,,,,,192,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
63066ac90ef0a7d7b64d9f68,60d613133c18457f5b39eb9d,RETURNED,2022-08-24T18:15:54.601000Z,,,,,,95,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
63066aca2f108ce57166082b,5b7bf6c98c721a00015d1feb,RETURNED,2022-08-24T18:15:41.392000Z,,,,,,2970,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
63066acc2fd50b3b8ae59f1e,614280ed34d0c9737fb0f796,RETURNED,2022-08-24T18:16:24.554000Z,,,,,,446,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
63066acf31f7337c43544438,62e54956b282b314d6fac945,RETURNED,2022-08-24T18:15:43.372000Z,,,,,,306,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
63070223aa750327e1a13f77,5fdfd04b9bf07d83b2e5f780,RETURNED,2022-08-25T05:11:23.385000Z,,,,,,924,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
63070224649bbdb2013bb8c6,613fa50d01542277d8eaf5e4,RETURNED,2022-08-25T05:01:52.172000Z,,,,,,954,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
63070b9ec6789858790886cc,5f9aff1fa1794a2a220f8c71,RETURNED,2022-08-25T05:44:05.655000Z,,,,,,517,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
63070c7c635d7f2ba3544402,60315645c8c7420a2f1ade9c,RETURNED,2022-08-25T05:45:35.834000Z,,,,,,881,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
63063052dd7dbf011d15e031,5e72db2782efd522c37d4a77,APPROVED,2022-08-24T14:06:45.457000Z,2022-08-24T15:49:46.853000Z,2022-09-02T13:27:27.949000Z,2022-08-24T15:49:47.333000Z,6182.0,763C1391,181,,,"Portuguese, English",26,Male,White,Portugal,Portugal,Portugal,Portuguese,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
63063054b42c5fd5163b0ef9,5f20552d41aabd0e9fd6aab2,APPROVED,2022-08-24T14:06:12.940000Z,2022-08-24T15:34:53.475000Z,2022-09-02T13:27:28.040000Z,2022-08-24T15:34:53.813000Z,5321.0,763C1391,240,,,"Polish, English",22,Male,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
63066ab27342183a1023606e,5dde680c40460edc4a5dc1a2,APPROVED,2022-08-24T18:15:14.680000Z,2022-08-24T19:34:22.793000Z,2022-09-02T13:27:28.128000Z,2022-08-24T19:34:23.234000Z,4749.0,763C1391,1862,,,"Czech, English, French, German, Russian, Slovak",42,Female,White,Czech Republic,Czech Republic,Czech Republic,Czech,Yes,Full-Time,Not Applicable
63066ab2d2b87baec6bee92c,60a6ba026f8bd75b67b23c97,APPROVED,2022-08-24T18:15:14.944000Z,2022-08-24T19:49:37.270000Z,2022-09-02T13:27:28.220000Z,2022-08-24T19:49:38.743000Z,5663.0,763C1391,470,,,"English, Portuguese",23,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other,Not Applicable
63066ab361e8b86454683391,5dafea4de40355001651fa2f,APPROVED,2022-08-24T18:16:37.396000Z,2022-08-24T20:23:31.239000Z,2022-09-02T13:27:28.311000Z,2022-08-24T20:23:31.942000Z,7614.0,763C1391,1510,,,"English, Polish, German",29,Male,White,Poland,Poland,Poland,Polish,No,Full-Time,Not Applicable
63066ab38de989d9c5d98cf3,5d40a12f4994c40001e4b80c,APPROVED,2022-08-24T18:16:02.472000Z,2022-08-24T20:12:20.173000Z,2022-09-02T13:27:28.401000Z,2022-08-24T20:12:20.557000Z,6978.0,763C1391,1254,,,"Polish, Czech, German, English, Spanish, Italian, French",33,Female,White,Poland,Poland,Poland,Polish,No,Full-Time,Not Applicable
63066ab40ef0a7d7b64d9f5e,62e0251cc2818b23981bfa87,APPROVED,2022-08-24T18:15:20.701000Z,2022-08-24T21:03:37.463000Z,2022-09-02T13:27:28.495000Z,2022-08-24T21:03:37.900000Z,10097.0,763C1391,207,,,English,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
63066ab48968ecc2082360cf,6012ed349807110d8eb941a6,APPROVED,2022-08-24T18:15:24.707000Z,2022-08-24T20:16:43.146000Z,2022-09-02T13:27:28.588000Z,2022-08-24T20:16:43.503000Z,7279.0,763C1391,1670,,,"Afrikaans, English",38,Female,White,South Africa,Canada,South Africa,English,No,Full-Time,Not Applicable
63066ab489b8b1039718b58a,5d6ed96c3fe1ac001add3be8,APPROVED,2022-08-24T18:17:57.564000Z,2022-08-24T19:57:10.588000Z,2022-09-02T13:27:28.680000Z,2022-08-24T19:57:10.992000Z,5954.0,763C1391,783,,,"Chinese, English",27,Female,Asian,Malaysia,United Kingdom,United Kingdom,English,No,Full-Time,Not Applicable
63066ab57af5fd03416b261e,5f07759f859dcb38b8d4c6b5,APPROVED,2022-08-24T18:15:17.957000Z,2022-08-24T19:41:56.751000Z,2022-09-02T13:27:28.770000Z,2022-08-24T19:41:57.162000Z,5199.0,763C1391,581,,,"Estonian, English",29,Male,White,Estonia,Estonia,Estonia,Estonian,No,Full-Time,Not Applicable
63066ab5cff7d25e4e067c1c,60ca1c436511b9fc8ab35615,APPROVED,2022-08-24T18:21:04.540000Z,2022-08-24T19:46:29.632000Z,2022-09-02T13:27:28.860000Z,2022-08-24T19:46:30.021000Z,5126.0,763C1391,1178,,,"English, German, Greek, French",26,Male,White,Greece,Greece,Greece,Greek,Yes,Full-Time,Not Applicable
63066ab63aedf53ca2f1c169,60fc82ec40d698e0b433e1c1,APPROVED,2022-08-24T18:15:40.287000Z,2022-08-24T20:30:26.523000Z,2022-09-02T13:27:28.950000Z,2022-08-24T20:30:26.919000Z,8087.0,763C1391,349,,,"Afrikaans, Dutch, English, German, Hindi",25,Female,Asian,South Africa,South Africa,South Africa,English,Yes,Part-Time,Not Applicable
63066ab656d72c1e4d2360b9,61086c2bfda98ba5d75b9db4,APPROVED,2022-08-24T18:16:35.741000Z,2022-08-24T20:31:43.040000Z,2022-09-02T13:27:29.039000Z,2022-08-24T20:31:43.439000Z,8108.0,763C1391,543,,,"Polish, English",25,Female,White,Poland,Poland,Poland,Polish,Yes,Full-Time,Not Applicable
63066ab6ba7a70de3378ebd8,60375d67dde85cad87f3c99d,APPROVED,2022-08-24T18:15:20.759000Z,2022-08-24T20:02:54.036000Z,2022-09-02T13:27:29.126000Z,2022-08-24T20:02:54.498000Z,6454.0,763C1391,2094,,,English,76,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Not Applicable
63066ab704291dcab7a958c1,629f2dccc6e91be06559e2f1,APPROVED,2022-08-24T18:21:14.112000Z,2022-08-24T20:02:52.055000Z,2022-09-02T13:27:29.215000Z,2022-08-24T20:02:52.417000Z,6098.0,763C1391,2163,,,English,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,Not Applicable
63066ab71359e60a64f68755,6067ae213197568078d1d944,APPROVED,2022-08-24T18:17:00.729000Z,2022-08-24T19:44:46.213000Z,2022-09-02T13:27:29.302000Z,2022-08-24T19:44:46.629000Z,5266.0,763C1391,135,,,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
63066ab7524b4034f15b8581,61460488fc1bdf4d2c8ce1db,APPROVED,2022-08-24T18:15:19.642000Z,2022-08-24T19:39:38.583000Z,2022-09-02T13:27:29.392000Z,2022-08-24T19:39:38.972000Z,5059.0,763C1391,266,,,"English, Portuguese, Spanish",27,Male,White,Portugal,Portugal,Portugal,English,No,Due to start a new job within the next month,Not Applicable
63066ab7ff53d9a35a1f124a,5f653cb18aad310a9ee7c32d,APPROVED,2022-08-24T18:15:56.942000Z,2022-08-24T19:53:23.658000Z,2022-09-02T13:27:29.479000Z,2022-08-24T19:53:24.125000Z,5847.0,763C1391,1389,,,English,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED,Not Applicable
63066ab84c1423257857efb3,605b98c83da1ded576bcf096,APPROVED,2022-08-24T18:15:20.289000Z,2022-08-24T20:54:24.411000Z,2022-09-02T13:27:29.562000Z,2022-08-24T20:54:24.810000Z,9545.0,763C1391,372,,,"English, German, Polish",21,Female,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
63066ab87dec00c2b20886c9,5ddecbb55daaa6e4238aabc7,APPROVED,2022-08-24T18:15:25.637000Z,2022-08-24T20:22:41.876000Z,2022-09-02T13:27:29.650000Z,2022-08-24T20:22:42.205000Z,7637.0,763C1391,1700,,,English,58,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
63066ab89dcd649f445b65f8,5faf92156055b1232afd56b9,APPROVED,2022-08-24T18:15:23.398000Z,2022-08-24T19:42:27.757000Z,2022-09-02T13:27:29.738000Z,2022-08-24T19:42:28.154000Z,5225.0,763C1391,575,,,"Polish, English",24,Male,White,Poland,Poland,Poland,Polish,No,Full-Time,Not Applicable
63066ab8efe2197ff06b2688,5ea8010daf54da1e951b8861,APPROVED,2022-08-24T18:15:20.019000Z,2022-08-24T19:43:24.730000Z,2022-09-02T13:27:29.826000Z,2022-08-24T19:43:25.138000Z,5285.0,763C1391,584,,,"Polish, English",22,Male,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
63066ab949bca08238660849,5eff87905d91970576344750,APPROVED,2022-08-24T18:15:42.078000Z,2022-08-24T20:11:56.821000Z,2022-09-02T13:27:29.915000Z,2022-08-24T20:11:57.184000Z,6975.0,763C1391,466,,,English,22,Female,Black,Nigeria,United Kingdom,Nigeria,English,No,Other,Not Applicable
63066ab94ebbb9c40a5b6600,62e97e87d77d3c8b30e64612,APPROVED,2022-08-24T18:18:38.919000Z,2022-08-24T20:09:28.118000Z,2022-09-02T13:27:30.003000Z,2022-08-24T20:09:28.443000Z,6650.0,763C1391,98,,,"English, Spanish",25,Male,Other,Mexico,United States,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
63066ab94ebbb9c40a5b6602,60a68725b2b424dc0d7ce793,APPROVED,2022-08-24T18:17:15.224000Z,2022-08-24T20:19:43.375000Z,2022-09-02T13:27:30.091000Z,2022-08-24T20:19:46.861000Z,7349.0,763C1391,445,,,"Portuguese, English",22,Male,White,Portugal,Portugal,Portugal,Portuguese,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
63066ab9b0aff79068f1c14a,615f338fdbb7744db42e0f7f,APPROVED,2022-08-24T18:15:21.696000Z,2022-08-24T19:44:00.919000Z,2022-09-02T13:27:30.177000Z,2022-08-24T19:44:01.316000Z,5320.0,763C1391,1176,,,English,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Part-Time,Not Applicable
63066aba368067ea6e27dd9b,60e38310091a800a7da8b30b,APPROVED,2022-08-24T18:15:56.044000Z,2022-08-24T19:56:27.555000Z,2022-09-02T13:27:30.265000Z,2022-08-24T19:56:27.989000Z,6032.0,763C1391,869,,,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
63066aba56d72c1e4d2360bb,60951a228692926022c15fbd,APPROVED,2022-08-24T18:15:22.108000Z,2022-08-24T20:41:07.598000Z,2022-09-02T13:27:30.357000Z,2022-08-24T20:41:08.043000Z,8746.0,763C1391,61,,,"Portuguese, English",23,Male,White,Portugal,Portugal,Portugal,Portuguese,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
63066aba872bd7927867a566,61687ebcd2a35ffb762d1928,APPROVED,2022-08-24T18:17:59.838000Z,2022-08-24T20:02:24.697000Z,2022-09-02T13:27:30.450000Z,2022-08-24T20:02:25.172000Z,6265.0,763C1391,993,,,English,30,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,Not Applicable
63066abae841a367dff329ce,5d96a61b5d0f1c00117201bd,APPROVED,2022-08-24T18:15:22.904000Z,2022-08-24T19:57:55.815000Z,2022-09-02T13:27:30.540000Z,2022-08-24T19:57:56.242000Z,6153.0,763C1391,1146,,,English,47,Male,White,Norway,Norway,Norway,Norwegian,No,Full-Time,Not Applicable
63066abb0ef0a7d7b64d9f63,5ed1463ba41e260775f2ec6c,APPROVED,2022-08-24T18:15:23.379000Z,2022-08-24T20:01:08.683000Z,2022-09-02T13:27:30.628000Z,2022-08-24T20:01:09.098000Z,6346.0,763C1391,878,,,English,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,Not Applicable
63066abb1359e60a64f68757,5d1cc0603690a90017b7fde9,APPROVED,2022-08-24T18:15:39.253000Z,2022-08-24T19:43:57.837000Z,2022-09-02T13:27:30.715000Z,2022-08-24T19:43:58.157000Z,5299.0,763C1391,744,,,"Polish, English",24,Male,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
63066abb1cd658df47c00ff5,5e4b2a1a6a0c8403b9f8938e,APPROVED,2022-08-24T18:15:23.143000Z,2022-08-24T19:40:25.218000Z,2022-09-02T13:27:30.802000Z,2022-08-24T19:40:25.604000Z,5103.0,763C1391,407,,,"Polish, English",26,Male,White,Poland,Poland,Poland,Polish,No,Other,Not Applicable
63066abcd979f44a2fd98ca2,615776777c08445c8ffd8d1b,APPROVED,2022-08-24T18:15:33.170000Z,2022-08-24T20:03:59.878000Z,2022-09-02T13:27:30.888000Z,2022-08-24T20:04:00.282000Z,6507.0,763C1391,1477,,,English,42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,Not Applicable
63066abcef09f851dad02cd3,5b258c9ba7cee100011d8aad,APPROVED,2022-08-24T18:15:34.642000Z,2022-08-24T19:40:20.015000Z,2022-09-02T13:27:30.975000Z,2022-08-24T19:40:20.474000Z,5086.0,763C1391,1787,,,English,29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,Not Applicable
63066abd66f56e640318b57c,62e965d4ab0caa404c95a439,APPROVED,2022-08-24T18:15:24.779000Z,2022-08-24T19:49:13.869000Z,2022-09-02T13:27:31.064000Z,2022-08-24T19:49:14.280000Z,5630.0,763C1391,129,,,English,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
63066abd6fc3de04efe59f37,5fc7aa4fd06520000955403f,APPROVED,2022-08-24T18:15:28.220000Z,2022-08-24T21:13:37.890000Z,2022-09-02T13:27:31.150000Z,2022-08-24T21:13:38.272000Z,10690.0,763C1391,547,,,"Portuguese, English",32,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time,Not Applicable
63066abdd85b2584f6fa41c1,5808ec7ff0740c0001789a1b,APPROVED,2022-08-24T18:15:31.463000Z,2022-08-24T19:50:28.129000Z,2022-09-02T13:27:31.241000Z,2022-08-24T19:50:28.526000Z,5697.0,763C1391,418,,,English,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
63066abdff53d9a35a1f124e,5c4f65bf2090bd0001c43421,APPROVED,2022-08-24T18:15:43.518000Z,2022-08-24T21:06:23.422000Z,2022-09-02T13:27:31.333000Z,2022-08-24T21:06:23.748000Z,10240.0,763C1391,176,,,"English, Portuguese",23,Male,White,Portugal,Portugal,Portugal,Portuguese,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
63066abe1359e60a64f68759,5c86d4f7d7c01f001660d938,APPROVED,2022-08-24T18:15:26.512000Z,2022-08-24T20:04:00.751000Z,2022-09-02T13:27:31.422000Z,2022-08-24T20:04:01.220000Z,6515.0,763C1391,599,,,English,24,Male,White,Poland,Poland,Poland,Polish,No,Full-Time,Not Applicable
63066abe35eaef21e8a31eff,6106a0ff227153e589e7dfc3,APPROVED,2022-08-24T18:24:49.524000Z,2022-08-24T20:48:45.616000Z,2022-09-02T13:27:31.509000Z,2022-08-24T20:48:46.167000Z,8637.0,763C1391,649,,,"English, German, Turkish",25,Female,Other,Austria,Austria,Austria,German,No,Full-Time,Not Applicable
63066abe49bca0823866084b,6159e5f964d5b78cedb9c192,APPROVED,2022-08-24T18:15:26.867000Z,2022-08-24T19:55:04.106000Z,2022-09-02T13:27:31.595000Z,2022-08-24T19:55:04.480000Z,5978.0,763C1391,751,,,"Portuguese, English",47,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time,Not Applicable
63066abed979f44a2fd98ca5,5d87296392bb88000182f43a,APPROVED,2022-08-24T18:15:58.641000Z,2022-08-24T19:54:40.017000Z,2022-09-02T13:27:31.682000Z,2022-08-24T19:54:40.341000Z,5922.0,763C1391,1184,,,"French, English",37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,Not Applicable
63066abf35eaef21e8a31f02,5b2a2d855b5c0900018b0bf5,APPROVED,2022-08-24T18:15:41.271000Z,2022-08-24T19:55:54.636000Z,2022-09-02T13:27:31.773000Z,2022-08-24T19:55:55.007000Z,6014.0,763C1391,2940,,,English,48,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,Not Applicable
63066abf48c5dcd90dfa41d4,5f61341fe5033f0b6327fb7f,APPROVED,2022-08-24T18:15:27.583000Z,2022-08-24T19:56:48.518000Z,2022-09-02T13:27:31.872000Z,2022-08-24T19:56:48.860000Z,6081.0,763C1391,119,,,"English, Italian",24,Female,White,Italy,Italy,Italy,Italian,Yes,Part-Time,Not Applicable
63066abf9d676a1b95bee8e2,607081b0ecb2499634a349dd,APPROVED,2022-08-24T18:15:32.801000Z,2022-08-24T20:06:35.947000Z,2022-09-02T13:27:31.968000Z,2022-08-24T20:06:36.255000Z,6664.0,763C1391,2268,,,English,44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,Not Applicable
63066abfb26d12ffffa95864,5b930339301eda0001ba2446,APPROVED,2022-08-24T18:15:27.035000Z,2022-08-24T19:47:59.998000Z,2022-09-02T13:27:32.061000Z,2022-08-24T19:48:00.324000Z,5553.0,763C1391,566,,,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
63066ac02f108ce571660827,5f3013e31c8a690aacb02c31,APPROVED,2022-08-24T18:15:45.098000Z,2022-08-24T19:47:39.907000Z,2022-09-02T13:27:32.152000Z,2022-08-24T19:47:40.345000Z,5515.0,763C1391,1320,,,"English, Hungarian",31,Female,White,Hungary,United Kingdom,Hungary,Hungarian,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
63066ac03f17ba0bf4f32a24,5e852dd84fc423121601a0f8,APPROVED,2022-08-24T18:15:59.772000Z,2022-08-24T21:04:37.145000Z,2022-09-02T13:27:32.239000Z,2022-08-24T21:04:37.557000Z,10118.0,763C1391,641,,,English,27,Male,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
63066ac056e00797d5a31eca,5f0af202ec6afa02e8db0daf,APPROVED,2022-08-24T18:15:27.997000Z,2022-08-24T19:53:59.746000Z,2022-09-02T13:27:32.332000Z,2022-08-24T19:54:00.146000Z,5912.0,763C1391,324,,,English,23,Female,White,Poland,Poland,Poland,Polish,No,Full-Time,Not Applicable
63066ac07ba87d270e7a1191,611cf957c6a72bb4143ecd4a,APPROVED,2022-08-24T18:15:40.303000Z,2022-08-24T20:14:23.396000Z,2022-09-02T13:27:32.420000Z,2022-08-24T20:14:23.811000Z,7124.0,763C1391,391,,,"English, Afrikaans",25,Male,Black,South Africa,South Africa,South Africa,English,Yes,DATA_EXPIRED,Not Applicable
63066ac0fd61b20c3dc6e29b,606241e3171463f6c3440f9e,APPROVED,2022-08-24T18:15:28.372000Z,2022-08-24T19:49:55.194000Z,2022-09-02T13:27:32.509000Z,2022-08-24T19:49:55.622000Z,5667.0,763C1391,482,,,"Portuguese, English",23,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other,Not Applicable
63066ac1235fb77e904b4853,5d811e6ab395350018786d78,APPROVED,2022-08-24T18:15:29.989000Z,2022-08-24T19:47:29.937000Z,2022-09-02T13:27:32.605000Z,2022-08-24T19:47:30.469000Z,5520.0,763C1391,764,,,"English, Greek",38,Male,White,Greece,Greece,Greece,Greek,Yes,Full-Time,Not Applicable
63066ac1cff7d25e4e067c1f,608aa72c95a49d6f70deb05e,APPROVED,2022-08-24T18:15:46.746000Z,2022-08-24T20:03:02.940000Z,2022-09-02T13:27:32.708000Z,2022-08-24T20:03:03.376000Z,6437.0,763C1391,96,,,"English, Polish",21,Male,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
63066ac1fe5d1a0c672fcd4e,60d2c0f8a8307cd0d6ccf5eb,APPROVED,2022-08-24T18:17:10.868000Z,2022-08-24T19:45:28.488000Z,2022-09-02T13:27:32.810000Z,2022-08-24T19:45:28.835000Z,5298.0,763C1391,167,,,"Portuguese, English, Spanish",25,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time,Not Applicable
