s1_image,s2_image,s3_image,action1
snorkel.png,snorkel.png,snorkel.png,1
snorkel.png,snorkel.png,snorkel.png,1
snorkel.png,snorkel.png,snorkel.png,1
snorkel.png,snorkel.png,snorkel.png,1
snorkel.png,snorkel.png,snorkel.png,1
snorkel.png,snorkel.png,snorkel.png,1
snorkel.png,snorkel.png,snorkel.png,1
snorkel.png,snorkel.png,snorkel.png,1
snorkel.png,snorkel.png,snorkel.png,1
snorkel.png,snorkel.png,snorkel.png,1
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
train.png,train.png,train.png,2
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
north.png,north.png,north.png,3
tophat.png,tophat.png,tophat.png,
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
tophat.png,tophat.png,tophat.png,4
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
compass.png,compass.png,compass.png,5
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
apple.png,apple.png,apple.png,6
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
hammer.png,hammer.png,hammer.png,7
