sub,SR Evidence,bias_highbaserate,pre_map_change,post_map_change,rt_planning_pr,median_RT_actionselection,trial_num,planning_q,PR_individual_answers,experiment
63066ec05eef5ac6baf1c158_study3_2022-12-08_09h21.18.930.csv,0.166666667,1,0.5,0,3.8376,0.917,1,4,1,2
63066ec05eef5ac6baf1c158_study3_2022-12-08_09h21.18.930.csv,0.166666667,1,0.5,0,3.5717,0.917,2,0,1,2
63066ec05eef5ac6baf1c158_study3_2022-12-08_09h21.18.930.csv,0.166666667,1,0.5,0,1.6971,0.917,3,2,0,2
63066ec05eef5ac6baf1c158_study3_2022-12-08_09h21.18.930.csv,0.166666667,1,0.5,0,2.8863,0.917,4,7,1,2
63066ec05eef5ac6baf1c158_study3_2022-12-08_09h21.18.930.csv,0.166666667,1,0.5,0,1.5118,0.917,5,5,1,2
63066ec05eef5ac6baf1c158_study3_2022-12-08_09h21.18.930.csv,0.166666667,1,0.5,0,1.0853,0.917,6,9,1,2
5d470786da637a00014ba26f_study3_2022-12-08_11h43.29.974.csv,0.833333333,0.5,1,0.25,3.983,0.822,1,3,1,2
5d470786da637a00014ba26f_study3_2022-12-08_11h43.29.974.csv,0.833333333,0.5,1,0.25,0.873,0.822,2,6,0,2
5d470786da637a00014ba26f_study3_2022-12-08_11h43.29.974.csv,0.833333333,0.5,1,0.25,2.084,0.822,3,5,0,2
5d470786da637a00014ba26f_study3_2022-12-08_11h43.29.974.csv,0.833333333,0.5,1,0.25,1.237,0.822,4,9,0,2
5d470786da637a00014ba26f_study3_2022-12-08_11h43.29.974.csv,0.833333333,0.5,1,0.25,1.083,0.822,5,7,0,2
5d470786da637a00014ba26f_study3_2022-12-08_11h43.29.974.csv,0.833333333,0.5,1,0.25,0.989,0.822,6,2,0,2
5Egidijus_study3_2022-12-08_10h54.31.596.csv,0.5,0.5,1,0,1.238,1.11875,1,6,1,2
5Egidijus_study3_2022-12-08_10h54.31.596.csv,0.5,0.5,1,0,1.5823,1.11875,2,5,0,2
5Egidijus_study3_2022-12-08_10h54.31.596.csv,0.5,0.5,1,0,6.8304,1.11875,3,0,0,2
5Egidijus_study3_2022-12-08_10h54.31.596.csv,0.5,0.5,1,0,1.4714,1.11875,4,9,1,2
5Egidijus_study3_2022-12-08_10h54.31.596.csv,0.5,0.5,1,0,1.3184,1.11875,5,1,1,2
5Egidijus_study3_2022-12-08_10h54.31.596.csv,0.5,0.5,1,0,1.0041,1.11875,6,2,0,2
601705a0246e51313e8ed38e_study3_2022-12-08_15h51.37.826.csv,0.666666667,0.25,0.75,0.75,0.3092,0.90975,1,6,0,2
601705a0246e51313e8ed38e_study3_2022-12-08_15h51.37.826.csv,0.666666667,0.25,0.75,0.75,0.0302,0.90975,2,7,0,2
601705a0246e51313e8ed38e_study3_2022-12-08_15h51.37.826.csv,0.666666667,0.25,0.75,0.75,0.7005,0.90975,3,2,0,2
601705a0246e51313e8ed38e_study3_2022-12-08_15h51.37.826.csv,0.666666667,0.25,0.75,0.75,0.0666,0.90975,4,0,0,2
601705a0246e51313e8ed38e_study3_2022-12-08_15h51.37.826.csv,0.666666667,0.25,0.75,0.75,0.9525,0.90975,5,8,1,2
601705a0246e51313e8ed38e_study3_2022-12-08_15h51.37.826.csv,0.666666667,0.25,0.75,0.75,1.3741,0.90975,6,5,1,2
61542447849549ee611e74fe_study3_2022-12-08_09h29.21.297.csv,0.166666667,0.5,1,0.25,4.54,1.1353,1,0,1,2
61542447849549ee611e74fe_study3_2022-12-08_09h29.21.297.csv,0.166666667,0.5,1,0.25,1.9357,1.1353,2,4,1,2
61542447849549ee611e74fe_study3_2022-12-08_09h29.21.297.csv,0.166666667,0.5,1,0.25,1.106,1.1353,3,1,1,2
61542447849549ee611e74fe_study3_2022-12-08_09h29.21.297.csv,0.166666667,0.5,1,0.25,1.2356,1.1353,4,8,1,2
61542447849549ee611e74fe_study3_2022-12-08_09h29.21.297.csv,0.166666667,0.5,1,0.25,1.1351,1.1353,5,9,1,2
61542447849549ee611e74fe_study3_2022-12-08_09h29.21.297.csv,0.166666667,0.5,1,0.25,0.9946,1.1353,6,7,0,2
5PARTICIPANT_study3_2022-12-08_09h25.03.180.csv,0.833333333,0.5,1,0,2.9279,0.89925,1,5,0,2
5PARTICIPANT_study3_2022-12-08_09h25.03.180.csv,0.833333333,0.5,1,0,0.8431,0.89925,2,8,0,2
5PARTICIPANT_study3_2022-12-08_09h25.03.180.csv,0.833333333,0.5,1,0,0.7133,0.89925,3,2,0,2
5PARTICIPANT_study3_2022-12-08_09h25.03.180.csv,0.833333333,0.5,1,0,0.8448,0.89925,4,4,0,2
5PARTICIPANT_study3_2022-12-08_09h25.03.180.csv,0.833333333,0.5,1,0,1.9786,0.89925,5,0,0,2
5PARTICIPANT_study3_2022-12-08_09h25.03.180.csv,0.833333333,0.5,1,0,1.0924,0.89925,6,1,1,2
5PARTICIPANT_study3_2022-12-08_15h48.42.226.csv,1,0.25,0.75,0.25,7.0052,0.9869,1,3,0,2
5PARTICIPANT_study3_2022-12-08_15h48.42.226.csv,1,0.25,0.75,0.25,3.4224,0.9869,2,7,0,2
5PARTICIPANT_study3_2022-12-08_15h48.42.226.csv,1,0.25,0.75,0.25,0.8399,0.9869,3,6,0,2
5PARTICIPANT_study3_2022-12-08_15h48.42.226.csv,1,0.25,0.75,0.25,0.8399,0.9869,4,1,0,2
5PARTICIPANT_study3_2022-12-08_15h48.42.226.csv,1,0.25,0.75,0.25,1.2787,0.9869,5,8,0,2
5PARTICIPANT_study3_2022-12-08_15h48.42.226.csv,1,0.25,0.75,0.25,1.0206,0.9869,6,4,0,2
57de9b670cb6700001dd7c9f_study3_2022-12-08_09h58.50.902.csv,0.166666667,0.5,1,0,1.6081,1.4362,1,7,1,2
57de9b670cb6700001dd7c9f_study3_2022-12-08_09h58.50.902.csv,0.166666667,0.5,1,0,1.8501,1.4362,2,3,1,2
57de9b670cb6700001dd7c9f_study3_2022-12-08_09h58.50.902.csv,0.166666667,0.5,1,0,1.2026,1.4362,3,2,1,2
57de9b670cb6700001dd7c9f_study3_2022-12-08_09h58.50.902.csv,0.166666667,0.5,1,0,1.1805,1.4362,4,8,0,2
57de9b670cb6700001dd7c9f_study3_2022-12-08_09h58.50.902.csv,0.166666667,0.5,1,0,1.3447,1.4362,5,0,1,2
57de9b670cb6700001dd7c9f_study3_2022-12-08_09h58.50.902.csv,0.166666667,0.5,1,0,1.1766,1.4362,6,5,1,2
636a740f2956031d8abf5bf1_study3_2022-12-08_14h48.13.866.csv,0.833333333,0.5,1,0.75,3.2338,0.83395,1,7,1,2
636a740f2956031d8abf5bf1_study3_2022-12-08_14h48.13.866.csv,0.833333333,0.5,1,0.75,1.0347,0.83395,2,3,0,2
636a740f2956031d8abf5bf1_study3_2022-12-08_14h48.13.866.csv,0.833333333,0.5,1,0.75,0.2511,0.83395,3,4,0,2
636a740f2956031d8abf5bf1_study3_2022-12-08_14h48.13.866.csv,0.833333333,0.5,1,0.75,0.9507,0.83395,4,5,0,2
636a740f2956031d8abf5bf1_study3_2022-12-08_14h48.13.866.csv,0.833333333,0.5,1,0.75,0.8507,0.83395,5,8,0,2
636a740f2956031d8abf5bf1_study3_2022-12-08_14h48.13.866.csv,0.833333333,0.5,1,0.75,1.1016,0.83395,6,2,0,2
63174a95078b149cd17f7873_study3_2022-12-08_13h11.28.827.csv,0.666666667,0.5,0.5,0.25,1.5625,0.9867,1,4,1,2
63174a95078b149cd17f7873_study3_2022-12-08_13h11.28.827.csv,0.666666667,0.5,0.5,0.25,0.7384,0.9867,2,6,0,2
63174a95078b149cd17f7873_study3_2022-12-08_13h11.28.827.csv,0.666666667,0.5,0.5,0.25,1.085,0.9867,3,9,1,2
63174a95078b149cd17f7873_study3_2022-12-08_13h11.28.827.csv,0.666666667,0.5,0.5,0.25,2.8005,0.9867,4,8,0,2
63174a95078b149cd17f7873_study3_2022-12-08_13h11.28.827.csv,0.666666667,0.5,0.5,0.25,0.7337,0.9867,5,7,0,2
63174a95078b149cd17f7873_study3_2022-12-08_13h11.28.827.csv,0.666666667,0.5,0.5,0.25,4.2054,0.9867,6,1,0,2
5PARTICIPANT_study3_2022-12-08_09h02.49.966.csv,1,0.5,1,0.5,0.9782,0.7355,1,8,0,2
5PARTICIPANT_study3_2022-12-08_09h02.49.966.csv,1,0.5,1,0.5,0.6241,0.7355,2,2,0,2
5PARTICIPANT_study3_2022-12-08_09h02.49.966.csv,1,0.5,1,0.5,0.5387,0.7355,3,9,0,2
5PARTICIPANT_study3_2022-12-08_09h02.49.966.csv,1,0.5,1,0.5,1.1876,0.7355,4,0,0,2
5PARTICIPANT_study3_2022-12-08_09h02.49.966.csv,1,0.5,1,0.5,0.8947,0.7355,5,1,0,2
5PARTICIPANT_study3_2022-12-08_09h02.49.966.csv,1,0.5,1,0.5,0.8054,0.7355,6,6,0,2
6311b30d2049ac9c91901586_study3_2022-12-08_09h27.36.180.csv,0.166666667,1,0.5,0.25,1.9745,1.0022,1,7,0,2
6311b30d2049ac9c91901586_study3_2022-12-08_09h27.36.180.csv,0.166666667,1,0.5,0.25,1.0376,1.0022,2,5,1,2
6311b30d2049ac9c91901586_study3_2022-12-08_09h27.36.180.csv,0.166666667,1,0.5,0.25,1.2044,1.0022,3,0,1,2
6311b30d2049ac9c91901586_study3_2022-12-08_09h27.36.180.csv,0.166666667,1,0.5,0.25,1.4435,1.0022,4,9,1,2
6311b30d2049ac9c91901586_study3_2022-12-08_09h27.36.180.csv,0.166666667,1,0.5,0.25,0.8426,1.0022,5,2,1,2
6311b30d2049ac9c91901586_study3_2022-12-08_09h27.36.180.csv,0.166666667,1,0.5,0.25,1.3301,1.0022,6,3,1,2
5b1775aebdf4e10001631c75_study3_2022-12-08_09h16.09.398.csv,1,0.75,0.75,0.5,0.9095,1.0463,1,7,0,2
5b1775aebdf4e10001631c75_study3_2022-12-08_09h16.09.398.csv,1,0.75,0.75,0.5,0.8783,1.0463,2,1,0,2
5b1775aebdf4e10001631c75_study3_2022-12-08_09h16.09.398.csv,1,0.75,0.75,0.5,0.8457,1.0463,3,6,0,2
5b1775aebdf4e10001631c75_study3_2022-12-08_09h16.09.398.csv,1,0.75,0.75,0.5,0.7841,1.0463,4,2,0,2
5b1775aebdf4e10001631c75_study3_2022-12-08_09h16.09.398.csv,1,0.75,0.75,0.5,0.9197,1.0463,5,4,0,2
5b1775aebdf4e10001631c75_study3_2022-12-08_09h16.09.398.csv,1,0.75,0.75,0.5,0.8835,1.0463,6,3,0,2
5PARTICIPANT_study3_2022-12-08_09h11.36.071.csv,0.166666667,0.5,1,0.25,1.0033,0.8273,1,7,1,2
5PARTICIPANT_study3_2022-12-08_09h11.36.071.csv,0.166666667,0.5,1,0.25,0.9023,0.8273,2,5,1,2
5PARTICIPANT_study3_2022-12-08_09h11.36.071.csv,0.166666667,0.5,1,0.25,0.8823,0.8273,3,0,0,2
5PARTICIPANT_study3_2022-12-08_09h11.36.071.csv,0.166666667,0.5,1,0.25,0.9045,0.8273,4,6,1,2
5PARTICIPANT_study3_2022-12-08_09h11.36.071.csv,0.166666667,0.5,1,0.25,0.8061,0.8273,5,8,1,2
5PARTICIPANT_study3_2022-12-08_09h11.36.071.csv,0.166666667,0.5,1,0.25,0.6925,0.8273,6,1,1,2
60317fc2c8f6320ecde4bcb3_study3_2022-12-08_15h50.15.939.csv,0.166666667,0.5,0.5,0,0.1056,1.0422,1,8,1,2
60317fc2c8f6320ecde4bcb3_study3_2022-12-08_15h50.15.939.csv,0.166666667,0.5,0.5,0,0.7132,1.0422,2,3,1,2
60317fc2c8f6320ecde4bcb3_study3_2022-12-08_15h50.15.939.csv,0.166666667,0.5,0.5,0,0.8223,1.0422,3,0,0,2
60317fc2c8f6320ecde4bcb3_study3_2022-12-08_15h50.15.939.csv,0.166666667,0.5,0.5,0,0.118,1.0422,4,7,1,2
60317fc2c8f6320ecde4bcb3_study3_2022-12-08_15h50.15.939.csv,0.166666667,0.5,0.5,0,0.9494,1.0422,5,5,1,2
60317fc2c8f6320ecde4bcb3_study3_2022-12-08_15h50.15.939.csv,0.166666667,0.5,0.5,0,7.6931,1.0422,6,2,1,2
611e9c58009adf2fd5417cee_study3_2022-12-08_09h27.25.315.csv,0.333333333,0.5,1,0,0.8672,0.8422,1,6,1,2
611e9c58009adf2fd5417cee_study3_2022-12-08_09h27.25.315.csv,0.333333333,0.5,1,0,0.7738,0.8422,2,0,0,2
611e9c58009adf2fd5417cee_study3_2022-12-08_09h27.25.315.csv,0.333333333,0.5,1,0,0.9913,0.8422,3,2,1,2
611e9c58009adf2fd5417cee_study3_2022-12-08_09h27.25.315.csv,0.333333333,0.5,1,0,1.1014,0.8422,4,8,1,2
611e9c58009adf2fd5417cee_study3_2022-12-08_09h27.25.315.csv,0.333333333,0.5,1,0,0.8871,0.8422,5,9,0,2
611e9c58009adf2fd5417cee_study3_2022-12-08_09h27.25.315.csv,0.333333333,0.5,1,0,0.9905,0.8422,6,4,1,2
5d973069cb19b600164e2195_study3_2022-12-08_09h34.13.425.csv,0.666666667,0,0.5,0.5,2.1532,1.0347,1,2,1,2
5d973069cb19b600164e2195_study3_2022-12-08_09h34.13.425.csv,0.666666667,0,0.5,0.5,2.6419,1.0347,2,4,1,2
5d973069cb19b600164e2195_study3_2022-12-08_09h34.13.425.csv,0.666666667,0,0.5,0.5,0.7687,1.0347,3,5,0,2
5d973069cb19b600164e2195_study3_2022-12-08_09h34.13.425.csv,0.666666667,0,0.5,0.5,0.9947,1.0347,4,7,0,2
5d973069cb19b600164e2195_study3_2022-12-08_09h34.13.425.csv,0.666666667,0,0.5,0.5,0.8539,1.0347,5,9,0,2
5d973069cb19b600164e2195_study3_2022-12-08_09h34.13.425.csv,0.666666667,0,0.5,0.5,0.2149,1.0347,6,8,0,2
5PARTICIPANT_study3_2022-12-08_12h01.29.947.csv,1,0.5,1,0,2.2707,0.9927,1,1,0,2
5PARTICIPANT_study3_2022-12-08_12h01.29.947.csv,1,0.5,1,0,1.4019,0.9927,2,4,0,2
5PARTICIPANT_study3_2022-12-08_12h01.29.947.csv,1,0.5,1,0,0.7171,0.9927,3,2,0,2
5PARTICIPANT_study3_2022-12-08_12h01.29.947.csv,1,0.5,1,0,0.8886,0.9927,4,3,0,2
5PARTICIPANT_study3_2022-12-08_12h01.29.947.csv,1,0.5,1,0,0.6169,0.9927,5,6,0,2
5PARTICIPANT_study3_2022-12-08_12h01.29.947.csv,1,0.5,1,0,3.0781,0.9927,6,0,0,2
615a170c6eca532c6f57e09c_study3_2022-12-08_14h48.09.689.csv,0.833333333,0.25,0.75,0.75,0.5338,0.7304,1,9,0,2
615a170c6eca532c6f57e09c_study3_2022-12-08_14h48.09.689.csv,0.833333333,0.25,0.75,0.75,0.2455,0.7304,2,3,0,2
615a170c6eca532c6f57e09c_study3_2022-12-08_14h48.09.689.csv,0.833333333,0.25,0.75,0.75,0.7663,0.7304,3,0,1,2
615a170c6eca532c6f57e09c_study3_2022-12-08_14h48.09.689.csv,0.833333333,0.25,0.75,0.75,0.8533,0.7304,4,8,0,2
615a170c6eca532c6f57e09c_study3_2022-12-08_14h48.09.689.csv,0.833333333,0.25,0.75,0.75,0.6945,0.7304,5,2,0,2
615a170c6eca532c6f57e09c_study3_2022-12-08_14h48.09.689.csv,0.833333333,0.25,0.75,0.75,0.7498,0.7304,6,7,0,2
6026a3507e666237c315a0b0_study3_2022-12-08_09h32.08.262.csv,0,0.75,0.75,0.25,0.9018,0.9865,1,8,1,2
6026a3507e666237c315a0b0_study3_2022-12-08_09h32.08.262.csv,0,0.75,0.75,0.25,0.3609,0.9865,2,3,1,2
6026a3507e666237c315a0b0_study3_2022-12-08_09h32.08.262.csv,0,0.75,0.75,0.25,0.2409,0.9865,3,7,1,2
6026a3507e666237c315a0b0_study3_2022-12-08_09h32.08.262.csv,0,0.75,0.75,0.25,0.2571,0.9865,4,2,1,2
6026a3507e666237c315a0b0_study3_2022-12-08_09h32.08.262.csv,0,0.75,0.75,0.25,0.2266,0.9865,5,6,1,2
6026a3507e666237c315a0b0_study3_2022-12-08_09h32.08.262.csv,0,0.75,0.75,0.25,0.2343,0.9865,6,1,1,2
60a6dd8779e3de1097e5d50a_study3_2022-12-08_09h48.20.796.csv,0.666666667,0.5,1,1,1.7762,1.0762,1,2,0,2
60a6dd8779e3de1097e5d50a_study3_2022-12-08_09h48.20.796.csv,0.666666667,0.5,1,1,0.7019,1.0762,2,8,0,2
60a6dd8779e3de1097e5d50a_study3_2022-12-08_09h48.20.796.csv,0.666666667,0.5,1,1,0.8389,1.0762,3,0,0,2
60a6dd8779e3de1097e5d50a_study3_2022-12-08_09h48.20.796.csv,0.666666667,0.5,1,1,3.9552,1.0762,4,1,0,2
60a6dd8779e3de1097e5d50a_study3_2022-12-08_09h48.20.796.csv,0.666666667,0.5,1,1,2.1675,1.0762,5,4,1,2
60a6dd8779e3de1097e5d50a_study3_2022-12-08_09h48.20.796.csv,0.666666667,0.5,1,1,2.4939,1.0762,6,7,1,2
5f0f7fe1d7ad1c000b42d091_study3_2022-12-08_15h03.30.847.csv,1,0.5,1,0,3.8374,1.0517,1,3,0,2
5f0f7fe1d7ad1c000b42d091_study3_2022-12-08_15h03.30.847.csv,1,0.5,1,0,0.8859,1.0517,2,2,0,2
5f0f7fe1d7ad1c000b42d091_study3_2022-12-08_15h03.30.847.csv,1,0.5,1,0,0.9683,1.0517,3,0,0,2
5f0f7fe1d7ad1c000b42d091_study3_2022-12-08_15h03.30.847.csv,1,0.5,1,0,1.1505,1.0517,4,1,0,2
5f0f7fe1d7ad1c000b42d091_study3_2022-12-08_15h03.30.847.csv,1,0.5,1,0,0.8847,1.0517,5,5,0,2
5f0f7fe1d7ad1c000b42d091_study3_2022-12-08_15h03.30.847.csv,1,0.5,1,0,1.0114,1.0517,6,4,0,2
5b9aed646a11180001a8082e_study3_2022-12-08_14h48.11.964.csv,0.166666667,0.5,1,0.5,2.4911,0.77305,1,8,1,2
5b9aed646a11180001a8082e_study3_2022-12-08_14h48.11.964.csv,0.166666667,0.5,1,0.5,0.7677,0.77305,2,4,1,2
5b9aed646a11180001a8082e_study3_2022-12-08_14h48.11.964.csv,0.166666667,0.5,1,0.5,0.7382,0.77305,3,0,0,2
5b9aed646a11180001a8082e_study3_2022-12-08_14h48.11.964.csv,0.166666667,0.5,1,0.5,0.7342,0.77305,4,2,1,2
5b9aed646a11180001a8082e_study3_2022-12-08_14h48.11.964.csv,0.166666667,0.5,1,0.5,0.7042,0.77305,5,7,1,2
5b9aed646a11180001a8082e_study3_2022-12-08_14h48.11.964.csv,0.166666667,0.5,1,0.5,0.3107,0.77305,6,9,1,2
606dd5bde7bc8c04efce0fba_study3_2022-12-08_10h11.58.421.csv,1,0.5,1,1,7.851,1.6565,1,3,0,2
606dd5bde7bc8c04efce0fba_study3_2022-12-08_10h11.58.421.csv,1,0.5,1,1,0.104,1.6565,2,2,0,2
606dd5bde7bc8c04efce0fba_study3_2022-12-08_10h11.58.421.csv,1,0.5,1,1,0.666,1.6565,3,8,0,2
606dd5bde7bc8c04efce0fba_study3_2022-12-08_10h11.58.421.csv,1,0.5,1,1,4.411,1.6565,4,1,0,2
606dd5bde7bc8c04efce0fba_study3_2022-12-08_10h11.58.421.csv,1,0.5,1,1,6.457,1.6565,5,9,0,2
606dd5bde7bc8c04efce0fba_study3_2022-12-08_10h11.58.421.csv,1,0.5,1,1,1.705,1.6565,6,6,0,2
5f9c70519242e010e0f1c608_study3_2022-12-08_09h19.12.832.csv,0.833333333,0.5,1,1,1.284,0.7013,1,0,0,2
5f9c70519242e010e0f1c608_study3_2022-12-08_09h19.12.832.csv,0.833333333,0.5,1,1,0.5455,0.7013,2,6,0,2
5f9c70519242e010e0f1c608_study3_2022-12-08_09h19.12.832.csv,0.833333333,0.5,1,1,1.0484,0.7013,3,4,0,2
5f9c70519242e010e0f1c608_study3_2022-12-08_09h19.12.832.csv,0.833333333,0.5,1,1,0.3248,0.7013,4,7,0,2
5f9c70519242e010e0f1c608_study3_2022-12-08_09h19.12.832.csv,0.833333333,0.5,1,1,3.1841,0.7013,5,1,0,2
5f9c70519242e010e0f1c608_study3_2022-12-08_09h19.12.832.csv,0.833333333,0.5,1,1,2.7172,0.7013,6,2,1,2
5Lau93_study3_2022-12-08_15h49.18.268.csv,1,1,0.5,0.5,2.737,1.1915,1,5,0,2
5Lau93_study3_2022-12-08_15h49.18.268.csv,1,1,0.5,0.5,0.819,1.1915,2,8,0,2
5Lau93_study3_2022-12-08_15h49.18.268.csv,1,1,0.5,0.5,0.169,1.1915,3,9,0,2
5Lau93_study3_2022-12-08_15h49.18.268.csv,1,1,0.5,0.5,0.809,1.1915,4,4,0,2
5Lau93_study3_2022-12-08_15h49.18.268.csv,1,1,0.5,0.5,0.418,1.1915,5,7,0,2
5Lau93_study3_2022-12-08_15h49.18.268.csv,1,1,0.5,0.5,2.251,1.1915,6,0,0,2
5cfcf07cee119e000103de71_study3_2022-12-08_08h27.03.078.csv,1,0.5,1,0,3.8372,0.6579,1,3,0,2
5cfcf07cee119e000103de71_study3_2022-12-08_08h27.03.078.csv,1,0.5,1,0,1.4181,0.6579,2,2,0,2
5cfcf07cee119e000103de71_study3_2022-12-08_08h27.03.078.csv,1,0.5,1,0,0.7344,0.6579,3,4,0,2
5cfcf07cee119e000103de71_study3_2022-12-08_08h27.03.078.csv,1,0.5,1,0,0.5081,0.6579,4,7,0,2
5cfcf07cee119e000103de71_study3_2022-12-08_08h27.03.078.csv,1,0.5,1,0,0.6525,0.6579,5,8,0,2
5cfcf07cee119e000103de71_study3_2022-12-08_08h27.03.078.csv,1,0.5,1,0,0.769,0.6579,6,0,0,2
5b0710e7a84dcf0001beee8a_study3_2022-12-08_14h48.13.036.csv,0.5,0.5,1,0.25,2.212,1.5516,1,0,1,2
5b0710e7a84dcf0001beee8a_study3_2022-12-08_14h48.13.036.csv,0.5,0.5,1,0.25,8.3836,1.5516,2,9,1,2
5b0710e7a84dcf0001beee8a_study3_2022-12-08_14h48.13.036.csv,0.5,0.5,1,0.25,1.5506,1.5516,3,4,0,2
5b0710e7a84dcf0001beee8a_study3_2022-12-08_14h48.13.036.csv,0.5,0.5,1,0.25,1.5528,1.5516,4,1,1,2
5b0710e7a84dcf0001beee8a_study3_2022-12-08_14h48.13.036.csv,0.5,0.5,1,0.25,5.057,1.5516,5,6,0,2
5b0710e7a84dcf0001beee8a_study3_2022-12-08_14h48.13.036.csv,0.5,0.5,1,0.25,7.3683,1.5516,6,7,0,2
5fc60be0227abc1b525a09a8_study3_2022-12-08_10h03.58.512.csv,0.666666667,0.5,1,1,0.7552,0.93475,1,8,0,2
5fc60be0227abc1b525a09a8_study3_2022-12-08_10h03.58.512.csv,0.666666667,0.5,1,1,3.8138,0.93475,2,6,0,2
5fc60be0227abc1b525a09a8_study3_2022-12-08_10h03.58.512.csv,0.666666667,0.5,1,1,1.5762,0.93475,3,0,1,2
5fc60be0227abc1b525a09a8_study3_2022-12-08_10h03.58.512.csv,0.666666667,0.5,1,1,1.6939,0.93475,4,4,0,2
5fc60be0227abc1b525a09a8_study3_2022-12-08_10h03.58.512.csv,0.666666667,0.5,1,1,2.9778,0.93475,5,5,0,2
5fc60be0227abc1b525a09a8_study3_2022-12-08_10h03.58.512.csv,0.666666667,0.5,1,1,1.5783,0.93475,6,2,1,2
6166e78051425fa22de68491_study3_2022-12-08_14h45.08.366.csv,1,0.5,1,0,3.5673,1.0359,1,3,0,2
6166e78051425fa22de68491_study3_2022-12-08_14h45.08.366.csv,1,0.5,1,0,1.808,1.0359,2,9,0,2
6166e78051425fa22de68491_study3_2022-12-08_14h45.08.366.csv,1,0.5,1,0,0.9321,1.0359,3,8,0,2
6166e78051425fa22de68491_study3_2022-12-08_14h45.08.366.csv,1,0.5,1,0,1.1529,1.0359,4,5,0,2
6166e78051425fa22de68491_study3_2022-12-08_14h45.08.366.csv,1,0.5,1,0,0.9728,1.0359,5,0,0,2
6166e78051425fa22de68491_study3_2022-12-08_14h45.08.366.csv,1,0.5,1,0,1.8651,1.0359,6,1,0,2
60d51a3f5496a458dc0d4716_study3_2022-12-08_16h23.26.079.csv,0.833333333,0.5,1,0.25,2.3178,1.1526,1,4,0,2
60d51a3f5496a458dc0d4716_study3_2022-12-08_16h23.26.079.csv,0.833333333,0.5,1,0.25,0.8173,1.1526,2,1,0,2
60d51a3f5496a458dc0d4716_study3_2022-12-08_16h23.26.079.csv,0.833333333,0.5,1,0.25,0.9506,1.1526,3,9,0,2
60d51a3f5496a458dc0d4716_study3_2022-12-08_16h23.26.079.csv,0.833333333,0.5,1,0.25,2.7787,1.1526,4,5,1,2
60d51a3f5496a458dc0d4716_study3_2022-12-08_16h23.26.079.csv,0.833333333,0.5,1,0.25,0.6273,1.1526,5,2,0,2
60d51a3f5496a458dc0d4716_study3_2022-12-08_16h23.26.079.csv,0.833333333,0.5,1,0.25,1.3008,1.1526,6,8,0,2
5d60061e45714d00019ad6a4_study3_2022-12-08_15h48.36.688.csv,0.666666667,0.75,0.75,0,0.8648,0.83225,1,7,1,2
5d60061e45714d00019ad6a4_study3_2022-12-08_15h48.36.688.csv,0.666666667,0.75,0.75,0,4.5456,0.83225,2,6,1,2
5d60061e45714d00019ad6a4_study3_2022-12-08_15h48.36.688.csv,0.666666667,0.75,0.75,0,0.3456,0.83225,3,8,0,2
5d60061e45714d00019ad6a4_study3_2022-12-08_15h48.36.688.csv,0.666666667,0.75,0.75,0,0.571,0.83225,4,5,0,2
5d60061e45714d00019ad6a4_study3_2022-12-08_15h48.36.688.csv,0.666666667,0.75,0.75,0,0.8048,0.83225,5,3,0,2
5d60061e45714d00019ad6a4_study3_2022-12-08_15h48.36.688.csv,0.666666667,0.75,0.75,0,1.699,0.83225,6,1,0,2
5PARTICIPANT_study3_2022-12-08_09h54.26.475.csv,0.5,0.5,1,0.25,2.8279,0.82375,1,1,1,2
5PARTICIPANT_study3_2022-12-08_09h54.26.475.csv,0.5,0.5,1,0.25,0.2436,0.82375,2,0,0,2
5PARTICIPANT_study3_2022-12-08_09h54.26.475.csv,0.5,0.5,1,0.25,0.3129,0.82375,3,6,0,2
5PARTICIPANT_study3_2022-12-08_09h54.26.475.csv,0.5,0.5,1,0.25,0.3728,0.82375,4,9,1,2
5PARTICIPANT_study3_2022-12-08_09h54.26.475.csv,0.5,0.5,1,0.25,0.2227,0.82375,5,2,1,2
5PARTICIPANT_study3_2022-12-08_09h54.26.475.csv,0.5,0.5,1,0.25,0.2229,0.82375,6,8,0,2
5ca65510a0b6540012283c32_study3_2022-12-08_10h00.28.248.csv,0,1,0.5,0.5,6.8937,1.0972,1,2,1,2
5ca65510a0b6540012283c32_study3_2022-12-08_10h00.28.248.csv,0,1,0.5,0.5,1.8923,1.0972,2,3,1,2
5ca65510a0b6540012283c32_study3_2022-12-08_10h00.28.248.csv,0,1,0.5,0.5,1.1786,1.0972,3,0,1,2
5ca65510a0b6540012283c32_study3_2022-12-08_10h00.28.248.csv,0,1,0.5,0.5,1.7771,1.0972,4,7,1,2
5ca65510a0b6540012283c32_study3_2022-12-08_10h00.28.248.csv,0,1,0.5,0.5,1.0423,1.0972,5,4,1,2
5ca65510a0b6540012283c32_study3_2022-12-08_10h00.28.248.csv,0,1,0.5,0.5,0.7745,1.0972,6,8,1,2
62fc94176ecdef3f7bd04833_study3_2022-12-08_15h02.04.880.csv,1,0.5,1,1,1.749,0.9452,1,3,0,2
62fc94176ecdef3f7bd04833_study3_2022-12-08_15h02.04.880.csv,1,0.5,1,1,1.6584,0.9452,2,4,0,2
62fc94176ecdef3f7bd04833_study3_2022-12-08_15h02.04.880.csv,1,0.5,1,1,1.1051,0.9452,3,9,0,2
