,sub,PR Evidence,bias_highbaserate,pre_map_change,post_map_change,rt_planning_pr,median_RT_actionselection,trial_num,planning_q,PR_individual_answers,experiment,log_rt_planning,PR,MB,BR
49,5b992a5224a3450001fa3454_study2_2022-11-23_10h53.20.433.csv,1.0,0.75,0.75,0.75,5.7748,1.0342,2,1,1,2,1.7198754427935383,-1.62160077776023,-0.5519879519358071,-2.8681569944468635
50,5b992a5224a3450001fa3454_study2_2022-11-23_10h53.20.433.csv,1.0,0.75,0.75,0.75,1.7268,1.0342,3,7,1,2,0.5126418037192013,-1.62160077776023,-0.5519879519358071,-2.8681569944468635
51,5b992a5224a3450001fa3454_study2_2022-11-23_10h53.20.433.csv,1.0,0.75,0.75,0.75,4.9342,1.0342,4,8,1,2,1.5625623713684869,-1.62160077776023,-0.5519879519358071,-2.8681569944468635
52,5b992a5224a3450001fa3454_study2_2022-11-23_10h53.20.433.csv,1.0,0.75,0.75,0.75,0.534,1.0342,5,4,1,2,-0.6609876210019261,-1.62160077776023,-0.5519879519358071,-2.8681569944468635
53,5b992a5224a3450001fa3454_study2_2022-11-23_10h53.20.433.csv,1.0,0.75,0.75,0.75,0.5222,1.0342,6,6,1,2,-0.6833328036970927,-1.62160077776023,-0.5519879519358071,-2.8681569944468635
54,61333a6aeba7e6f02294f861_study2_2022-11-23_10h51.25.338.csv,0.333333333,0.5,1.0,1.0,1.8039,0.4367,1,7,0,2,1.4184598062221174,-2.28826744476023,-0.3019879519358071,-3.1181569944468635
55,61333a6aeba7e6f02294f861_study2_2022-11-23_10h51.25.338.csv,0.333333333,0.5,1.0,1.0,1.6153,0.4367,2,6,1,2,1.308029516428197,-2.28826744476023,-0.3019879519358071,-3.1181569944468635
56,61333a6aeba7e6f02294f861_study2_2022-11-23_10h51.25.338.csv,0.333333333,0.5,1.0,1.0,5.2884,0.4367,3,8,1,2,2.4940245611444265,-2.28826744476023,-0.3019879519358071,-3.1181569944468635
57,61333a6aeba7e6f02294f861_study2_2022-11-23_10h51.25.338.csv,0.333333333,0.5,1.0,1.0,1.5475,0.4367,4,3,0,2,1.265149544067236,-2.28826744476023,-0.3019879519358071,-3.1181569944468635
58,61333a6aeba7e6f02294f861_study2_2022-11-23_10h51.25.338.csv,0.333333333,0.5,1.0,1.0,4.4486,0.4367,5,4,0,2,2.3210982584281146,-2.28826744476023,-0.3019879519358071,-3.1181569944468635
59,61333a6aeba7e6f02294f861_study2_2022-11-23_10h51.25.338.csv,0.333333333,0.5,1.0,1.0,2.0495,0.4367,6,0,0,2,1.546104679452877,-2.28826744476023,-0.3019879519358071,-3.1181569944468635
60,58ae2cb09e040a000139af76_study2_2022-11-23_13h25.08.142.csv,0.5,0.5,1.0,1.0,0.8008,0.30415,1,6,0,2,0.9680902272342966,-2.12160077776023,-0.3019879519358071,-3.1181569944468635
61,58ae2cb09e040a000139af76_study2_2022-11-23_13h25.08.142.csv,0.5,0.5,1.0,1.0,0.7179,0.30415,2,4,1,2,0.858809282815723,-2.12160077776023,-0.3019879519358071,-3.1181569944468635
62,58ae2cb09e040a000139af76_study2_2022-11-23_13h25.08.142.csv,0.5,0.5,1.0,1.0,0.701,0.30415,3,3,0,2,0.8349868862678758,-2.12160077776023,-0.3019879519358071,-3.1181569944468635
63,58ae2cb09e040a000139af76_study2_2022-11-23_13h25.08.142.csv,0.5,0.5,1.0,1.0,0.6319,0.30415,4,7,0,2,0.7312101530126953,-2.12160077776023,-0.3019879519358071,-3.1181569944468635
64,58ae2cb09e040a000139af76_study2_2022-11-23_13h25.08.142.csv,0.5,0.5,1.0,1.0,0.7179,0.30415,5,8,1,2,0.858809282815723,-2.12160077776023,-0.3019879519358071,-3.1181569944468635
65,58ae2cb09e040a000139af76_study2_2022-11-23_13h25.08.142.csv,0.5,0.5,1.0,1.0,0.4841,0.30415,6,0,1,2,0.46477049617893434,-2.12160077776023,-0.3019879519358071,-3.1181569944468635
66,614d061aa0abbd89a703844f_study2_2022-11-22_02h01.28.559.csv,0.666666667,0.5,1.0,1.0,3.0031,1.4856,1,4,1,2,0.7038263574237004,-1.95493411076023,-0.3019879519358071,-3.1181569944468635
67,614d061aa0abbd89a703844f_study2_2022-11-22_02h01.28.559.csv,0.666666667,0.5,1.0,1.0,0.5188,1.4856,2,3,0,2,-1.0520555575962072,-1.95493411076023,-0.3019879519358071,-3.1181569944468635
68,614d061aa0abbd89a703844f_study2_2022-11-22_02h01.28.559.csv,0.666666667,0.5,1.0,1.0,2.0356,1.4856,3,2,1,2,0.31497188467618165,-1.95493411076023,-0.3019879519358071,-3.1181569944468635
69,614d061aa0abbd89a703844f_study2_2022-11-22_02h01.28.559.csv,0.666666667,0.5,1.0,1.0,0.7837,1.4856,4,7,1,2,-0.6395477159796772,-1.95493411076023,-0.3019879519358071,-3.1181569944468635
70,614d061aa0abbd89a703844f_study2_2022-11-22_02h01.28.559.csv,0.666666667,0.5,1.0,1.0,0.6675,1.4856,5,0,0,2,-0.8000346197640914,-1.95493411076023,-0.3019879519358071,-3.1181569944468635
71,614d061aa0abbd89a703844f_study2_2022-11-22_02h01.28.559.csv,0.666666667,0.5,1.0,1.0,0.6194,1.4856,6,8,1,2,-0.8748227424993937,-1.95493411076023,-0.3019879519358071,-3.1181569944468635
72,5789972670c76a00012433b3_study2_2022-11-23_10h52.52.333.csv,0.833333333,0.75,0.75,0.75,1.5181,0.959,1,8,1,2,0.45932375705523126,-1.7882674447602298,-0.5519879519358071,-2.8681569944468635
73,5789972670c76a00012433b3_study2_2022-11-23_10h52.52.333.csv,0.833333333,0.75,0.75,0.75,1.173,0.959,2,1,1,2,0.20142877377003737,-1.7882674447602298,-0.5519879519358071,-2.8681569944468635
74,5789972670c76a00012433b3_study2_2022-11-23_10h52.52.333.csv,0.833333333,0.75,0.75,0.75,1.3785,0.959,3,9,1,2,0.3628601555804133,-1.7882674447602298,-0.5519879519358071,-2.8681569944468635
75,5789972670c76a00012433b3_study2_2022-11-23_10h52.52.333.csv,0.833333333,0.75,0.75,0.75,1.2343,0.959,4,0,1,2,0.2523682118664448,-1.7882674447602298,-0.5519879519358071,-2.8681569944468635
76,5789972670c76a00012433b3_study2_2022-11-23_10h52.52.333.csv,0.833333333,0.75,0.75,0.75,1.1008,0.959,5,5,0,2,0.13790139229564102,-1.7882674447602298,-0.5519879519358071,-2.8681569944468635
77,5789972670c76a00012433b3_study2_2022-11-23_10h52.52.333.csv,0.833333333,0.75,0.75,0.75,1.1284,0.959,6,3,1,2,0.16266490424440314,-1.7882674447602298,-0.5519879519358071,-2.8681569944468635
78,5f42e037b2f15d1424da5187_study2_2022-11-22_14h06.27.765.csv,0.333333333,0.5,1.0,0.25,0.8852,0.2271,1,0,0,2,1.3604231590653817,-2.28826744476023,-1.051987951935807,-3.1181569944468635
79,5f42e037b2f15d1424da5187_study2_2022-11-22_14h06.27.765.csv,0.333333333,0.5,1.0,0.25,1.0436,0.2271,2,3,0,2,1.5250411041510608,-2.28826744476023,-1.051987951935807,-3.1181569944468635
80,5f42e037b2f15d1424da5187_study2_2022-11-22_14h06.27.765.csv,0.333333333,0.5,1.0,0.25,0.6691,0.2271,3,6,0,2,1.0805430766772586,-2.28826744476023,-1.051987951935807,-3.1181569944468635
81,5f42e037b2f15d1424da5187_study2_2022-11-22_14h06.27.765.csv,0.333333333,0.5,1.0,0.25,0.6752,0.2271,4,4,0,2,1.0896184941702347,-2.28826744476023,-1.051987951935807,-3.1181569944468635
82,5f42e037b2f15d1424da5187_study2_2022-11-22_14h06.27.765.csv,0.333333333,0.5,1.0,0.25,0.8295,0.2271,5,5,1,2,1.2954326605189863,-2.28826744476023,-1.051987951935807,-3.1181569944468635
83,5f42e037b2f15d1424da5187_study2_2022-11-22_14h06.27.765.csv,0.333333333,0.5,1.0,0.25,0.6434,0.2271,6,1,1,2,1.0413761656934133,-2.28826744476023,-1.051987951935807,-3.1181569944468635
84,5Caleb_study2_2022-11-23_09h22.30.683.csv,0.5,0.5,1.0,0.75,1.6182,0.37275,1,2,1,2,1.4681617457288916,-2.12160077776023,-0.5519879519358071,-3.1181569944468635
85,5Caleb_study2_2022-11-23_09h22.30.683.csv,0.5,0.5,1.0,0.75,3.934,0.37275,2,0,0,2,2.3565040453041566,-2.12160077776023,-0.5519879519358071,-3.1181569944468635
86,5Caleb_study2_2022-11-23_09h22.30.683.csv,0.5,0.5,1.0,0.75,0.6908,0.37275,3,7,0,2,0.6169423926276757,-2.12160077776023,-0.5519879519358071,-3.1181569944468635
87,5Caleb_study2_2022-11-23_09h22.30.683.csv,0.5,0.5,1.0,0.75,0.4359,0.37275,4,9,0,2,0.15650490559949906,-2.12160077776023,-0.5519879519358071,-3.1181569944468635
88,5Caleb_study2_2022-11-23_09h22.30.683.csv,0.5,0.5,1.0,0.75,0.4584,0.37275,5,5,1,2,0.20683421175568192,-2.12160077776023,-0.5519879519358071,-3.1181569944468635
89,5Caleb_study2_2022-11-23_09h22.30.683.csv,0.5,0.5,1.0,0.75,0.4197,0.37275,6,6,1,2,0.11863221669469735,-2.12160077776023,-0.5519879519358071,-3.1181569944468635
90,5fa25dd28b0f6842755417f3_study2_2022-11-23_10h51.23.419.csv,0.833333333,0.5,1.0,0.75,0.5734,0.3132,1,8,1,2,0.6047415893326216,-1.7882674447602298,-0.5519879519358071,-3.1181569944468635
91,5fa25dd28b0f6842755417f3_study2_2022-11-23_10h51.23.419.csv,0.833333333,0.5,1.0,0.75,2.1381,0.3132,2,3,1,2,1.9208308990592868,-1.7882674447602298,-0.5519879519358071,-3.1181569944468635
92,5fa25dd28b0f6842755417f3_study2_2022-11-23_10h51.23.419.csv,0.833333333,0.5,1.0,0.75,0.4953,0.3132,3,2,1,2,0.45832167547754404,-1.7882674447602298,-0.5519879519358071,-3.1181569944468635
93,5fa25dd28b0f6842755417f3_study2_2022-11-23_10h51.23.419.csv,0.833333333,0.5,1.0,0.75,1.3213,0.3132,4,4,1,2,1.4395294153035232,-1.7882674447602298,-0.5519879519358071,-3.1181569944468635
94,5fa25dd28b0f6842755417f3_study2_2022-11-23_10h51.23.419.csv,0.833333333,0.5,1.0,0.75,0.5336,0.3132,5,1,0,2,0.532804530484766,-1.7882674447602298,-0.5519879519358071,-3.1181569944468635
95,5fa25dd28b0f6842755417f3_study2_2022-11-23_10h51.23.419.csv,0.833333333,0.5,1.0,0.75,1.9716,0.3132,6,6,1,2,1.8397587107145748,-1.7882674447602298,-0.5519879519358071,-3.1181569944468635
96,5d0ba121619661001a7f4fe6_study2_2022-11-23_11h55.18.874.csv,0.5,0.5,1.0,0.25,0.8217,0.3428,1,7,0,2,0.8742281782135175,-2.12160077776023,-1.051987951935807,-3.1181569944468635
97,5d0ba121619661001a7f4fe6_study2_2022-11-23_11h55.18.874.csv,0.5,0.5,1.0,0.25,1.093,0.3428,2,5,0,2,1.1595343014529138,-2.12160077776023,-1.051987951935807,-3.1181569944468635
98,5d0ba121619661001a7f4fe6_study2_2022-11-23_11h55.18.874.csv,0.5,0.5,1.0,0.25,0.9371,0.3428,3,8,1,2,1.0056428134061532,-2.12160077776023,-1.051987951935807,-3.1181569944468635
99,5d0ba121619661001a7f4fe6_study2_2022-11-23_11h55.18.874.csv,0.5,0.5,1.0,0.25,1.6885,0.3428,4,0,1,2,1.5944486531019977,-2.12160077776023,-1.051987951935807,-3.1181569944468635
100,5d0ba121619661001a7f4fe6_study2_2022-11-23_11h55.18.874.csv,0.5,0.5,1.0,0.25,1.3533,0.3428,5,1,1,2,1.3731541463588353,-2.12160077776023,-1.051987951935807,-3.1181569944468635
101,5d0ba121619661001a7f4fe6_study2_2022-11-23_11h55.18.874.csv,0.5,0.5,1.0,0.25,0.7224,0.3428,6,9,0,2,0.7454318153791512,-2.12160077776023,-1.051987951935807,-3.1181569944468635
102,5de00d05988d7c0877eaa15a_study2_2022-11-23_11h41.29.545.csv,0.833333333,0.75,0.75,0.75,4.4296,0.29985,1,4,0,2,2.6927822158942387,-1.7882674447602298,-0.5519879519358071,-2.8681569944468635
103,5de00d05988d7c0877eaa15a_study2_2022-11-23_11h41.29.545.csv,0.833333333,0.75,0.75,0.75,3.0632,0.29985,2,2,1,2,2.323933050548566,-1.7882674447602298,-0.5519879519358071,-2.8681569944468635
104,5de00d05988d7c0877eaa15a_study2_2022-11-23_11h41.29.545.csv,0.833333333,0.75,0.75,0.75,0.6002,0.29985,3,3,1,2,0.6939805833917478,-1.7882674447602298,-0.5519879519358071,-2.8681569944468635
105,5de00d05988d7c0877eaa15a_study2_2022-11-23_11h41.29.545.csv,0.833333333,0.75,0.75,0.75,0.6151,0.29985,4,8,1,2,0.7185025065998037,-1.7882674447602298,-0.5519879519358071,-2.8681569944468635
106,5de00d05988d7c0877eaa15a_study2_2022-11-23_11h41.29.545.csv,0.833333333,0.75,0.75,0.75,0.2814,0.29985,5,9,1,2,-0.06350520493423016,-1.7882674447602298,-0.5519879519358071,-2.8681569944468635
107,5de00d05988d7c0877eaa15a_study2_2022-11-23_11h41.29.545.csv,0.833333333,0.75,0.75,0.75,0.3773,0.29985,6,5,1,2,0.22975827735574614,-1.7882674447602298,-0.5519879519358071,-2.8681569944468635
108,601d1b8bca9e070519cdb841_study2_2022-11-23_11h54.05.161.csv,0.833333333,0.5,1.0,0.25,0.9094,0.45285,1,6,0,2,0.6972240965699527,-1.7882674447602298,-1.051987951935807,-3.1181569944468635
109,601d1b8bca9e070519cdb841_study2_2022-11-23_11h54.05.161.csv,0.833333333,0.5,1.0,0.25,0.12,0.45285,2,5,1,2,-1.3280692020389115,-1.7882674447602298,-1.051987951935807,-3.1181569944468635
110,601d1b8bca9e070519cdb841_study2_2022-11-23_11h54.05.161.csv,0.833333333,0.5,1.0,0.25,0.7945,0.45285,3,9,1,2,0.5621520411558132,-1.7882674447602298,-1.051987951935807,-3.1181569944468635
111,601d1b8bca9e070519cdb841_study2_2022-11-23_11h54.05.161.csv,0.833333333,0.5,1.0,0.25,0.6854,0.45285,4,3,1,2,0.41444166461955106,-1.7882674447602298,-1.051987951935807,-3.1181569944468635
112,601d1b8bca9e070519cdb841_study2_2022-11-23_11h54.05.161.csv,0.833333333,0.5,1.0,0.25,0.3354,0.45285,5,4,1,2,-0.300237095431849,-1.7882674447602298,-1.051987951935807,-3.1181569944468635
113,601d1b8bca9e070519cdb841_study2_2022-11-23_11h54.05.161.csv,0.833333333,0.5,1.0,0.25,0.4861,0.45285,6,8,1,2,0.07085341923045234,-1.7882674447602298,-1.051987951935807,-3.1181569944468635
114,5ff4a242cbe069bc27d9278b_study2_2022-11-22_16h32.49.082.csv,0.666666667,0.25,0.75,0.75,1.6833,0.23345,1,0,0,2,1.97554351000809,-1.95493411076023,-0.5519879519358071,-3.3681569944468635
115,5ff4a242cbe069bc27d9278b_study2_2022-11-22_16h32.49.082.csv,0.666666667,0.25,0.75,0.75,1.1505,0.23345,2,2,1,2,1.5949839880584746,-1.95493411076023,-0.5519879519358071,-3.3681569944468635
116,5ff4a242cbe069bc27d9278b_study2_2022-11-22_16h32.49.082.csv,0.666666667,0.25,0.75,0.75,0.7878,0.23345,3,8,1,2,1.2162763291198595,-1.95493411076023,-0.5519879519358071,-3.3681569944468635
117,5ff4a242cbe069bc27d9278b_study2_2022-11-22_16h32.49.082.csv,0.666666667,0.25,0.75,0.75,0.9895,0.23345,4,9,0,2,1.4442318436256745,-1.95493411076023,-0.5519879519358071,-3.3681569944468635
118,5ff4a242cbe069bc27d9278b_study2_2022-11-22_16h32.49.082.csv,0.666666667,0.25,0.75,0.75,1.3989,0.23345,5,1,1,2,1.790473571065439,-1.95493411076023,-0.5519879519358071,-3.3681569944468635
119,5ff4a242cbe069bc27d9278b_study2_2022-11-22_16h32.49.082.csv,0.666666667,0.25,0.75,0.75,0.8009,0.23345,6,3,1,2,1.2327681739126906,-1.95493411076023,-0.5519879519358071,-3.3681569944468635
120,5f009c12dac7c81b0e9c0d06_study2_2022-11-23_10h55.40.223.csv,0.5,0.5,1.0,0.75,0.9004,0.7324,1,8,1,2,0.20651229623222148,-2.12160077776023,-0.5519879519358071,-3.1181569944468635
121,5f009c12dac7c81b0e9c0d06_study2_2022-11-23_10h55.40.223.csv,0.5,0.5,1.0,0.75,0.8433,0.7324,2,1,0,2,0.1409959537802403,-2.12160077776023,-0.5519879519358071,-3.1181569944468635
122,5f009c12dac7c81b0e9c0d06_study2_2022-11-23_10h55.40.223.csv,0.5,0.5,1.0,0.75,0.4981,0.7324,3,5,0,2,-0.385525952721118,-2.12160077776023,-0.5519879519358071,-3.1181569944468635
123,5f009c12dac7c81b0e9c0d06_study2_2022-11-23_10h55.40.223.csv,0.5,0.5,1.0,0.75,0.5832,0.7324,4,9,1,2,-0.22779663210590728,-2.12160077776023,-0.5519879519358071,-3.1181569944468635
