,sub,PR Evidence,bias_highbaserate,pre_map_change,post_map_change,rt_planning_pr,median_RT_actionselection,trial_num,planning_q,PR_individual_answers,experiment,log_rt_planning,PR,MB,BR
124,5f009c12dac7c81b0e9c0d06_study2_2022-11-23_10h55.40.223.csv,0.5,0.5,1.0,0.75,2.7632,0.7324,5,4,0,2,1.3278178945920585,-2.12160077776023,-0.5519879519358071,-3.1181569944468635
125,5f009c12dac7c81b0e9c0d06_study2_2022-11-23_10h55.40.223.csv,0.5,0.5,1.0,0.75,0.7497,0.7324,6,3,1,2,0.023346313708660686,-2.12160077776023,-0.5519879519358071,-3.1181569944468635
126,5fbfe145e52a44000a9c2966_study2_2022-11-23_10h58.38.413.csv,1.0,0.5,1.0,0.0,8.8238,0.7375,1,1,1,2,2.481941807004656,-1.62160077776023,-1.301987951935807,-3.1181569944468635
127,5fbfe145e52a44000a9c2966_study2_2022-11-23_10h58.38.413.csv,1.0,0.5,1.0,0.0,2.4284,0.7375,2,4,1,2,1.191721795042304,-1.62160077776023,-1.301987951935807,-3.1181569944468635
128,5fbfe145e52a44000a9c2966_study2_2022-11-23_10h58.38.413.csv,1.0,0.5,1.0,0.0,4.9731,0.7375,3,7,1,2,1.908532578884955,-1.62160077776023,-1.301987951935807,-3.1181569944468635
129,5fbfe145e52a44000a9c2966_study2_2022-11-23_10h58.38.413.csv,1.0,0.5,1.0,0.0,1.8297,0.7375,4,8,1,2,0.9086412097565454,-1.62160077776023,-1.301987951935807,-3.1181569944468635
130,5fbfe145e52a44000a9c2966_study2_2022-11-23_10h58.38.413.csv,1.0,0.5,1.0,0.0,7.4694,0.7375,5,3,1,2,2.3153038654018205,-1.62160077776023,-1.301987951935807,-3.1181569944468635
131,5fbfe145e52a44000a9c2966_study2_2022-11-23_10h58.38.413.csv,1.0,0.5,1.0,0.0,1.654,0.7375,6,5,1,2,0.8076857873696616,-1.62160077776023,-1.301987951935807,-3.1181569944468635
132,5PARTICIPANT_study2_2022-11-23_11h53.11.001.csv,0.666666667,0.25,0.25,0.5,3.6586,0.8605,1,3,0,2,1.4473222239056036,-1.95493411076023,-0.8019879519358071,-3.3681569944468635
133,5PARTICIPANT_study2_2022-11-23_11h53.11.001.csv,0.666666667,0.25,0.25,0.5,4.008,0.8605,2,4,1,2,1.5385340271131065,-1.95493411076023,-0.8019879519358071,-3.3681569944468635
134,5PARTICIPANT_study2_2022-11-23_11h53.11.001.csv,0.666666667,0.25,0.25,0.5,2.1819,0.8605,3,2,1,2,0.9304377201770105,-1.95493411076023,-0.8019879519358071,-3.3681569944468635
135,5PARTICIPANT_study2_2022-11-23_11h53.11.001.csv,0.666666667,0.25,0.25,0.5,1.4295,0.8605,4,6,0,2,0.5075663961107723,-1.95493411076023,-0.8019879519358071,-3.3681569944468635
136,5PARTICIPANT_study2_2022-11-23_11h53.11.001.csv,0.666666667,0.25,0.25,0.5,0.702,0.8605,5,5,1,2,-0.20358021162578313,-1.95493411076023,-0.8019879519358071,-3.3681569944468635
137,5PARTICIPANT_study2_2022-11-23_11h53.11.001.csv,0.666666667,0.25,0.25,0.5,0.8316,0.8605,6,9,1,2,-0.03416205966773631,-1.95493411076023,-0.8019879519358071,-3.3681569944468635
138,5f1bf7bb9f48184274051108_study2_2022-11-23_09h51.40.832.csv,0.666666667,0.75,0.75,0.25,1.1667,0.9836,1,0,1,2,0.17071521948777385,-1.95493411076023,-1.051987951935807,-2.8681569944468635
139,5f1bf7bb9f48184274051108_study2_2022-11-23_09h51.40.832.csv,0.666666667,0.75,0.75,0.25,1.3692,0.9836,2,7,1,2,0.3307625963139927,-1.95493411076023,-1.051987951935807,-2.8681569944468635
140,5f1bf7bb9f48184274051108_study2_2022-11-23_09h51.40.832.csv,0.666666667,0.75,0.75,0.25,1.802,0.9836,3,5,0,2,0.6054331278262457,-1.95493411076023,-1.051987951935807,-2.8681569944468635
141,5f1bf7bb9f48184274051108_study2_2022-11-23_09h51.40.832.csv,0.666666667,0.75,0.75,0.25,0.7082,0.9836,4,4,1,2,-0.32849277066423405,-1.95493411076023,-1.051987951935807,-2.8681569944468635
142,5f1bf7bb9f48184274051108_study2_2022-11-23_09h51.40.832.csv,0.666666667,0.75,0.75,0.25,0.588,0.9836,5,2,1,2,-0.5144923624434107,-1.95493411076023,-1.051987951935807,-2.8681569944468635
143,5f1bf7bb9f48184274051108_study2_2022-11-23_09h51.40.832.csv,0.666666667,0.75,0.75,0.25,1.1348,0.9836,6,8,0,2,0.14299239259265886,-1.95493411076023,-1.051987951935807,-2.8681569944468635
144,60b8db5feb283b86cce8de9f_study2_2022-11-23_11h56.57.014.csv,0.5,0.75,0.75,0.25,1.1589,0.852,1,1,0,2,0.3076400315110297,-2.12160077776023,-1.051987951935807,-2.8681569944468635
145,60b8db5feb283b86cce8de9f_study2_2022-11-23_11h56.57.014.csv,0.5,0.75,0.75,0.25,0.8678,0.852,2,4,1,2,0.018374746534934608,-2.12160077776023,-1.051987951935807,-2.8681569944468635
146,60b8db5feb283b86cce8de9f_study2_2022-11-23_11h56.57.014.csv,0.5,0.75,0.75,0.25,0.6747,0.852,3,3,1,2,-0.23331837919593604,-2.12160077776023,-1.051987951935807,-2.8681569944468635
147,60b8db5feb283b86cce8de9f_study2_2022-11-23_11h56.57.014.csv,0.5,0.75,0.75,0.25,0.5844,0.852,4,5,1,2,-0.3770008469527712,-2.12160077776023,-1.051987951935807,-2.8681569944468635
148,60b8db5feb283b86cce8de9f_study2_2022-11-23_11h56.57.014.csv,0.5,0.75,0.75,0.25,0.8685,0.852,5,0,0,2,0.01918105885184403,-2.12160077776023,-1.051987951935807,-2.8681569944468635
149,60b8db5feb283b86cce8de9f_study2_2022-11-23_11h56.57.014.csv,0.5,0.75,0.75,0.25,1.0836,0.852,6,9,0,2,0.2404575833816242,-2.12160077776023,-1.051987951935807,-2.8681569944468635
150,5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv,0.333333333,0.75,0.25,0.5,3.4157,0.99385,1,1,1,2,1.234551439201222,-2.28826744476023,-0.8019879519358071,-2.8681569944468635
151,5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv,0.333333333,0.75,0.25,0.5,1.5589,0.99385,2,4,0,2,0.45014943348202713,-2.28826744476023,-0.8019879519358071,-2.8681569944468635
152,5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv,0.333333333,0.75,0.25,0.5,0.6898,0.99385,3,3,0,2,-0.36518458933386755,-2.28826744476023,-0.8019879519358071,-2.8681569944468635
153,5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv,0.333333333,0.75,0.25,0.5,0.6836,0.99385,4,7,1,2,-0.3742133385951722,-2.28826744476023,-0.8019879519358071,-2.8681569944468635
154,5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv,0.333333333,0.75,0.25,0.5,0.6171,0.99385,5,6,0,2,-0.476555204509587,-2.28826744476023,-0.8019879519358071,-2.8681569944468635
155,5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv,0.333333333,0.75,0.25,0.5,0.6736,0.99385,6,9,0,2,-0.3889498269084911,-2.28826744476023,-0.8019879519358071,-2.8681569944468635
156,5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv,0.0,0.5,1.0,1.0,9.4198,0.4025,1,2,0,2,3.1528740390638954,-2.62160077776023,-0.3019879519358071,-3.1181569944468635
157,5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv,0.0,0.5,1.0,1.0,1.7758,0.4025,2,3,0,2,1.4843112077396083,-2.62160077776023,-0.3019879519358071,-3.1181569944468635
158,5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv,0.0,0.5,1.0,1.0,0.9019,0.4025,3,4,0,2,0.8068085523130443,-2.62160077776023,-0.3019879519358071,-3.1181569944468635
159,5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv,0.0,0.5,1.0,1.0,0.8688,0.4025,4,1,0,2,0.7694178523210529,-2.62160077776023,-0.3019879519358071,-3.1181569944468635
160,5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv,0.0,0.5,1.0,1.0,0.772,0.4025,5,6,0,2,0.651289453166158,-2.62160077776023,-0.3019879519358071,-3.1181569944468635
161,5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv,0.0,0.5,1.0,1.0,1.5092,0.4025,6,8,0,2,1.3216398912315375,-2.62160077776023,-0.3019879519358071,-3.1181569944468635
162,5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv,1.0,0.5,1.0,0.5,3.282,0.9235,1,5,1,2,1.2680374720107415,-1.62160077776023,-0.8019879519358071,-3.1181569944468635
163,5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv,1.0,0.5,1.0,0.5,0.587,0.9235,2,8,1,2,-0.4531459798111983,-1.62160077776023,-0.8019879519358071,-3.1181569944468635
164,5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv,1.0,0.5,1.0,0.5,0.56,0.9235,3,7,1,2,-0.5002340159100995,-1.62160077776023,-0.8019879519358071,-3.1181569944468635
165,5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv,1.0,0.5,1.0,0.5,0.619,0.9235,4,4,1,2,-0.4000655269546985,-1.62160077776023,-0.8019879519358071,-3.1181569944468635
166,5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv,1.0,0.5,1.0,0.5,0.686,0.9235,5,3,1,2,-0.2972931719134093,-1.62160077776023,-0.8019879519358071,-3.1181569944468635
167,5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv,1.0,0.5,1.0,0.5,0.357,0.9235,6,1,1,2,-0.9504350178596557,-1.62160077776023,-0.8019879519358071,-3.1181569944468635
168,5Loredana_study2_2022-11-23_10h54.43.783.csv,0.333333333,0.5,1.0,0.5,1.0003,0.2668,1,7,1,2,1.3215559199496665,-2.28826744476023,-0.8019879519358071,-3.1181569944468635
169,5Loredana_study2_2022-11-23_10h54.43.783.csv,0.333333333,0.5,1.0,0.5,1.6836,0.2668,2,6,0,2,1.842190322854947,-2.28826744476023,-0.8019879519358071,-3.1181569944468635
170,5Loredana_study2_2022-11-23_10h54.43.783.csv,0.333333333,0.5,1.0,0.5,0.4495,0.2668,3,0,0,2,0.5216365398702064,-2.28826744476023,-0.8019879519358071,-3.1181569944468635
171,5Loredana_study2_2022-11-23_10h54.43.783.csv,0.333333333,0.5,1.0,0.5,0.6003,0.2668,4,4,0,2,0.8109302162163288,-2.28826744476023,-0.8019879519358071,-3.1181569944468635
172,5Loredana_study2_2022-11-23_10h54.43.783.csv,0.333333333,0.5,1.0,0.5,0.3335,0.2668,5,2,0,2,0.22314355131420993,-2.28826744476023,-0.8019879519358071,-3.1181569944468635
173,5Loredana_study2_2022-11-23_10h54.43.783.csv,0.333333333,0.5,1.0,0.5,0.7248,0.2668,6,9,1,2,0.999396440687301,-2.28826744476023,-0.8019879519358071,-3.1181569944468635
174,60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv,0.833333333,0.5,1.0,0.5,1.502,0.369,1,8,1,2,1.403756188283553,-1.7882674447602298,-0.8019879519358071,-3.1181569944468635
175,60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv,0.833333333,0.5,1.0,0.5,0.502,0.369,2,3,1,2,0.3078034756512021,-1.7882674447602298,-0.8019879519358071,-3.1181569944468635
176,60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv,0.833333333,0.5,1.0,0.5,1.618,0.369,3,6,0,2,1.4781494535779098,-1.7882674447602298,-0.8019879519358071,-3.1181569944468635
177,60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv,0.833333333,0.5,1.0,0.5,0.552,0.369,4,4,1,2,0.40275140223656825,-1.7882674447602298,-0.8019879519358071,-3.1181569944468635
178,60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv,0.833333333,0.5,1.0,0.5,0.418,0.369,5,2,1,2,0.12468478848422908,-1.7882674447602298,-0.8019879519358071,-3.1181569944468635
179,60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv,0.833333333,0.5,1.0,0.5,0.418,0.369,6,5,1,2,0.12468478848422908,-1.7882674447602298,-0.8019879519358071,-3.1181569944468635
180,617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,0.5,0.5,1.0,1.0,5.1065,0.6209,1,2,1,2,2.1070994786473065,-2.12160077776023,-0.3019879519358071,-3.1181569944468635
181,617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,0.5,0.5,1.0,1.0,1.0064,0.6209,2,7,1,2,0.48296484757532887,-2.12160077776023,-0.3019879519358071,-3.1181569944468635
182,617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,0.5,0.5,1.0,1.0,3.4747,0.6209,3,6,0,2,1.722093384966064,-2.12160077776023,-0.3019879519358071,-3.1181569944468635
183,617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,0.5,0.5,1.0,1.0,1.8963,0.6209,4,3,0,2,1.1164898597755157,-2.12160077776023,-0.3019879519358071,-3.1181569944468635
184,617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,0.5,0.5,1.0,1.0,1.1548,0.6209,5,9,1,2,0.620512409417933,-2.12160077776023,-0.3019879519358071,-3.1181569944468635
185,617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,0.5,0.5,1.0,1.0,1.6437,0.6209,6,0,0,2,0.9735350388416325,-2.12160077776023,-0.3019879519358071,-3.1181569944468635
186,5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,1.0,0.75,0.75,0.25,7.2356,1.15495,1,1,1,2,1.8349562338519172,-1.62160077776023,-1.051987951935807,-2.8681569944468635
187,5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,1.0,0.75,0.75,0.25,1.2589,1.15495,2,2,1,2,0.08618127079665075,-1.62160077776023,-1.051987951935807,-2.8681569944468635
188,5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,1.0,0.75,0.75,0.25,0.5639,1.15495,3,0,1,2,-0.7169354011624264,-1.62160077776023,-1.051987951935807,-2.8681569944468635
189,5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,1.0,0.75,0.75,0.25,0.5022,1.15495,4,5,1,2,-0.8328138852520782,-1.62160077776023,-1.051987951935807,-2.8681569944468635
190,5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,1.0,0.75,0.75,0.25,0.5693,1.15495,5,3,1,2,-0.7074047960185266,-1.62160077776023,-1.051987951935807,-2.8681569944468635
191,5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,1.0,0.75,0.75,0.25,0.7678,1.15495,6,9,1,2,-0.4082830494088655,-1.62160077776023,-1.051987951935807,-2.8681569944468635
192,5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,0.0,0.5,1.0,1.0,1.1577,0.83885,1,1,0,2,0.3221586509952733,-2.62160077776023,-0.3019879519358071,-3.1181569944468635
193,5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,0.0,0.5,1.0,1.0,0.8189,0.83885,2,0,0,2,-0.024069929940266896,-2.62160077776023,-0.3019879519358071,-3.1181569944468635
194,5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,0.0,0.5,1.0,1.0,0.6331,0.83885,3,5,0,2,-0.28140351866632857,-2.62160077776023,-0.3019879519358071,-3.1181569944468635
195,5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,0.0,0.5,1.0,1.0,0.8987,0.83885,4,8,0,2,0.06891736844791832,-2.62160077776023,-0.3019879519358071,-3.1181569944468635
196,5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,0.0,0.5,1.0,1.0,0.4648,0.83885,5,9,0,2,-0.590424700678708,-2.62160077776023,-0.3019879519358071,-3.1181569944468635
197,5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,0.0,0.5,1.0,1.0,0.36,0.83885,6,6,0,2,-0.8459278747662538,-2.62160077776023,-0.3019879519358071,-3.1181569944468635
198,5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv,0.666666667,0.5,1.0,0.0,2.393,0.3945,1,8,0,2,1.802683947622444,-1.95493411076023,-1.301987951935807,-3.1181569944468635
199,5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv,0.666666667,0.5,1.0,0.0,4.097,0.3945,2,7,1,2,2.340391137260942,-1.95493411076023,-1.301987951935807,-3.1181569944468635
200,5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv,0.666666667,0.5,1.0,0.0,0.902,0.3945,3,6,1,2,0.8269953797766948,-1.95493411076023,-1.301987951935807,-3.1181569944468635
201,5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv,0.666666667,0.5,1.0,0.0,0.788,0.3945,4,3,1,2,0.6918789495719502,-1.95493411076023,-1.301987951935807,-3.1181569944468635
202,5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv,0.666666667,0.5,1.0,0.0,0.762,0.3945,5,0,1,2,0.6583274154007173,-1.95493411076023,-1.301987951935807,-3.1181569944468635
203,5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv,0.666666667,0.5,1.0,0.0,0.581,0.3945,6,5,0,2,0.3871316165659822,-1.95493411076023,-1.301987951935807,-3.1181569944468635
204,601af58d7a38a0411f4605c9_study2_2022-11-23_10h51.30.419.csv,0.666666667,0.5,1.0,0.5,1.8581,0.2314,1,2,1,2,2.083161924479133,-1.95493411076023,-0.8019879519358071,-3.1181569944468635
205,601af58d7a38a0411f4605c9_study2_2022-11-23_10h51.30.419.csv,0.666666667,0.5,1.0,0.5,1.7421,0.2314,2,8,0,2,2.0186987462865376,-1.95493411076023,-0.8019879519358071,-3.1181569944468635
206,601af58d7a38a0411f4605c9_study2_2022-11-23_10h51.30.419.csv,0.666666667,0.5,1.0,0.5,0.3274,0.2314,3,1,1,2,0.3470348501774585,-1.95493411076023,-0.8019879519358071,-3.1181569944468635
207,601af58d7a38a0411f4605c9_study2_2022-11-23_10h51.30.419.csv,0.666666667,0.5,1.0,0.5,0.462,0.2314,4,4,1,2,0.6914170763221628,-1.95493411076023,-0.8019879519358071,-3.1181569944468635
208,601af58d7a38a0411f4605c9_study2_2022-11-23_10h51.30.419.csv,0.666666667,0.5,1.0,0.5,0.3977,0.2314,5,3,1,2,0.5415501374540688,-1.95493411076023,-0.8019879519358071,-3.1181569944468635
209,601af58d7a38a0411f4605c9_study2_2022-11-23_10h51.30.419.csv,0.666666667,0.5,1.0,0.5,0.346,0.2314,6,6,0,2,0.40229096029814804,-1.95493411076023,-0.8019879519358071,-3.1181569944468635
210,5df2235d5a34251266ea645e_study2_2022-11-23_11h39.52.089.csv,0.833333333,0.5,1.0,1.0,1.0513,0.7965,1,8,0,2,0.2775556432316819,-1.7882674447602298,-0.3019879519358071,-3.1181569944468635
211,5df2235d5a34251266ea645e_study2_2022-11-23_11h39.52.089.csv,0.833333333,0.5,1.0,1.0,0.7872,0.7965,2,5,1,2,-0.011744783612059537,-1.7882674447602298,-0.3019879519358071,-3.1181569944468635
212,5df2235d5a34251266ea645e_study2_2022-11-23_11h39.52.089.csv,0.833333333,0.5,1.0,1.0,0.5012,0.7965,3,4,1,2,-0.46322190632818994,-1.7882674447602298,-0.3019879519358071,-3.1181569944468635
213,5df2235d5a34251266ea645e_study2_2022-11-23_11h39.52.089.csv,0.833333333,0.5,1.0,1.0,0.9406,0.7965,4,2,1,2,0.16629084016084444,-1.7882674447602298,-0.3019879519358071,-3.1181569944468635
214,5df2235d5a34251266ea645e_study2_2022-11-23_11h39.52.089.csv,0.833333333,0.5,1.0,1.0,3.993,0.7965,5,9,1,2,1.6120709777131181,-1.7882674447602298,-0.3019879519358071,-3.1181569944468635
215,5df2235d5a34251266ea645e_study2_2022-11-23_11h39.52.089.csv,0.833333333,0.5,1.0,1.0,0.81,0.7965,6,3,1,2,0.016807118316381407,-1.7882674447602298,-0.3019879519358071,-3.1181569944468635
216,5PARTICIPANT_study2_2022-11-23_11h51.47.768.csv,0.666666667,0.75,0.75,0.25,17.6542,1.2132,1,8,0,2,2.677712218578889,-1.95493411076023,-1.051987951935807,-2.8681569944468635
217,5PARTICIPANT_study2_2022-11-23_11h51.47.768.csv,0.666666667,0.75,0.75,0.25,13.6105,1.2132,2,1,1,2,2.417580056849146,-1.95493411076023,-1.051987951935807,-2.8681569944468635
218,5PARTICIPANT_study2_2022-11-23_11h51.47.768.csv,0.666666667,0.75,0.75,0.25,14.5862,1.2132,3,5,1,2,2.4868143794141644,-1.95493411076023,-1.051987951935807,-2.8681569944468635
219,5PARTICIPANT_study2_2022-11-23_11h51.47.768.csv,0.666666667,0.75,0.75,0.25,26.0144,1.2132,4,9,0,2,3.0653887340268646,-1.95493411076023,-1.051987951935807,-2.8681569944468635
220,5PARTICIPANT_study2_2022-11-23_11h51.47.768.csv,0.666666667,0.75,0.75,0.25,5.8394,1.2132,5,6,1,2,1.5713665550037321,-1.95493411076023,-1.051987951935807,-2.8681569944468635
221,5PARTICIPANT_study2_2022-11-23_11h51.47.768.csv,0.666666667,0.75,0.75,0.25,7.8784,1.2132,6,3,1,2,1.8708633407356536,-1.95493411076023,-1.051987951935807,-2.8681569944468635
222,609568823ff056b77e565445_study2_2022-11-22_13h59.57.028.csv,0.666666667,0.5,1.0,0.0,0.9864,0.7171,1,7,1,2,0.31884665096160536,-1.95493411076023,-1.301987951935807,-3.1181569944468635
223,609568823ff056b77e565445_study2_2022-11-22_13h59.57.028.csv,0.666666667,0.5,1.0,0.0,0.4176,0.7171,2,1,1,2,-0.5406912643201002,-1.95493411076023,-1.301987951935807,-3.1181569944468635
224,609568823ff056b77e565445_study2_2022-11-22_13h59.57.028.csv,0.666666667,0.5,1.0,0.0,0.4079,0.7171,3,9,0,2,-0.5641932545650165,-1.95493411076023,-1.301987951935807,-3.1181569944468635
225,609568823ff056b77e565445_study2_2022-11-22_13h59.57.028.csv,0.666666667,0.5,1.0,0.0,0.4656,0.7171,4,0,1,2,-0.43188840447130106,-1.95493411076023,-1.301987951935807,-3.1181569944468635
226,609568823ff056b77e565445_study2_2022-11-22_13h59.57.028.csv,0.666666667,0.5,1.0,0.0,0.3004,0.7171,5,2,1,2,-0.8701003809985495,-1.95493411076023,-1.301987951935807,-3.1181569944468635
227,609568823ff056b77e565445_study2_2022-11-22_13h59.57.028.csv,0.666666667,0.5,1.0,0.0,0.2893,0.7171,6,6,0,2,-0.9077510889064396,-1.95493411076023,-1.301987951935807,-3.1181569944468635
228,5db1bba0e20f58000b8717f6_study2_2022-11-23_11h57.41.157.csv,0.333333333,0.5,0.5,0.25,2.1059,0.9876,1,0,0,2,0.7572204507147083,-2.28826744476023,-1.051987951935807,-3.1181569944468635
229,5db1bba0e20f58000b8717f6_study2_2022-11-23_11h57.41.157.csv,0.333333333,0.5,0.5,0.25,0.754,0.9876,2,8,0,2,-0.2698853894630684,-2.28826744476023,-1.051987951935807,-3.1181569944468635
230,5db1bba0e20f58000b8717f6_study2_2022-11-23_11h57.41.157.csv,0.333333333,0.5,0.5,0.25,1.4558,0.9876,3,1,0,2,0.38803309921313306,-2.28826744476023,-1.051987951935807,-3.1181569944468635
231,5db1bba0e20f58000b8717f6_study2_2022-11-23_11h57.41.157.csv,0.333333333,0.5,0.5,0.25,1.5738,0.9876,4,3,0,2,0.4659705986298586,-2.28826744476023,-1.051987951935807,-3.1181569944468635
232,5db1bba0e20f58000b8717f6_study2_2022-11-23_11h57.41.157.csv,0.333333333,0.5,0.5,0.25,1.6338,0.9876,5,4,1,2,0.5033861114367444,-2.28826744476023,-1.051987951935807,-3.1181569944468635
233,5db1bba0e20f58000b8717f6_study2_2022-11-23_11h57.41.157.csv,0.333333333,0.5,0.5,0.25,0.6045,0.9876,6,9,1,2,-0.490876087416177,-2.28826744476023,-1.051987951935807,-3.1181569944468635
234,5ea1965fc546e204bb568292_study2_2022-11-23_10h51.08.039.csv,0.333333333,0.5,0.5,0.75,0.6168,0.9517,1,8,0,2,-0.4337050368291779,-2.28826744476023,-0.5519879519358071,-3.1181569944468635
235,5ea1965fc546e204bb568292_study2_2022-11-23_10h51.08.039.csv,0.333333333,0.5,0.5,0.75,0.5537,0.9517,2,5,0,2,-0.5416268352493763,-2.28826744476023,-0.5519879519358071,-3.1181569944468635
236,5ea1965fc546e204bb568292_study2_2022-11-23_10h51.08.039.csv,0.333333333,0.5,0.5,0.75,0.4253,0.9517,3,2,1,2,-0.8054550568187099,-2.28826744476023,-0.5519879519358071,-3.1181569944468635
237,5ea1965fc546e204bb568292_study2_2022-11-23_10h51.08.039.csv,0.333333333,0.5,0.5,0.75,0.5269,0.9517,4,7,0,2,-0.5912390818630576,-2.28826744476023,-0.5519879519358071,-3.1181569944468635
238,5ea1965fc546e204bb568292_study2_2022-11-23_10h51.08.039.csv,0.333333333,0.5,0.5,0.75,0.8665,0.9517,5,0,0,2,-0.09378774992263686,-2.28826744476023,-0.5519879519358071,-3.1181569944468635
239,5ea1965fc546e204bb568292_study2_2022-11-23_10h51.08.039.csv,0.333333333,0.5,0.5,0.75,0.4609,0.9517,6,6,1,2,-0.7250687593518352,-2.28826744476023,-0.5519879519358071,-3.1181569944468635
240,595ceea8dd044900012ce64a_study2_2022-11-23_09h51.24.946.csv,0.333333333,0.5,1.0,0.0,1.1336,0.74475,1,5,1,2,0.42010509678307895,-2.28826744476023,-1.301987951935807,-3.1181569944468635
241,595ceea8dd044900012ce64a_study2_2022-11-23_09h51.24.946.csv,0.333333333,0.5,1.0,0.0,0.7845,0.74475,2,3,1,2,0.05199798057969558,-2.28826744476023,-1.301987951935807,-3.1181569944468635
242,595ceea8dd044900012ce64a_study2_2022-11-23_09h51.24.946.csv,0.333333333,0.5,1.0,0.0,0.9881,0.74475,3,2,0,2,0.28273531560752535,-2.28826744476023,-1.301987951935807,-3.1181569944468635
243,595ceea8dd044900012ce64a_study2_2022-11-23_09h51.24.946.csv,0.333333333,0.5,1.0,0.0,0.0553,0.74475,4,6,0,2,-2.6002756830651026,-2.28826744476023,-1.301987951935807,-3.1181569944468635
244,595ceea8dd044900012ce64a_study2_2022-11-23_09h51.24.946.csv,0.333333333,0.5,1.0,0.0,1.3649,0.74475,5,4,0,2,0.6057878532687582,-2.28826744476023,-1.301987951935807,-3.1181569944468635
245,595ceea8dd044900012ce64a_study2_2022-11-23_09h51.24.946.csv,0.333333333,0.5,1.0,0.0,0.64,0.74475,6,9,0,2,-0.15158041523967414,-2.28826744476023,-1.301987951935807,-3.1181569944468635
246,6165cce4ebbd0d82c75e40fc_study2_2022-11-23_11h53.08.899.csv,0.833333333,0.5,1.0,0.0,1.1786,0.3434,1,6,1,2,1.2331866239404379,-1.7882674447602298,-1.301987951935807,-3.1181569944468635
247,6165cce4ebbd0d82c75e40fc_study2_2022-11-23_11h53.08.899.csv,0.833333333,0.5,1.0,0.0,0.8621,0.3434,2,4,0,2,0.9204753247525043,-1.7882674447602298,-1.301987951935807,-3.1181569944468635
248,6165cce4ebbd0d82c75e40fc_study2_2022-11-23_11h53.08.899.csv,0.833333333,0.5,1.0,0.0,0.5098,0.3434,3,3,1,2,0.39512254347864,-1.7882674447602298,-1.301987951935807,-3.1181569944468635
