sub,PR Evidence,bias_highbaserate,pre_map_change,post_map_change,rt_planning_pr,median_RT_actionselection,trial_num,planning_q,PR_individual_answers
617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,0.5,0.5,1.0,1.0,5.1065,0.6209,1,2.0,1
617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,0.5,0.5,1.0,1.0,1.0064,0.6209,2,7.0,1
617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,0.5,0.5,1.0,1.0,3.4747,0.6209,3,6.0,0
617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,0.5,0.5,1.0,1.0,1.8963,0.6209,4,3.0,0
617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,0.5,0.5,1.0,1.0,1.1548,0.6209,5,9.0,1
617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,0.5,0.5,1.0,1.0,1.6437,0.6209,6,0.0,0
5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,1.0,0.75,0.75,0.25,7.2356,1.15495,1,1.0,1
5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,1.0,0.75,0.75,0.25,1.2589,1.15495,2,2.0,1
5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,1.0,0.75,0.75,0.25,0.5639,1.15495,3,0.0,1
5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,1.0,0.75,0.75,0.25,0.5022,1.15495,4,5.0,1
5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,1.0,0.75,0.75,0.25,0.5693,1.15495,5,3.0,1
5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,1.0,0.75,0.75,0.25,0.7678,1.15495,6,9.0,1
5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,0.0,0.5,1.0,1.0,1.1577,0.83885,1,1.0,0
5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,0.0,0.5,1.0,1.0,0.8189,0.83885,2,0.0,0
5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,0.0,0.5,1.0,1.0,0.6331,0.83885,3,5.0,0
5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,0.0,0.5,1.0,1.0,0.8987,0.83885,4,8.0,0
5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,0.0,0.5,1.0,1.0,0.4648,0.83885,5,9.0,0
5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,0.0,0.5,1.0,1.0,0.36,0.83885,6,6.0,0
5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv,0.6666666666666666,0.5,1.0,0.0,2.393,0.3945,1,8.0,0
5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv,0.6666666666666666,0.5,1.0,0.0,4.097,0.3945,2,7.0,1
5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv,0.6666666666666666,0.5,1.0,0.0,0.902,0.3945,3,6.0,1
5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv,0.6666666666666666,0.5,1.0,0.0,0.788,0.3945,4,3.0,1
5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv,0.6666666666666666,0.5,1.0,0.0,0.762,0.3945,5,0.0,1
5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv,0.6666666666666666,0.5,1.0,0.0,0.581,0.3945,6,5.0,0
601af58d7a38a0411f4605c9_study2_2022-11-23_10h51.30.419.csv,0.6666666666666666,0.5,1.0,0.5,1.8581,0.2314,1,2.0,1
601af58d7a38a0411f4605c9_study2_2022-11-23_10h51.30.419.csv,0.6666666666666666,0.5,1.0,0.5,1.7421,0.2314,2,8.0,0
601af58d7a38a0411f4605c9_study2_2022-11-23_10h51.30.419.csv,0.6666666666666666,0.5,1.0,0.5,0.3274,0.2314,3,1.0,1
601af58d7a38a0411f4605c9_study2_2022-11-23_10h51.30.419.csv,0.6666666666666666,0.5,1.0,0.5,0.462,0.2314,4,4.0,1
601af58d7a38a0411f4605c9_study2_2022-11-23_10h51.30.419.csv,0.6666666666666666,0.5,1.0,0.5,0.3977,0.2314,5,3.0,1
601af58d7a38a0411f4605c9_study2_2022-11-23_10h51.30.419.csv,0.6666666666666666,0.5,1.0,0.5,0.346,0.2314,6,6.0,0
5df2235d5a34251266ea645e_study2_2022-11-23_11h39.52.089.csv,0.8333333333333334,0.5,1.0,1.0,1.0513,0.7965,1,8.0,0
5df2235d5a34251266ea645e_study2_2022-11-23_11h39.52.089.csv,0.8333333333333334,0.5,1.0,1.0,0.7872,0.7965,2,5.0,1
5df2235d5a34251266ea645e_study2_2022-11-23_11h39.52.089.csv,0.8333333333333334,0.5,1.0,1.0,0.5012,0.7965,3,4.0,1
5df2235d5a34251266ea645e_study2_2022-11-23_11h39.52.089.csv,0.8333333333333334,0.5,1.0,1.0,0.9406,0.7965,4,2.0,1
5df2235d5a34251266ea645e_study2_2022-11-23_11h39.52.089.csv,0.8333333333333334,0.5,1.0,1.0,3.993,0.7965,5,9.0,1
5df2235d5a34251266ea645e_study2_2022-11-23_11h39.52.089.csv,0.8333333333333334,0.5,1.0,1.0,0.81,0.7965,6,3.0,1
5PARTICIPANT_study2_2022-11-23_11h51.47.768.csv,0.6666666666666666,0.75,0.75,0.25,17.6542,1.2132,1,8.0,0
5PARTICIPANT_study2_2022-11-23_11h51.47.768.csv,0.6666666666666666,0.75,0.75,0.25,13.6105,1.2132,2,1.0,1
5PARTICIPANT_study2_2022-11-23_11h51.47.768.csv,0.6666666666666666,0.75,0.75,0.25,14.5862,1.2132,3,5.0,1
5PARTICIPANT_study2_2022-11-23_11h51.47.768.csv,0.6666666666666666,0.75,0.75,0.25,26.0144,1.2132,4,9.0,0
5PARTICIPANT_study2_2022-11-23_11h51.47.768.csv,0.6666666666666666,0.75,0.75,0.25,5.8394,1.2132,5,6.0,1
5PARTICIPANT_study2_2022-11-23_11h51.47.768.csv,0.6666666666666666,0.75,0.75,0.25,7.8784,1.2132,6,3.0,1
609568823ff056b77e565445_study2_2022-11-22_13h59.57.028.csv,0.6666666666666666,0.5,1.0,0.0,0.9864,0.7171,1,7.0,1
609568823ff056b77e565445_study2_2022-11-22_13h59.57.028.csv,0.6666666666666666,0.5,1.0,0.0,0.4176,0.7171,2,1.0,1
609568823ff056b77e565445_study2_2022-11-22_13h59.57.028.csv,0.6666666666666666,0.5,1.0,0.0,0.4079,0.7171,3,9.0,0
609568823ff056b77e565445_study2_2022-11-22_13h59.57.028.csv,0.6666666666666666,0.5,1.0,0.0,0.4656,0.7171,4,0.0,1
609568823ff056b77e565445_study2_2022-11-22_13h59.57.028.csv,0.6666666666666666,0.5,1.0,0.0,0.3004,0.7171,5,2.0,1
609568823ff056b77e565445_study2_2022-11-22_13h59.57.028.csv,0.6666666666666666,0.5,1.0,0.0,0.2893,0.7171,6,6.0,0
5db1bba0e20f58000b8717f6_study2_2022-11-23_11h57.41.157.csv,0.3333333333333333,0.5,0.5,0.25,2.1059,0.9876,1,0.0,0
5db1bba0e20f58000b8717f6_study2_2022-11-23_11h57.41.157.csv,0.3333333333333333,0.5,0.5,0.25,0.754,0.9876,2,8.0,0
5db1bba0e20f58000b8717f6_study2_2022-11-23_11h57.41.157.csv,0.3333333333333333,0.5,0.5,0.25,1.4558,0.9876,3,1.0,0
5db1bba0e20f58000b8717f6_study2_2022-11-23_11h57.41.157.csv,0.3333333333333333,0.5,0.5,0.25,1.5738,0.9876,4,3.0,0
5db1bba0e20f58000b8717f6_study2_2022-11-23_11h57.41.157.csv,0.3333333333333333,0.5,0.5,0.25,1.6338,0.9876,5,4.0,1
5db1bba0e20f58000b8717f6_study2_2022-11-23_11h57.41.157.csv,0.3333333333333333,0.5,0.5,0.25,0.6045,0.9876,6,9.0,1
5ea1965fc546e204bb568292_study2_2022-11-23_10h51.08.039.csv,0.3333333333333333,0.5,0.5,0.75,0.6168,0.9517,1,8.0,0
5ea1965fc546e204bb568292_study2_2022-11-23_10h51.08.039.csv,0.3333333333333333,0.5,0.5,0.75,0.5537,0.9517,2,5.0,0
5ea1965fc546e204bb568292_study2_2022-11-23_10h51.08.039.csv,0.3333333333333333,0.5,0.5,0.75,0.4253,0.9517,3,2.0,1
5ea1965fc546e204bb568292_study2_2022-11-23_10h51.08.039.csv,0.3333333333333333,0.5,0.5,0.75,0.5269,0.9517,4,7.0,0
5ea1965fc546e204bb568292_study2_2022-11-23_10h51.08.039.csv,0.3333333333333333,0.5,0.5,0.75,0.8665,0.9517,5,0.0,0
5ea1965fc546e204bb568292_study2_2022-11-23_10h51.08.039.csv,0.3333333333333333,0.5,0.5,0.75,0.4609,0.9517,6,6.0,1
595ceea8dd044900012ce64a_study2_2022-11-23_09h51.24.946.csv,0.3333333333333333,0.5,1.0,0.0,1.1336,0.74475,1,5.0,1
595ceea8dd044900012ce64a_study2_2022-11-23_09h51.24.946.csv,0.3333333333333333,0.5,1.0,0.0,0.7845,0.74475,2,3.0,1
595ceea8dd044900012ce64a_study2_2022-11-23_09h51.24.946.csv,0.3333333333333333,0.5,1.0,0.0,0.9881,0.74475,3,2.0,0
595ceea8dd044900012ce64a_study2_2022-11-23_09h51.24.946.csv,0.3333333333333333,0.5,1.0,0.0,0.0553,0.74475,4,6.0,0
595ceea8dd044900012ce64a_study2_2022-11-23_09h51.24.946.csv,0.3333333333333333,0.5,1.0,0.0,1.3649,0.74475,5,4.0,0
595ceea8dd044900012ce64a_study2_2022-11-23_09h51.24.946.csv,0.3333333333333333,0.5,1.0,0.0,0.64,0.74475,6,9.0,0
6165cce4ebbd0d82c75e40fc_study2_2022-11-23_11h53.08.899.csv,0.8333333333333334,0.5,1.0,0.0,1.1786,0.34340000000000004,1,6.0,1
6165cce4ebbd0d82c75e40fc_study2_2022-11-23_11h53.08.899.csv,0.8333333333333334,0.5,1.0,0.0,0.8621,0.34340000000000004,2,4.0,0
6165cce4ebbd0d82c75e40fc_study2_2022-11-23_11h53.08.899.csv,0.8333333333333334,0.5,1.0,0.0,0.5098,0.34340000000000004,3,3.0,1
6165cce4ebbd0d82c75e40fc_study2_2022-11-23_11h53.08.899.csv,0.8333333333333334,0.5,1.0,0.0,0.4137,0.34340000000000004,4,9.0,1
6165cce4ebbd0d82c75e40fc_study2_2022-11-23_11h53.08.899.csv,0.8333333333333334,0.5,1.0,0.0,0.5281,0.34340000000000004,5,2.0,1
6165cce4ebbd0d82c75e40fc_study2_2022-11-23_11h53.08.899.csv,0.8333333333333334,0.5,1.0,0.0,0.7259,0.34340000000000004,6,8.0,1
591a1f4800a5650001276188_study2_2022-11-23_11h03.13.123.csv,0.5,0.75,0.75,1.0,0.667,0.199,1,6.0,1
591a1f4800a5650001276188_study2_2022-11-23_11h03.13.123.csv,0.5,0.75,0.75,1.0,2.741,0.199,2,1.0,1
591a1f4800a5650001276188_study2_2022-11-23_11h03.13.123.csv,0.5,0.75,0.75,1.0,0.62,0.199,3,2.0,0
591a1f4800a5650001276188_study2_2022-11-23_11h03.13.123.csv,0.5,0.75,0.75,1.0,0.502,0.199,4,5.0,0
591a1f4800a5650001276188_study2_2022-11-23_11h03.13.123.csv,0.5,0.75,0.75,1.0,1.771,0.199,5,8.0,0
591a1f4800a5650001276188_study2_2022-11-23_11h03.13.123.csv,0.5,0.75,0.75,1.0,0.355,0.199,6,4.0,1
5PARTICIPANT_study2_2022-11-23_09h51.04.928.csv,0.8333333333333334,0.5,1.0,0.75,2.3907,1.0677,1,4.0,1
5PARTICIPANT_study2_2022-11-23_09h51.04.928.csv,0.8333333333333334,0.5,1.0,0.75,1.3073,1.0677,2,2.0,1
5PARTICIPANT_study2_2022-11-23_09h51.04.928.csv,0.8333333333333334,0.5,1.0,0.75,1.7011,1.0677,3,1.0,1
5PARTICIPANT_study2_2022-11-23_09h51.04.928.csv,0.8333333333333334,0.5,1.0,0.75,4.6014,1.0677,4,7.0,1
5PARTICIPANT_study2_2022-11-23_09h51.04.928.csv,0.8333333333333334,0.5,1.0,0.75,2.3179,1.0677,5,9.0,1
5PARTICIPANT_study2_2022-11-23_09h51.04.928.csv,0.8333333333333334,0.5,1.0,0.75,1.3672,1.0677,6,3.0,0
63174af7d57182f9bf90c094_study2_2022-11-23_09h51.09.126.csv,0.5,0.5,1.0,0.25,0.948,0.621,1,6.0,1
63174af7d57182f9bf90c094_study2_2022-11-23_09h51.09.126.csv,0.5,0.5,1.0,0.25,0.785,0.621,2,7.0,1
63174af7d57182f9bf90c094_study2_2022-11-23_09h51.09.126.csv,0.5,0.5,1.0,0.25,0.991,0.621,3,1.0,0
63174af7d57182f9bf90c094_study2_2022-11-23_09h51.09.126.csv,0.5,0.5,1.0,0.25,1.029,0.621,4,5.0,0
63174af7d57182f9bf90c094_study2_2022-11-23_09h51.09.126.csv,0.5,0.5,1.0,0.25,0.934,0.621,5,4.0,1
63174af7d57182f9bf90c094_study2_2022-11-23_09h51.09.126.csv,0.5,0.5,1.0,0.25,1.375,0.621,6,2.0,0
5PARTICIPANT_study2_2022-11-23_11h50.53.811.csv,0.6666666666666666,0.5,1.0,1.0,2.0064,1.1315,1,3.0,0
5PARTICIPANT_study2_2022-11-23_11h50.53.811.csv,0.6666666666666666,0.5,1.0,1.0,0.1383,1.1315,2,0.0,1
5PARTICIPANT_study2_2022-11-23_11h50.53.811.csv,0.6666666666666666,0.5,1.0,1.0,0.8201,1.1315,3,4.0,1
5PARTICIPANT_study2_2022-11-23_11h50.53.811.csv,0.6666666666666666,0.5,1.0,1.0,2.2759,1.1315,4,2.0,1
5PARTICIPANT_study2_2022-11-23_11h50.53.811.csv,0.6666666666666666,0.5,1.0,1.0,0.7682,1.1315,5,7.0,0
5PARTICIPANT_study2_2022-11-23_11h50.53.811.csv,0.6666666666666666,0.5,1.0,1.0,0.1455,1.1315,6,5.0,1
60a50457d02bfc23c02d4717_study2_2022-11-23_11h52.24.756.csv,0.6666666666666666,0.5,1.0,1.0,6.0068,1.0087000000000002,1,5.0,1
60a50457d02bfc23c02d4717_study2_2022-11-23_11h52.24.756.csv,0.6666666666666666,0.5,1.0,1.0,3.4056,1.0087000000000002,2,1.0,0
60a50457d02bfc23c02d4717_study2_2022-11-23_11h52.24.756.csv,0.6666666666666666,0.5,1.0,1.0,0.9541,1.0087000000000002,3,9.0,1
60a50457d02bfc23c02d4717_study2_2022-11-23_11h52.24.756.csv,0.6666666666666666,0.5,1.0,1.0,1.924,1.0087000000000002,4,0.0,1
60a50457d02bfc23c02d4717_study2_2022-11-23_11h52.24.756.csv,0.6666666666666666,0.5,1.0,1.0,0.8037,1.0087000000000002,5,8.0,1
60a50457d02bfc23c02d4717_study2_2022-11-23_11h52.24.756.csv,0.6666666666666666,0.5,1.0,1.0,0.9733,1.0087000000000002,6,3.0,0
60e07fb75b201859ff688f91_study2_2022-11-23_12h05.15.406.csv,0.6666666666666666,0.5,1.0,0.0,2.7155,0.34525,1,5.0,1
60e07fb75b201859ff688f91_study2_2022-11-23_12h05.15.406.csv,0.6666666666666666,0.5,1.0,0.0,0.5338,0.34525,2,8.0,1
60e07fb75b201859ff688f91_study2_2022-11-23_12h05.15.406.csv,0.6666666666666666,0.5,1.0,0.0,0.0852,0.34525,3,3.0,1
60e07fb75b201859ff688f91_study2_2022-11-23_12h05.15.406.csv,0.6666666666666666,0.5,1.0,0.0,0.3349,0.34525,4,9.0,1
60e07fb75b201859ff688f91_study2_2022-11-23_12h05.15.406.csv,0.6666666666666666,0.5,1.0,0.0,0.6337,0.34525,5,2.0,0
60e07fb75b201859ff688f91_study2_2022-11-23_12h05.15.406.csv,0.6666666666666666,0.5,1.0,0.0,0.8581,0.34525,6,0.0,0
5PARTICIPANT_study2_2022-11-23_09h52.22.659.csv,0.3333333333333333,0.5,1.0,1.0,1.1907,0.5063,1,2.0,1
5PARTICIPANT_study2_2022-11-23_09h52.22.659.csv,0.3333333333333333,0.5,1.0,1.0,0.0833,0.5063,2,1.0,0
5PARTICIPANT_study2_2022-11-23_09h52.22.659.csv,0.3333333333333333,0.5,1.0,1.0,1.0297,0.5063,3,0.0,0
5PARTICIPANT_study2_2022-11-23_09h52.22.659.csv,0.3333333333333333,0.5,1.0,1.0,0.4045,0.5063,4,9.0,1
5PARTICIPANT_study2_2022-11-23_09h52.22.659.csv,0.3333333333333333,0.5,1.0,1.0,0.3661,0.5063,5,5.0,0
5PARTICIPANT_study2_2022-11-23_09h52.22.659.csv,0.3333333333333333,0.5,1.0,1.0,1.4528,0.5063,6,6.0,0
5de42a01a7cb2401ccc682c3_study2_2022-11-23_11h28.58.420.csv,0.5,0.5,1.0,1.0,0.998,1.017,1,1.0,0
5de42a01a7cb2401ccc682c3_study2_2022-11-23_11h28.58.420.csv,0.5,0.5,1.0,1.0,0.641,1.017,2,6.0,0
5de42a01a7cb2401ccc682c3_study2_2022-11-23_11h28.58.420.csv,0.5,0.5,1.0,1.0,0.7265,1.017,3,7.0,1
5de42a01a7cb2401ccc682c3_study2_2022-11-23_11h28.58.420.csv,0.5,0.5,1.0,1.0,1.8112,1.017,4,3.0,1
5de42a01a7cb2401ccc682c3_study2_2022-11-23_11h28.58.420.csv,0.5,0.5,1.0,1.0,0.5612,1.017,5,5.0,0
5de42a01a7cb2401ccc682c3_study2_2022-11-23_11h28.58.420.csv,0.5,0.5,1.0,1.0,0.4854,1.017,6,0.0,1
