consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,click_action.rt,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,click_action_2.keys,click_action_2.corr,click_action_2.rt,action_selection_two.thisRepN,action_selection_two.thisTrialN,action_selection_two.thisN,action_selection_two.thisIndex,action_selection_two.ran,resp4.keys,resp4_4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,action2,resp4.rt,resp4_4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_24.keys,key_resp_24.rt,key_resp_25.keys,key_resp_25.rt,key_resp_34.keys,key_resp_34.rt,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,a1,a2,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_8.keys,key_resp_29.keys,key_resp_29.rt,transition_reval_choice.keys,transition_reval_choice.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,83,83,83,1,compass.png,tree.png,planet.png,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.7658,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.9819,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,84,84,84,1,north.png,tree.png,planet.png,3,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.7833,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,1.6989,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,85,85,85,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.8384,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.7002,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,a,0,86,86,86,1,compass.png,watch.png,trident.png,5,k,5.1636,1.8372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.6506,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.7366,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,87,87,87,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1.1333,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.721,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,88,88,88,1,tophat.png,tree.png,planet.png,4,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.9982,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.8833,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,89,89,89,1,train.png,watch.png,trident.png,2,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.9513,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.6353,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,1,compass.png,tree.png,planet.png,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.0828,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,1.1017,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,91,91,91,1,train.png,watch.png,trident.png,2,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.9164,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.6999,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,92,92,92,1,north.png,tree.png,planet.png,3,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.8866,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.2848,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,93,93,93,1,north.png,tree.png,planet.png,3,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.8002,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.8034,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,94,94,94,1,north.png,tree.png,planet.png,3,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.9169,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,1.1838,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,95,95,95,1,compass.png,tree.png,bell.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1.0659,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.8339,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,96,96,96,1,tophat.png,watch.png,trident.png,4,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.2151,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6369,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,97,97,97,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.0329,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.8006,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,98,98,98,1,train.png,watch.png,trident.png,2,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.8845,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.7208,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,99,99,99,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0.8165,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.7822,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,100,100,1,tophat.png,tree.png,planet.png,4,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.7176,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.6484,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,101,101,101,1,compass.png,tree.png,planet.png,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.1022,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.7315,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
