consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,click_action.rt,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,click_action_2.keys,click_action_2.corr,click_action_2.rt,action_selection_two.thisRepN,action_selection_two.thisTrialN,action_selection_two.thisN,action_selection_two.thisIndex,action_selection_two.ran,resp4.keys,resp4_4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,action2,resp4.rt,resp4_4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_24.keys,key_resp_24.rt,key_resp_25.keys,key_resp_25.rt,key_resp_34.keys,key_resp_34.rt,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,a1,a2,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_8.keys,key_resp_29.keys,key_resp_29.rt,transition_reval_choice.keys,transition_reval_choice.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,475,475,475,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.1336,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.1532,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,476,476,476,1,compass.png,watch.png,bell.png,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1.0311,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,1.0321,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,477,477,477,1,north.png,watch.png,trident.png,3,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.0839,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.9849,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,478,478,478,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.9424,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.1657,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,479,479,479,1,compass.png,tree.png,planet.png,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.9681,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.9234,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,480,480,480,1,snorkel.png,watch.png,trident.png,1,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.0153,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.951,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,481,481,481,1,apple.png,fox.png,trident.png,6,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.0847,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.1834,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,482,482,482,1,compass.png,tree.png,planet.png,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0203,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.8349,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,483,483,483,1,snorkel.png,watch.png,trident.png,1,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0.9662,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.8685,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,484,484,484,1,apple.png,fox.png,trident.png,6,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1.1517,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.9517,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,485,485,485,1,hammer.png,fox.png,trident.png,7,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.0816,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.0172,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,486,486,486,1,compass.png,tree.png,planet.png,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1.0316,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.1041,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,487,487,487,1,tophat.png,tree.png,planet.png,4,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.214,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.1007,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,488,488,488,1,snorkel.png,tree.png,planet.png,1,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1.3663,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,1.1812,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,489,489,489,1,hammer.png,fox.png,trident.png,7,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1.0046,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.0661,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,490,490,490,1,tophat.png,tree.png,planet.png,4,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.1367,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.9176,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,491,491,491,1,apple.png,fox.png,trident.png,6,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.0322,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,1.0247,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,a,0,492,492,492,1,compass.png,watch.png,trident.png,5,k,3.5973,0.7312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1.1842,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.8848,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,493,493,493,1,tophat.png,tree.png,planet.png,4,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.1365,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5608a73fd7def20012b7389d,001,2023-08-17_17h09.53.164,study6,2022.2.5,MacIntel,60.0024001,5608a73fd7def20012b7389d,64da092c7a22c2da8d708e87,64deb6688e8d2508a7b83bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.9864,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
